종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정고가,6달 후 수정고가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간),매출총이익률,영업이익률,순이익률,ROE,ROA,매출액증가율(YoY),영업이익증가율(YoY),순이익증가율(YoY),총자산증가율,유동자산증가율,EBITDA증가율(YoY),EBIT증가율(YoY),부채비율,유동비율,당좌비율,자기자본비율,유동자산구성비율,차입금의존도,EBITDA/이자비용,EBIT/이자비용,이자보상배율,매출채권회전율,재고자산회전율,총자산회전율,자기자본회전율,유형자산회전율,매출원가/재고자산,매출원가율,판관비율,자산총계,유동자산,부채총계,자본총계,이익잉여금,매출액,금융비용,이자비용,Free Cash Flow1,Free Cash Flow2
모린스,신규상장,KQ,"39,000",2009-09-25,"15,767","12,342","11,359","10,704",11.14,5.26,17.38,2.53,12.69,21.55,8.7,"3,610,325","3,610,325","60,967,786,000","7,093,439",0.256387,"222,024,640,700",20.2,"37,600",304,"10,520.37",-76,"-2,572.65",0,0,25.19,16.69,16.26,32.29,27.89,91.05,38.79,37.01,133.77,193.04,39.17,40.28,14.48,593.35,479.38,87.35,75.06,0,"1,711.43","1,464.11","1,459.60",22.42921,11.49501,1.71511,1.98521,,8.59953,74.81,8.5,"70,890,989","53,208,206","8,967,422","61,923,567","15,614,640","86,797,842","9,927","9,927","1,242,456.30","3,637,909"
케이엔더블유,신규상장,KQ,"11,000",2009-09-29,"11,132","12,237","15,511","15,962",14.32,3.92,10.16,1.63,12.45,18.98,5.2,"2,580,810","2,580,810","34,144,408,700","4,400,000",0.480115,"59,840,000,000",29.73,"18,350",306,"5,052.28",-197,"-3,238.29",0,0,25.86,17.53,14.47,41.36,21.88,111.01,207.58,167.95,67.78,142.92,105.81,144.52,64.91,349.46,312.73,60.64,67.78,21.14,18.35,14.42,14.11,8.55774,22.15317,1.51212,2.85917,4.98487,16.42538,74.15,8.33,"48,381,035","32,791,683","19,043,312","29,337,723","16,509,444","58,381,082","785,963","725,086","6,120,033.08","4,499,134"
아이앤씨,신규상장,KQ,"16,000",2009-10-06,"13,650","11,300","14,950","10,850",17.75,9.54,17.28,5.07,28.76,22.07,11.73,"5,795,835","5,795,835","85,124,845,650","11,581,182",0.500453,"158,083,134,300",18.97,"16,450",711,"10,203.98",-403,"-5,578.54",0,0,58.75,36.13,34.24,40.36,33.47,103.72,96.96,144,185.91,389.77,127.4,118.11,5.8,"1,970.60","1,815.75",94.52,83.27,0,41.7,32.81,34.82,7.47149,10.38354,0.97736,1.17849,8.25794,4.28313,41.25,22.62,"77,381,042","64,433,736","4,242,806","73,138,236","20,206,326","51,040,503","532,684","529,525","15,730,803","23,150,631"
NHN벅스,신규상장,KQ,"9,000",2009-10-06,"9,310","6,220","15,400","12,500",23.5,6.47,19.6,3.8,36.83,23.05,6.34,"12,506,920","12,506,920","107,709,384,030","10,140,936",1.23331,"94,412,114,160",29.88,"9,310","1,992","17,362.98","-1,204","-10,143.48",0,0,36.1,17.73,19.07,22.99,14.15,25.18,41.28,47.72,43.77,80.05,29.63,33.95,33.7,338.01,338.01,74.79,80.49,0,,,,6.69003,,0.74167,1.20565,78.09136,,63.9,18.37,"50,462,156","40,615,996","12,720,332","37,741,825","6,188,086","31,729,302",,0,"1,929,954","3,528,167"
한스바이오메드,신규상장,KQ,"5,500",2009-10-09,"6,310","4,565","4,485","3,960",20.99,2.55,14.75,3.07,16.35,23.32,2.83,"5,714,509","5,714,509","38,351,291,580","7,766,243",0.735814,"49,004,993,330",20.43,"7,500",959,"6,454.89",-768,"-5,119.73",0,0,39.58,5.72,7.13,5.33,4.54,1.79,-60.36,-50.37,17.65,25.12,-51.25,-65.4,13.94,958.22,764.33,87.77,65.31,2.01,43.95,24.01,23.9,2.86228,4.61665,0.63635,0.74798,3.03459,2.78926,60.42,33.86,"24,845,988","16,226,872","3,039,833","21,806,155","10,155,145","14,624,891","34,997","34,997","674,790.46","1,002,731"
스틸플라워,신규상장,KQ,"13,500",2009-10-27,"6,484","6,607","7,174","7,224",7.72,1.98,7.91,0.78,71.33,11.33,2.79,"4,407,284","4,407,284","31,523,772,400","13,000,000",0.167164,"170,950,000,000",18.18,"2,600",453,"6,589.88",-450,"-6,532.96",0,0,32.87,22.78,14.6,29.89,15.94,13.42,5.36,63.37,48.37,86.75,49.13,50.33,78.09,155.61,111.94,56.15,55.05,29.83,11.98,10.74,11.99,9.83541,5.48114,1.09191,2.04772,2.5358,3.67941,67.13,10.09,"184,785,594","101,718,787","81,027,462","103,758,132","45,206,621","168,880,763","12,626,709","3,208,230","8,499,240.16","5,536,200"
비츠로셀,신규상장,KQ,"5,500",2009-10-28,"3,818","3,663","4,371","3,735",9.57,3.69,7.31,1.56,5.44,10.57,4.07,"8,774,725","8,774,725","37,117,410,080","12,676,375",0.524361,"63,888,930,000",17.68,970,"1,362","7,726.81","-1,003","-5,668.90",0,0,32.18,19.6,15.46,24.26,19.74,16.44,27.19,10.7,88.1,150.77,3.09,1.83,12.14,742.92,654.16,89.18,70.84,1.13,177.85,146.05,172.05,8.95985,10.71506,1.27662,1.56898,5.25188,7.26726,67.82,12.57,"44,262,078","31,355,124","4,790,768","39,471,311","16,007,782","43,273,526","49,306","49,306","5,535,133.30","6,040,175"
상상인인더스트리,신규상장,KQ,"6,300",2009-11-06,"4,760","3,868","4,039","3,976",3.99,0.8,7.14,0.23,5.01,8.41,1.42,"2,120,333","2,120,333","10,790,559,930","4,334,000",0.479649,"21,041,570,000",19.94,"1,070",291,"1,564.02",-291,"-1,564.02",0,0,19.58,9.94,4.75,14.61,3.99,41.01,74.12,14.15,3.7,6.53,19.29,22.19,200.21,95.73,54.5,33.31,62.34,32.05,3.99,3.15,3.83,6.02933,2.35674,0.84183,3.07814,2.36481,1.89535,80.42,9.64,"72,756,272","45,357,172","48,520,723","24,235,549","9,107,092","60,154,660","1,762,867","1,558,959","-3,703,182.41","-4,670,165"
진매트릭스,신규상장,KQ,"8,000",2009-11-06,"3,035","2,556","2,658","2,374",34.3,5.61,50.57,14.15,50.03,43.72,7.12,"10,765,189","10,765,189","29,457,608,910","3,761,000",0.965351,"33,849,000,000",18.18,"1,500",543,"4,401.05",-441,"-3,576.39",0,0,85.76,31.56,47.03,19.31,17.46,88.85,108.42,115.23,168.27,205.82,111.38,106.82,11.19,"1,621.55","1,620.09",89.93,85.14,3.23,"1,278,774","1,104,923","1,118,256",12.28829,665.03688,0.3712,0.41061,3.41839,94.67649,14.24,54.2,"13,905,839","11,839,175","1,399,955","12,505,885","1,666,226","3,542,984",1,1,"632,700.95","1,284,186"
동방선기,신규상장,KQ,"4,000",2009-11-10,"2,847","2,806","2,753","2,847",2.17,0.59,3.39,0.29,6.55,3.21,0.85,"2,666,843","2,666,843","8,308,350,255","6,000,000",0.366847,"20,700,000,000",16.37,615,504,"1,931.61",-487,"-1,864.56",0,0,21.14,12.26,9.64,15.8,8.7,-0.61,14.03,-27.68,24.02,84.22,-24.92,-26.05,71.72,126.44,101.68,58.24,42.76,25.72,9.15,8.21,7.46,5.69571,7.49246,0.90245,1.63847,3.58545,5.90877,78.86,8.88,"59,346,534","25,378,892","24,785,681","34,560,853","16,938,924","48,371,349","932,802","795,180","1,820,628.98","2,169,619"
에이프로젠 H&G,신규상장,KQ,"10,000",2009-11-13,"1,123",787,"1,123","1,208",4.79,3.21,4.96,0.81,6.91,5.98,4.01,"3,617,822","3,617,822","3,838,820,150","1,875,000",0.164177,"24,750,000,000",13.77,"1,700",150,"1,836.24",-136,"-1,668.61",0,0,22.23,5.92,8.8,25.19,12.49,5.7,-55.22,-44.77,73.89,81.27,-45.15,-51.82,94.17,235.21,181.93,51.5,81.27,13.55,22.34,18.07,13.01,3.87008,9.06394,1.41903,2.86178,93.92212,7.0492,77.77,16.31,"23,219,894","18,870,168","11,261,179","11,958,715","7,682,921","25,949,366","118,147","118,147","-2,428,302.10","-462,340"
강원,신규상장,KQ,"4,700",2009-11-20,"2,875","2,625","4,640","3,295",8.87,2.37,9.97,0.42,-8.1,13.06,3.48,"11,351,644","11,351,644","31,305,828,380","5,300,000",1.07091,"30,475,000,000",17.8,940,826,"4,523.36",-736,"-4,042.64",0,0,21.84,5.81,5.61,9.24,5.69,-20.83,-58.05,-33.73,-9.56,-9.96,-45.71,-49.31,48.83,257.77,249.78,67.19,83.12,0.24,465.66,405.12,438.92,2.35745,37.86806,1.01412,1.64854,9.78852,29.59601,78.16,16.03,"28,677,832","23,836,851","9,408,938","19,268,894","10,780,025","30,619,298","27,331","4,054","-2,639,810.15","-1,753,835"
이원컴포텍,신규상장,KQ,"2,000",2009-12-01,"2,473","1,342","2,003","1,237",14.33,2.22,9.01,0.78,20.78,20.19,3.13,"2,484,149","2,484,149","6,139,670,200","5,000,000",0.267148,"23,000,000,000",13.95,600,172,793.2,-172,-792.64,0,0,14.12,6.25,5.43,11.64,7.48,-6.67,-13.12,-6.95,28.82,46.48,-15.86,-19.1,46.97,221.18,185.46,68.04,67.4,0,373.59,220.11,263.64,17.15869,11.81972,1.3768,2.14344,4.44974,10.1512,85.88,7.87,"15,960,505","10,757,103","5,100,575","10,859,930","6,404,762","19,516,472","4,627","4,627","381,986.41","970,918"
에스앤씨엔진그룹,신규상장,KQ,"6,000",2009-12-04,"3,285","3,063","3,208","2,645",1.18,2.78,8.39,0.23,1.48,12.05,3.71,"15,307,985","15,307,985","55,181,917,470","40,000,000",0.173893,"289,200,000,000",21.81,"1,770","2,258","18,200.40","-2,275","-18,344.58",0,0,29.3,24.64,20.33,23.68,20.75,12.33,9.45,15.41,78.13,204.59,14.37,15.6,9.63,701.3,652.64,91.22,61.6,0.21,227.35,206.45,199.8,8.9198,18.65548,1.02067,1.16457,3.88812,13.19009,70.7,4.66,"170,993,438","105,325,833","15,018,587","155,974,851","82,014,832","136,253,217","168,004","168,004","12,654,206.66","15,425,730"
셀바스AI,신규상장,KQ,"9,000",2009-12-10,"3,933","6,949","7,617","5,783",30.51,7.19,35.04,2.99,27.25,39.81,9.38,"8,785,177","8,785,177","33,257,103,600","3,577,166",0.763547,"45,251,149,900",15.32,"1,800",121,"1,433.74",-38,-419.17,0,0,53.51,21.66,19.51,29.07,19.4,30.47,206.52,159.74,94.55,113.28,180.54,215.25,29.77,369.99,369.7,77.06,78.32,0.92,349.12,327.8,330.25,4.11502,"2,471.22",0.9947,1.49011,6.74206,"1,149.00",46.5,31.84,"20,102,914","15,744,399","4,611,727","15,491,187","7,523,152","15,137,479","9,929","9,929","2,255,990.64","3,718,604"
멜파스,신규상장,KQ,"43,200",2009-12-18,"17,245","26,918","27,018","18,579",72.47,10.96,94.48,5.93,-114.9,93.23,14.1,"5,831,759","5,831,759","91,460,014,950","5,149,001",0.377785,"266,203,351,700",17.23,"8,200",280,"12,628.70",-110,"-4,840.34",0,0,19.02,11.05,10.89,28.94,22.66,333.68,770.74,477.74,272.81,396.45,542.43,670.73,20.69,522.99,434.43,82.86,86.5,0.52,153.36,140.48,141.02,18.92212,11.90734,2.08071,2.65726,14.83994,9.64231,80.98,7.98,"114,795,200","99,295,214","19,680,615","95,114,585","31,246,129","151,462,609","119,176","118,626","5,739,525.02","9,722,687"
위메이드,신규상장,KQ,"62,000",2009-12-18,"12,806","16,064","12,326","11,720",10.71,3.61,9.15,3.57,10.24,14.72,4.81,"4,194,016","4,194,016","57,209,361,250","7,140,000",0.148366,"361,998,000,000",19.82,"10,800",251,"13,675.19",-251,"-13,629.05",0,0,95.73,55.68,43.28,28.16,23.14,44.01,77.11,87.11,165.88,223.05,74.74,77.23,14.91,"1,039.27","1,039.23",87.03,88.19,0,413.22,394.59,409.86,4.81741,"19,827.09",0.53458,0.65055,9.59212,845.97185,4.27,40.05,"289,140,043","254,984,147","37,510,626","251,629,417","85,586,902","106,352,510","144,486","144,486","39,965,553.48","53,403,166"
ITX-AI,신규상장,KQ,"6,000",2009-12-22,"5,971","3,993","3,572","3,340",9.71,3.69,10.39,0.92,12.1,11.05,4.2,"3,670,074","3,670,074","21,250,273,200","5,733,000",0.449203,"48,787,830,000",14.36,"1,140",449,"3,677.80",-426,"-3,487.26",0,0,26.86,7.47,6.55,17.98,9.58,4.05,-35.26,-28.14,29.65,15.25,-7.31,-19.85,57.95,247.85,184.17,63.31,56.68,23.49,8.51,6.2,5.95,5.52528,7.38196,1.4622,2.74396,6.87213,5.39909,73.14,19.4,"37,414,049","21,206,869","13,727,281","23,686,768","10,754,016","48,452,058","653,286","607,757","-5,078,563.67","-680,753"
디와이피엔에프,신규상장,KQ,"12,000",2009-12-22,"8,795","7,639","6,817","4,930",2.21,3.17,15.31,0.26,2.68,21.67,10.27,"5,706,070","5,706,070","53,463,809,500","6,500,000",0.534321,"93,925,000,000",18.52,"2,950",568,"8,926.95",-478,"-7,479.42",0,0,42.13,36.5,30.4,46.73,29.48,6.01,122.33,172.85,80.38,95.05,137.55,144.11,24.48,447.57,442.78,80.34,72.79,5.1,114.82,112.3,110.3,4.28239,152.12644,0.96965,1.53708,4.39291,88.03332,57.87,5.64,"51,615,794","37,570,902","10,149,062","41,466,732","19,231,751","38,897,971","221,031","128,707","9,323,582.67","9,275,669"
KPX생명과학,신규상장,KQ,"6,200",2009-12-22,"6,460","5,750","4,690","3,900",10.75,2.43,9.45,1.53,25.89,14.66,3.31,"1,565,577","1,565,577","10,677,647,650","15,000,000",0.104372,"96,900,000,000",16.22,"1,140",510,"3,427.80",-474,"-3,193",0,0,19.66,16.41,14.2,17.52,14.12,17.49,63.01,17.37,99.56,121.46,11.06,11.18,23.48,458.11,382.86,80.99,78.83,4.1,149.56,120.33,125.83,7.67965,5.79363,0.9944,1.23353,4.36261,4.6544,80.34,3.26,"73,188,492","57,695,233","13,915,521","59,272,971","12,817,311","54,624,663","114,399","71,222","10,765,433.27","11,284,369"
글로벌에스엠,신규상장,KQ,"3,200",2009-12-23,"2,548","2,597","2,465","2,276",2.86,1.84,7.13,0.33,2.1,11.57,2.15,"29,240,040","29,240,040","79,798,174,980","31,694,020",0.644141,"115,683,173,000",18.86,735,"2,729","10,720.34","-2,651","-10,390",0,0,32.04,14.89,13.86,18.69,12.99,4.83,19.94,26.42,12.61,16.2,27.47,36.64,26.33,324.8,280.62,79.16,63.06,3.77,41.33,32.36,29.74,3.3462,9.51542,0.93687,1.34811,2.81282,6.46702,67.96,17.14,"103,141,288","65,039,037","21,495,205","81,646,082","30,395,516","91,220,600","1,140,558","456,848","-4,260,293.56","-1,567,957"
코디,신규상장,KQ,"6,000",2010-01-05,"10,552","17,942","19,209","15,607",9.89,2.74,5.46,1.54,5.23,9.7,2.24,"4,670,813","4,670,813","58,555,797,800","4,868,354",1.279818,"38,508,680,140",28.14,"2,590","1,195","11,441.42","-1,168","-11,154.38",0,0,43.66,26.24,20.93,30.84,21.36,20.37,59.62,61.97,41.79,47.43,64.33,63.37,44.29,495.25,457.38,69.31,64.15,17.66,61.37,53.68,53.79,13.60954,22.69072,1.02048,1.47339,4.41064,12.78324,56.34,17.43,"35,295,295","22,640,811","10,833,077","24,462,218","13,563,482","30,709,895","559,476","149,802","4,509,529.11","4,785,035"
승화프리텍,신규상장,KQ,"6,700",2010-01-06,"593,886","459,706","439,857","307,265",11.84,2.09,6.74,0.87,8.18,15.76,2.09,"12,526","12,526","8,235,858,970","5,334,000",0.18645,"39,898,320,000",20.08,"1,670",256,"2,163.20",-211,"-1,767.32",0,0,20.02,9.89,6.55,13.1,7.72,18.12,15.33,4.81,4.98,-8.84,-0.87,-5.93,64.17,150.04,150.04,60.91,50.58,17.27,9.83,6.14,7.41,6.91246,,1.17781,1.99872,4.06277,,79.98,10.13,"35,200,127","17,805,687","13,758,642","21,441,485","8,127,487","40,475,251","580,839","540,103","-3,516,482.68","-2,520,913"
폴라리스우노,신규상장,KQ,"6,500",2010-01-15,"6,720","5,730","4,830","4,600",11.35,2.85,10.65,3.31,9.82,15.17,3.8,"3,905,806","3,905,806","24,189,763,870","10,500,000",0.371982,"70,560,000,000",29.16,"1,710",329,"1,867.25",-315,"-1,787.57",0,0,41.59,23.69,31,14.52,12.8,-15.98,-39.64,-10.6,93.49,119.88,-18.2,-18.67,10.74,885.1,808.21,90.3,75.5,5.9,61.22,54.7,40.74,6.9805,5.73802,0.41282,0.4684,1.93272,3.35184,58.42,17.9,"42,854,968","32,356,646","4,155,409","38,699,559","18,408,077","13,417,265","96,212","78,012","-1,608,417.18","-522,034"
아세아텍,신규상장,KQ,"4,100",2010-01-26,"2,644","2,636","2,815","2,395",6.54,1.12,5.82,0.45,8.8,8.74,1.5,"7,328,897","7,328,897","22,373,168,525","17,500,000",0.325675,"59,500,000,000",20.52,775,"1,396","5,561.85","-1,394","-5,555.04",0,0,20.61,5.15,4.61,6.28,4.97,-5.43,-44.8,-39.47,1.19,-0.51,-39.69,-44.32,24.25,444.48,317.74,80.49,76.79,6.81,23.5,20.38,19.39,6.83789,4.43694,1.07841,1.36136,5.16946,3.52242,79.39,15.46,"91,066,712","69,931,810","17,771,419","73,295,294","41,821,059","97,629,853","337,605","259,373","-1,257,479.55","-180,065"
우리넷,신규상장,KQ,"6,700",2010-01-27,"9,300","6,090","5,850","4,220",8.83,2.56,7.52,1.19,-86.13,9.5,2.75,"4,470,973","4,470,973","48,503,560,030","5,528,580",0.808702,"51,415,794,000",23.1,"2,350",868,"9,583.96",-377,"-4,039.31",0,0,26.57,4.16,5.42,7.97,5.59,-16.94,-75.18,-66.66,13.31,10.02,-73.68,-78.17,29.04,394.03,291.3,77.49,88.69,4.61,17.56,13.85,13.99,2.62488,4.37522,1.03068,1.47093,85.74434,3.21262,73.43,22.41,"34,330,493","30,446,147","7,726,830","26,603,663","16,434,476","33,305,288","118,822","99,005","-274,901.48","2,142,165"
스타플렉스,신규상장,KQ,"15,000",2010-01-27,"13,350","10,100","12,300","11,100",6.64,1.44,4.89,0.71,3.33,8.97,1.95,"1,892,289","1,892,289","28,310,196,650","5,400,000",0.350424,"72,090,000,000",21.4,"3,200",308,"4,826.45",-290,"-4,543.89",0,0,18.63,9.7,6.06,9.72,5.88,6.34,-40.23,-39.31,81.51,196.15,-32.68,-48.35,68.85,198.76,160.82,59.23,54.78,28.97,13.83,7.74,9.57,10.54058,8.04624,0.96942,1.60267,2.13113,6.5474,81.37,8.93,"107,046,591","58,638,925","43,648,496","63,398,095","39,902,578","80,472,072","949,608","815,908","4,530,739.70","4,926,770"
금강제강,신규상장,KQ,"15,000",2010-02-02,"13,125","12,333","15,250","10,083",8.4,1.94,7.16,0.8,31.08,10.22,2.36,"2,955,113","2,955,113","41,632,759,650","5,600,000",0.439749,"88,200,000,000",16.86,"2,900",501,"8,543.91",-398,"-6,757.68",0,0.0,8.41,1.04,0.18,0.48,0.21,35.5,-86.46,-97.47,61.48,107.27,-60.15,-83.46,141.19,128.4,77.68,41.46,58.24,28.86,3.86,1.27,0.81,3.66617,5.79367,1.16732,2.6917,,5.30648,91.59,7.37,"129,766,275","75,576,445","75,964,750","53,801,526","24,566,323","122,643,029","1,824,080","1,570,976","-30,055,873.58","-26,667,309"
모베이스,신규상장,KQ,"13,200",2010-02-04,"3,754","3,829","4,447","2,308",4.12,1.64,4.81,0.64,10.15,5.5,2.14,"16,640,152","16,640,152","67,230,446,050","6,000,000",0.698683,"89,400,000,000",24.58,"4,050",723,"11,778.32",-653,"-10,664.17",0,0,12.77,4.22,0.31,0.57,0.34,-11.65,-65.67,-98.23,28.83,43.6,-89.72,-99.66,61.78,119.22,111.34,61.81,45.17,29.19,2.71,0.08,4.96,7.41575,29.73829,1.07521,1.81823,3.25379,25.93963,87.23,8.55,"96,474,819","43,578,877","36,840,317","59,634,502","36,674,106","92,125,456","784,692","784,692","-14,052,297.06","-11,445,508"
지스마트글로벌,신규상장,KQ,"17,500",2010-02-04,"26,381","19,124","14,309","10,006",10.2,3.05,12.51,0.77,25.13,11.7,3.49,"1,830,751","1,830,751","47,018,815,850","4,697,433",0.665473,"72,575,339,850",23.39,"3,550",454,"6,650.76",-369,"-5,470.49",0,0,6.24,-6.7,-7.06,-20.47,-10.19,-22.92,-152.63,-171.95,1.95,-7.4,-159.51,-191.08,93.52,205.9,84.49,51.68,79.64,35.85,-5,-6.68,-5.71,5.37695,3.46121,1.44426,2.90043,17.62057,3.24524,93.76,12.94,"44,222,976","35,217,668","21,370,628","22,852,348","3,474,993","63,260,139","772,653","742,673","-15,719,720.65","-11,009,195"
차이나하오란,신규상장,KQ,"4,700",2010-02-05,"3,656","4,307","3,360","3,064",4.22,3.58,6.77,0.43,8.14,11.51,4.56,"12,071,054","12,071,054","41,990,846,485","40,000,000",0.220687,"200,000,000,000",15.05,700,"1,957","9,330.87","-1,881","-8,967.18",0,0,6.66,4.46,8.63,36.39,23.11,101.99,13.37,67.51,83.84,89.44,46.84,55.64,39.62,294.72,262.19,71.62,72.1,14.43,14.97,14.1,5.42,8.01233,30.53465,2.67725,4.216,13.1546,28.50017,93.34,2.2,"166,181,112","119,808,699","47,156,753","119,024,359","64,296,310","343,456,505","2,827,202","2,827,202","-41,502,242.25","-4,881,721"
하이소닉,신규상장,KQ,"13,000",2010-02-09,"34,182","28,987","20,509","24,037",2.92,1.24,5.6,0.58,2.34,8.46,3.51,"975,717","975,717","34,878,040,350","4,762,169",0.560289,"59,527,112,500",18.05,"2,400",534,"7,303.05",-442,"-6,051.19",0,0,10.35,0.87,0.82,1.08,0.83,-18.96,-96.88,-96.64,44.52,51.97,-87.21,-103.51,26.02,354.76,318.73,79.36,70.16,2.73,25.59,-6.31,5.51,9.3412,13.25272,1.00669,1.31266,13.84966,11.88125,89.65,9.48,"33,688,325","23,635,423","6,955,015","26,733,310","3,918,698","28,689,867","45,224","45,224","-4,851,921.66","-1,986,084"
인포바인,신규상장,KQ,"33,000",2010-02-09,"30,600","34,000","18,350","16,550",11.63,5.27,9.35,6.21,10.32,13.71,6.21,"768,978","768,978","26,538,843,000","2,970,000",0.258915,"90,882,000,000",21.31,"7,300",211,"7,365.02",-180,"-6,338.27",0,0,100,65.48,57.75,33.57,30.43,14.24,19.31,23.6,106.97,111.67,17.25,18.36,6.27,"1,612.32","1,612.32",94.1,95.11,0,,,,9.61491,,0.52694,0.58137,60.9163,,0,34.52,"36,309,891","34,532,490","2,141,786","34,168,105","21,211,314","14,188,747",,0,"6,497,454.01","7,960,209"
이미지스,신규상장,KQ,"6,000",2010-02-26,"6,900","15,750","7,390","10,200",9.52,3.2,5.66,2.28,5.74,8.62,2.83,"3,002,424","3,002,424","19,766,882,700","4,913,521",0.611053,"33,903,294,900",14.95,960,806,"5,226.05",-781,"-5,064.97",0,0,42.55,14.26,12.73,12.69,12.06,13.88,-30.42,-39.52,107.13,107.15,-22.8,-46.58,4.36,"2,813.32","2,639.40",95.83,88.24,0.19,,,,20.60029,16.03315,0.94682,0.99643,166.1615,9.21104,57.45,28.29,"26,613,222","23,482,815","1,111,097","25,502,124","11,278,155","18,681,621",,0,"1,965,340.40","4,104,405"
삼기,신규상장,KQ,"6,000",2010-03-19,"3,910","3,235","3,455","3,375",,,,,,14.97,1.57,"5,831,814","5,831,814","22,245,009,610","3,859,000",0.755612,"30,177,380,000",17.98,"1,290",746,"5,675.48",-558,"-4,237.33",0,0,12.18,7.25,3.6,13.95,3.72,35.91,23.44,42.33,42.26,8.59,38.49,31.16,312.09,40.03,21.84,24.27,18.9,60.64,4.19,2.15,2.35,13.72968,10.80273,1.03419,3.87409,1.40149,9.48651,87.82,4.93,"90,509,983","17,103,095","68,546,080","21,963,903","2,946,089","79,701,597","2,573,220","2,463,520","-25,619,822.57","-27,009,345"
지트리비앤티,신규상장,KQ,"11,000",2010-03-26,"20,121","19,803","11,890","9,345",22.26,5.56,30.69,7.73,13.4,27.83,7.16,"1,491,142","1,491,142","29,472,580,850","4,182,000",0.28357,"105,804,600,000",13.95,"3,300",442,"10,701.76",-397,"-9,574.91",0,0,53.23,29.48,36.86,19.67,15.7,3.44,9.94,9.75,52.17,57.95,15.2,16.24,16.05,875.27,875.27,86.17,49.86,5.72,45.36,41.76,37.83,6.24935,,0.42593,0.53362,1.32919,,46.77,23.75,"32,069,298","15,989,459","4,435,675","27,633,624","15,852,359","11,317,823","105,868","88,188","1,116,448.03","2,668,699"
씨케이에이치,신규상장,KQ,"3,700",2010-03-31,"3,322","2,736","2,688","2,665",,0,5.86,,,8.36,5.08,"38,688,996","38,688,996","140,662,659,125","80,000,000",0.461044,"278,800,000,000",20.94,815,"8,896","35,284.37","-8,014","-31,840.59",0,0,60.25,42.32,29.58,27.47,24.14,45.45,37.15,26.59,19.08,-17.65,35.32,36.01,12.58,478.33,462.01,88.83,51.92,0,286.96,281.93,278.41,3.93561,29.65472,0.81609,0.92889,11.8656,11.789,39.75,17.92,"251,685,354","130,676,958","28,119,811","223,565,543","137,569,468","188,945,702","287,230","287,230","13,658,100.29","65,347,736"
케이씨에스,신규상장,KQ,"1,600",2010-04-14,"3,680","4,555","3,230","2,995",16.67,3.11,18.89,1.51,33.4,20.84,3.88,"1,303,109","1,303,109","4,751,853,760","12,000,000",0.108592,"44,160,000,000",13.95,480,983,"3,576.51",-871,"-3,165.05",0,0,15.22,-0.38,4.11,5.16,3.69,-29.26,-105.91,-67.97,-5.55,-6.89,-80.61,-83.87,19.44,557.15,543.45,83.73,87.83,0,,,,3.01539,47.68016,0.89786,1.25449,134.06751,40.42354,84.78,15.6,"17,870,504","15,696,421","2,908,143","14,962,360","6,577,256","16,517,050","39,250",0,"-1,022,558.70","-269,509"
애머릿지,신규상장,KQ,"7,500",2010-04-21,"21,250","11,817","10,367","7,483",13.44,5.82,16.85,1.39,5.38,18.71,7.9,"1,311,910","1,311,910","32,620,733,800","7,000,000",0.31236,"89,250,000,000",30,"4,500",531,"8,284.83",-471,"-7,288.23",0,0,12.05,0.61,-2.45,-9.36,-4.12,33.44,-88.46,-131.69,85,195.4,-112.02,-119.51,126.9,157.9,132.93,44.07,88.21,43.67,-1.56,-2.35,0.83,8.14755,10.02901,1.68243,3.8253,27.15251,8.82011,87.95,11.45,"47,677,321","42,054,041","26,665,073","21,012,248","6,412,043","61,786,119","456,213","456,213","-7,266,358.20","-7,151,042"
이스트아시아홀딩스,신규상장,KQ,"5,000",2010-04-23,"1,979","1,570","2,142","2,576",1.41,1.75,3.1,0.23,1.28,4.54,2.43,"12,370,433","12,370,433","25,724,307,950","23,000,000",0.278223,"87,975,000,000",16.22,675,"1,975","7,868.87","-1,851","-7,370.75",0,0,27.75,16.83,13.64,34.08,25.09,28.43,7.96,8.13,82.86,97.54,7.18,7.44,24.39,427.98,396.03,80.39,83.91,1.6,84.18,80.17,83.19,6.31416,20.19484,1.83879,2.49803,13.11545,14.59064,72.25,10.92,"107,955,727","90,589,359","21,166,559","86,789,168","52,971,402","153,533,224","310,681","310,681","-972,260.44","-1,118,001"
