종목명,상장일,공모 시가총액,매출총이익률,유동비율,부채비율,매출액증가율,3개월 후 PER,3개월 후 PBR,3개월 후 EV/EBITDA,3개월 평균 거래량회전율,3개월 평균 일중변동률,3개월 시가총액회전율,3달 후 시장 회전율,3달 후 시장수익률,3달 후 고객예탁금 증감률,상장일 기준 국고3년시장금리,3_6_수익률,개인거래비중
참존글로벌,2013-04-03,32923800000,0.358416236,2.000897139,0.730943372,0.27158328,10.54878264,4.148955938,7.215622115,0.035757576,6.812575758,227.1109062,161.9264888,-0.065685712,-0.017190426,2.47,-0.068493151,89.68462121
삼목강업,2013-04-30,26520000000,0.148312897,0.914156926,0.683118936,0.053275164,10.38286899,1.24946826,10.13497811,0.141363636,7.275,871.9768512,143.0977569,-0.030929115,-0.004006112,2.49,-0.06010929,97.00257576
레고켐바이오,2013-05-10,89454375000,0.67942441,3.555634804,1.064275961,8.434761114,-42.7814918,34.11266897,-34.30738154,0.044090909,6.635151515,298.4003279,141.8326373,-0.025925926,-0.071310711,2.55,0.157575758,90.6989394
엑세스바이오,2013-05-30,1.17E+11,0.587957773,3.079631225,0.34017364,1.17845505,32.66081789,11.21104535,26.76478478,0.04119403,5.552537313,282.2618905,134.6712423,-0.11080137,-0.053231651,2.75,-0.05982906,88.89082089
나스미디어,2013-07-17,72568601600,1,1.821211648,1.078655226,0.083443357,15.58758317,2.306331672,8.848988099,0.036567164,5.38238806,273.7149458,129.1231014,-0.037466317,-0.11465457,2.89,-0.077868852,94.03253731
KG ETS,2013-07-24,1.368E+11,0.20442534,0.542219779,1.171647221,1.095971445,18.35316347,2.320565901,10.16599493,0.074179104,4.901641791,493.2343381,128.5919962,-0.02312362,-0.106193688,2.89,-0.02970297,93.05649254
파이오링크,2013-08-01,53994465000,0.664757193,3.774238521,0.500227533,0.119541495,11.7319106,3.727446235,12.1952972,0.069104478,5.583731343,532.1926506,128.2224375,-0.0268962,-0.087975942,2.92,-0.151569507,93.63850747
GH신소재,2013-08-02,21700000000,0.164824195,1.066432188,1.144646997,0.109358289,13.31347029,2.199410129,8.274021833,0.078333333,6.563939394,632.2248346,127.8139592,-0.030846745,-0.089765719,2.96,-0.243772242,96.91856061
아미코젠,2013-09-12,1.03125E+11,0.495060084,4.186750484,0.480654746,1.226658364,55.42750777,16.03260421,39.12055456,0.019090909,4.411666667,126.4589361,113.7933951,-0.064088523,-0.246839193,2.91,0.305785124,76.86015152
지엔씨에너지,2013-10-02,26080002000,0.117196202,1.167128866,1.737088261,0.020292976,13.38163625,2.149779762,14.66089142,0.079253731,6.488358209,588.2693097,108.2680388,-0.067177926,-0.057869717,2.82,0.622401848,94.52
엘티씨,2013-10-08,1.34275E+11,0.228053322,2.351025675,0.823504692,-0.019587824,14.33895329,5.620518705,9.985860235,0.019850746,4.171044776,142.3730243,106.8537756,-0.036022919,-0.118790899,2.85,-0.01686747,83.09813432
파수,2013-10-18,45992231000,0.693827533,2.815562744,0.622931062,0.259900811,10.73767028,3.442452346,8.722722524,0.03530303,4.824242424,263.5019117,105.8589455,-0.014438167,-0.141540189,2.82,1.118353345,97.64553031
테스나,2013-10-22,92475000000,0.241879442,0.6073022,1.615743789,0.15044223,8.538363212,1.723735649,3.912897795,0.04238806,3.862835821,321.9685885,106.5430576,-0.016582376,-0.088976582,2.83,0.494949495,95.19731344
내츄럴엔도텍,2013-10-31,2.10405E+11,0.566424548,2.182610243,0.771382004,0.935023554,70.88419555,34.79603675,59.42797661,0.02238806,5.62238806,147.2757657,108.2337131,-0.032379235,-0.075097207,2.82,0.067681895,84.31447761
해성옵틱스,2013-11-06,1.08075E+11,0.218624449,0.877211634,5.454661689,1.122754711,22.98084578,8.976735065,9.133684057,0.036119403,5.405074627,259.2929486,108.2571582,-0.03064697,-0.072412325,2.88,0.323232323,92.2988806
협진,2013-11-08,48600000000,0.404760247,3.572339619,0.263523684,0.259605903,8.868868873,1.89106921,6.634582086,0.035454545,4.816363636,263.1506853,108.2281848,-0.00250126,-0.065277369,2.89,0.691078562,97.25083333
램테크놀러지,2013-11-18,26623923300,0.184967622,0.73630789,1.62592382,0.377080823,21.80862253,3.435449877,13.22827493,0.024029851,6.52358209,143.1541408,109.5290642,0.031165365,0.009097759,2.94,-0.030165913,91.47126866
라이온켐텍,2013-11-19,1.27043E+11,0.297530784,1.963044984,0.507933502,0.165013561,18.40483668,7.514433326,13.52796459,0.036268657,7.357164179,216.5212966,109.6076936,0.048209693,-0.038342035,2.95,-0.048417132,82.64432836
큐브엔터,2013-11-21,14000000000,0.164505454,1.274441387,1.672569164,0.41027979,971.7510213,3.562719862,23.23685138,0.001492537,0.374029851,12.85406603,109.7012327,0.05480491,-0.069628602,2.98,0.089775561,79.63264706
디엠티,2013-11-26,42750000000,0.315059355,3.579352392,0.468613517,0.658623332,4.871785594,1.236775448,2.051756865,0.024477612,5.420149254,179.8754042,110.2800113,0.036608297,0.019687368,2.96,0.060836502,96.99738806
엔브이에이치코리아,2013-12-03,1.2925E+11,0.124044988,0.935987342,2.185514713,0.368915532,7.156856851,1.525032398,4.218422215,0.016461538,4.960307692,112.5472706,109.4953617,0.042703086,-0.050703406,3.04,0.037735849,87.91092308
현대공업,2013-12-04,75000000000,0.135432046,1.335741785,1.126656238,0.706033665,10.50812358,2.834832453,7.489442428,0.03,4.572153846,211.357143,109.7004101,0.04989334,-0.014725367,3.03,0.034974093,91.62476923
알티캐스트,2013-12-06,1.54657E+11,1,1.73740143,1.555585743,0.04461626,57.60769011,6.991590463,16.18381003,0.009846154,4.772923077,63.60388248,110.4653312,0.067170959,0.003993085,3.01,-0.150793651,85.03015385
기가레인,2013-12-19,87797671500,0.282843808,0.678615316,2.009981439,4.298452825,17.86435073,5.741259749,13.07948101,0.073230769,6.324923077,441.2931113,117.3637295,0.119957866,0.071222801,2.89,0.230425056,95.95215385
인트로메딕,2013-12-19,41713068000,0.750399339,0.99117324,21.07677185,0.125541055,226.1404816,164.5305718,62.14142142,0.091384615,6.839538462,656.4600974,117.3637295,0.119957866,0.071222801,2.89,-0.024054983,96.02792307
현대이지웰,2013-12-27,43529200000,0.678965913,1.043558147,1.097233688,0.011719494,45.1160486,8.429305779,24.14439695,0.051384615,6.778153846,302.3214825,122.8340399,0.089961149,-0.054381934,2.83,-0.126865672,87.97246154
솔루에타,2013-12-27,1.23118E+11,0.318457316,1.244785306,2.172966929,0.514961482,23.94756437,11.61905067,14.08093417,0.025538462,4.781692308,162.9240205,122.8340399,0.089961149,-0.054381934,2.83,-0.116161616,82.99438462
한국정보인증,2014-02-04,48537000000,1,1.935510054,0.509862708,0.059320136,29.88357674,3.852364436,14.68513721,0.0975,6.98296875,639.7607561,129.6729909,0.100677752,-0.024109008,2.85,-0.10325477,98.31132813
인터파크,2014-02-06,2.49712E+11,0.110202461,1.392175443,2.008007639,4.817821509,90.21789734,1.778617826,8.493874077,0.0153125,4.04296875,97.77055168,129.3896306,0.095691059,0.058840142,2.85,-0.063829787,69.91140625
오이솔루션,2014-02-27,51796100000,0.250262902,1.649920436,2.963909362,0.390563197,12.40683311,5.386490519,8.943093764,0.08578125,5.980625,567.128294,131.1388379,0.037095217,0.07325375,2.85,0.093922652,95.04515625
케이사인,2014-04-28,15430200000,1,3.298808528,0.386347226,0.073995653,3.269992145,0.891568797,0.739182704,0.015454545,2.121969697,96.1903197,122.2897296,-0.007145935,-0.009205171,2.88,0.149882904,72.58732143
나노,2014-05-08,11000000000,0.169292395,0.937962549,3.009974836,2.056582471,6.685468536,0.790391751,5.803727617,0.009104478,1.354029851,59.38236619,126.7638125,-0.004845581,-0.00048578,2.85,0.018779343,86.8055303
캐스텍코리아,2014-05-27,80425078500,0.146217548,1.182058394,1.627017722,0.073621005,10.42422721,1.291656406,7.679599141,0.061492537,5.847313433,429.7628589,131.7653289,0.03514791,-0.008609069,2.83,-0.010025063,90.13126866
우성아이비,2014-06-10,5420000000,0.232193824,1.030041617,2.027541258,0.345579975,2.469263808,0.45261625,6.861759106,0.070895522,3.220447761,513.8680165,134.2311278,0.074590718,0.044026212,2.82,0.028017241,91.22261194
트루윈,2014-07-11,66528000000,0.292145646,0.880699723,2.534205343,1.283640939,7.718378086,4.793881749,5.892614192,0.057121212,5.615757576,406.0313639,148.4184398,-0.001131913,-0.029836808,2.59,0.038509317,90.49984849
콜마비앤에이치,2014-07-23,14000000000,0.181995783,1.723127619,0.538353149,0.062923681,7.098809994,1.801752855,4.129685259,0.039552239,2.847014925,354.0626345,151.5714819,0.002077636,0.0102993,2.46,0.342685371,81.63839286
아진엑스텍,2014-07-24,39410000000,0.486766743,1.980141857,0.637295603,0.079978749,7.33350685,1.527754023,5.81568231,0.016268657,4.979701493,151.2830296,151.9172274,0.0017689,0.014941045,2.5,0.283372365,95.51455224
윈하이텍,2014-07-25,54782490000,0.230568816,1.17671697,0.8410728,0.279025558,7.274057398,2.255359122,5.537906809,0.035,6.928030303,264.6470686,152.1487864,-0.003767014,0.033197394,2.49,0.27388535,84.58257576
창해에탄올,2014-07-30,51254409000,0.203975615,0.737467253,2.805451221,0.094353488,4.736553614,1.696251231,14.88930965,0.06358209,5.979402985,416.5963904,152.6190531,0.029622931,-0.007913802,2.51,0.295774648,85.4980597
덕신하우징,2014-08-01,1.04156E+11,0.230845659,1.470303936,0.985179969,0.095542328,6.07171799,1.872273639,5.640087294,0.030151515,6.696212121,231.9006144,152.181909,0.032545418,-0.027735301,2.54,0.334459459,85.92462121
파버나인,2014-08-04,51037500000,0.114749599,0.539510361,1.155143401,1.582367216,7.246932986,1.74111888,5.712842593,0.019253731,4.89119403,125.7121447,152.8149917,-0.013555066,0.043760311,2.55,-0.041065483,94.68074627
신화콘텍,2014-08-08,67973915100,0.238436676,1.761452909,1.43932506,0.686065759,5.523184364,2.470172959,3.829955198,0.020454545,4.387727273,161.1932181,152.5544558,-0.007974423,-0.074713913,2.5,0.203722854,93.36568182
고려시멘트,2014-08-13,14000000000,0.183032633,2.274648174,0.920956598,2.035879205,2.237377706,0.487912212,2.582255159,0.011343284,0.855671642,81.39826571,152.35466,-0.007304297,0.00659968,2.52,0.15776699,72.39977612
THQ,2014-08-14,26474800000,0.167097794,3.390385372,0.332305999,-0.380746346,13.12838711,1.722320482,5.192938444,0.056865672,6.797761194,476.0625022,151.9769712,-0.029112473,-0.000705744,2.54,-0.187919463,95.27485075
프로스테믹스,2014-09-30,21040000000,0.609177109,2.54660948,0.332374684,1.031812034,22.10169506,5.05801291,10.94716113,0.012727273,0.59969697,88.72945542,143.1775615,-0.05277206,0.015369135,2.3,0.13681592,76.9439394
메디아나,2014-10-07,44768836000,0.35462388,2.000466132,0.773624004,0.162849573,25.20473597,5.250167078,15.71395589,0.031492537,10.34761194,218.8546612,143.5061276,-0.00266515,0.076133664,2.29,0.866071429,97.64432836
영우디에스피,2014-10-29,23030910000,0.14489739,0.956511766,0.971595276,2.181613528,3.11375035,2.081179963,3.691409384,0.052835821,6.201641791,341.9346306,148.0935567,0.057198367,-0.042899758,2.21,0.480063796,97.46432835
테라셈,2014-10-30,41899020000,0.324200971,1.547540683,0.62711867,0.335754195,8.31146846,3.435060373,5.547246954,0.029701493,7.577910448,215.3178493,148.2023849,0.060445273,0.050854533,2.2,0.334437086,98.53276119
슈피겐코리아,2014-11-05,1.7095E+11,0.530534816,5.217481929,0.209354339,0.429902981,60.89499322,18.36867513,42.79945492,0.024626866,8.158208955,146.1680979,149.70024,0.112055084,0.055359707,2.09,0.209833187,82.78761194
테고사이언스,2014-11-06,48060000000,0.803299129,22.74271223,0.160946894,-0.008145102,62.75175583,7.360780314,45.16476353,0.049552239,9.003134328,342.6070918,149.8925992,0.135988417,0.101694231,2.08,0.262476895,90.88231344
엑셈,2014-11-07,8400000000,0.670425679,3.056931475,0.392577797,0.305194307,3.754129542,0.863998485,0.220901222,0.053484848,2.718939394,348.6099488,150.105689,0.118966475,0.11737861,2.09,0.505454545,90.35238095
디에이테크놀로지,2014-11-19,34608420000,0.162075547,1.767264932,1.392438783,0.441375178,14.81488535,3.292633364,10.52318926,0.059850746,5.541641791,443.4572689,156.8977903,0.126211079,0.038324146,2.18,0.458823529,95.75955224
지엘팜텍,2014-11-20,9000000000,0.445585215,3.543130209,0.553030486,-0.063537037,58.80439621,2.73468609,29.66653576,0.010447761,1.007164179,75.10596115,157.4903193,0.128109199,-0.008592689,2.16,-0.002183406,77.54253732
텔콘RF제약,2014-11-24,72819000000,0.266402956,3.054629141,0.430496331,0.324064679,9.19839213,3.224274151,6.070948302,0.047910448,6.51238806,306.4889484,159.2172068,0.146476482,0.135906894,2.12,-0.190311419,93.3877612
대창스틸,2014-12-05,36415000000,0.053356951,0.824811548,1.482980806,-0.09478333,13.72087867,0.516925578,12.94587188,0.042923077,7.174153846,284.4254131,159.602702,0.146283017,0.065909715,2.17,0.157142857,96.50369231
PI첨단소재,2014-12-08,2.34931E+11,0.37612362,2.57532257,0.244116319,0.15269809,11.65986083,1.412111055,5.365330222,0.026615385,4.894307692,163.6186051,160.3026116,0.153137468,0.063884887,2.22,0.308823529,82.77984616
알테오젠,2014-12-12,1.45063E+11,0.683088125,8.593078283,0.377436237,0.395872845,150.9011262,40.13270296,144.5275261,0.024153846,7.356769231,146.9060847,160.5800395,0.177038245,0.132995219,2.11,-0.009673519,84.06976923
비씨월드제약,2014-12-15,91934851100,0.50718337,1.828773666,0.636487881,0.191366266,47.33370316,6.089136187,31.0890517,0.038923077,7.281846154,239.6186045,160.0862037,0.178706164,0.063931181,2.12,0.522198732,89.64607693
랩지노믹스,2014-12-16,52354843200,0.500728814,1.909414257,0.719798457,0.129850444,107.4363483,10.25006787,46.47815901,0.049230769,8.301384615,331.0331999,160.4400279,0.189553496,-0.014817197,2.13,-0.109375,89.06269231
에이디테크놀로지,2014-12-16,60145425000,0.174213054,1.799836033,0.982400462,0.815299776,31.65851071,8.636016112,20.01753692,0.095692308,7.688153846,578.7544316,160.4400279,0.189553496,-0.014817197,2.13,0.621052632,95.99130769
녹십자엠에스,2014-12-17,57360000000,0.18705636,1.276704399,1.642984119,-0.048389316,99.63138426,13.35229706,62.63438008,0.053230769,8.332923077,321.0922876,160.422618,0.193205268,-0.001792032,2.17,0.165198238,96.92461539
하이로닉,2014-12-17,1.41511E+11,0.622196721,6.969042423,0.177901525,0.191793095,103.9725425,40.50930534,85.20837387,0.020769231,6.380461538,128.355244,160.422618,0.193205268,-0.001792032,2.17,-0.161206897,83.86938462
디티앤씨,2014-12-17,1.74591E+11,0.518275954,1.303363804,0.758443061,0.477568081,57.30703963,14.63335397,40.41993138,0.028615385,6.672769231,181.5959458,160.422618,0.193205268,-0.001792032,2.17,-0.066287879,82.88315385
정다운,2014-12-17,5420000000,0.191274034,0.702590802,2.562320803,-0.032172589,2.521827704,0.380138484,4.053725677,0.009692308,3.972,62.57636594,160.422618,0.193205268,-0.001792032,2.17,-0.093360996,70.279
아이티센,2014-12-23,32336400000,0.196169235,1.032036105,3.754851174,0.120873696,67.16207796,5.548489064,21.35798466,0.033846154,8.592923077,188.4956633,163.0538097,0.197587207,0.080544993,2.16,-0.16344086,88.47907693
아스트,2014-12-24,1.18905E+11,0.005602344,0.841567673,2.582961323,0.359512621,-25.18736329,6.022611045,979.0629178,0.071538462,8.166615385,423.5381052,162.9016447,0.195533536,0.139947543,2.15,1.152,84.31469231
오킨스전자,2014-12-24,44020000000,0.290893633,1.078764011,1.37480491,0.103490005,83.53485504,5.937236871,13.56956553,0.076923077,8.224,447.487356,162.9016447,0.195533536,0.139947543,2.15,-0.342783505,85.32307693
서전기전,2014-12-24,31521035000,0.319634818,1.380526647,0.832838671,0.187227408,12.84458804,4.949604411,10.06975131,0.058153846,6.983384615,391.068341,162.9016447,0.195533536,0.139947543,2.15,-0.139072848,93.37746154
바이오로그디바이스,2014-12-24,10200000000,0.206349658,2.136169918,0.660264758,3.812078468,2.036441929,1.583845029,0.989661653,0.006923077,1.793384615,49.21638894,162.9016447,0.195533536,0.139947543,2.15,0.093333333,74.85807692
에이팩트,2014-12-26,26330520000,0.173485314,0.611715921,0.883330541,0.021791834,17.71197039,1.018059214,3.046124682,0.095384615,5.753230769,661.0243747,164.1110439,0.200609152,0.154085975,2.16,-0.037383178,96.72615385
휴메딕스,2014-12-26,1.59293E+11,0.502340557,5.465869327,0.621834636,1.011587701,52.26508954,32.46910175,54.81025784,0.064307692,7.590461538,405.1342443,164.1110439,0.200609152,0.154085975,2.16,0.531125828,95.219
국일신동,2014-12-29,18853000000,0.122131859,1.805071496,0.497723659,0.117483588,12.65559485,0.814365345,10.51383915,0.107384615,7.164461538,735.0136405,164.9902605,0.187122139,0.11052712,2.13,-0.064377682,98.181
바디텍메드,2014-12-29,9200000000,0.59399861,5.868224615,0.273945358,0.267085251,2.007877493,0.358822414,-0.048780764,0.007846154,4.050615385,53.83354819,164.9902605,0.187122139,0.11052712,2.13,1.121807466,69.587
포시에스,2015-02-11,56536470900,0.756786634,16.91027609,0.048462799,0.064382626,15.59430405,1.979039397,11.49488046,0.05375,5.55,379.8763362,181.929294,0.151111555,0.212695599,2.05,-0.296470588,94.8203125
FSN,2015-03-25,10700000000,0.547726712,0.806161301,-7.011505553,0.572907811,1.926147297,1.560672657,1.172955964,0.011492537,4.084477612,78.38390231,202.4360581,0.157606943,0.214000612,1.79,-0.003937008,76.79022388
에이비프로바이오,2015-04-13,1.54722E+11,0.303500626,2.963922313,0.787768415,0.615032648,13.66218963,3.017276249,11.07020272,0.025606061,6.086818182,174.1059066,205.6514708,0.087135003,0.10814452,1.73,-0.108882521,83.71143939
디알텍,2015-04-20,8866000000,0.395009902,1.212656964,1.488472086,0.024867753,10.65634937,1.217787492,9.444574375,0.044242424,7.038333333,368.0115305,203.3549692,0.107049904,0.185876818,1.69,-0.088362069,91.29848485
제노포커스,2015-05-29,74301337000,0.412206203,2.399467464,0.753498648,1.558029351,110.4463912,24.93901834,163.1849809,0.062878788,10.3030303,432.8899281,188.3033572,-0.032935521,0.062257069,1.75,-0.142857143,89.47181818
픽셀플러스,2015-06-12,2.44997E+11,0.291841473,9.671733105,0.104392337,-0.170488385,10.47509977,2.068139578,5.431039047,0.015,6.517272727,94.4499616,179.3429819,-0.059699607,-0.008237008,1.76,-0.37109375,83.32090909
러셀,2015-06-16,9500000000,0.224926591,3.949987562,0.257907406,-0.314774483,15.12967755,0.964106179,10.12513093,0.013134328,1.496119403,91.7540547,177.5659441,-0.042192898,-0.067825832,1.77,-0.049881235,71.83552239
싸이맥스,2015-06-17,87284266900,0.180466079,2.893838568,0.493547761,0.102203608,8.794531154,2.00466389,6.67029552,0.02358209,5.463731343,181.4320827,177.2877455,-0.066183326,-0.012561658,1.8,0.012307692,87.85029851
미래생명자원,2015-06-18,7060000000,0.176227805,3.023440916,0.376290647,-0.057177633,5.809625432,0.508681487,3.108704123,0.014029851,2.309402985,95.3482002,177.5217599,-0.048290127,0.062868561,1.78,-0.052132701,83.82843284
베셀,2015-06-19,37076895000,0.268326449,1.218254103,2.740491432,0.115654657,7.297027444,3.297438007,6.59992092,0.04,6.52530303,268.2218362,177.668874,-0.054444323,0.048534821,1.77,0.108374384,93.50136364
에스엘바이오닉스,2015-06-25,58760000000,0.241896563,0.933980653,1.049101699,1.196570092,7.573138229,2.550083464,3.981462001,0.045522388,8.119850746,347.0074361,177.229315,-0.094153862,-0.014050083,1.81,-0.012127894,91.55014926
이큐셀,2015-06-26,37784500000,0.304424692,1.05717166,1.327436973,0.736006658,17.89972894,4.690048514,13.64971736,0.02469697,6.143484848,189.4610518,176.6254535,-0.090339773,-0.003342079,1.82,0.797235023,92.16166667
코아스템,2015-06-26,2.51479E+11,0.274679714,1.270336907,1.762434348,2.553950998,-50.83930419,29.98536822,-393.5742759,0.041969697,9.413636364,343.0490431,176.6254535,-0.090339773,-0.003342079,1.82,-0.136363636,91.30477272
켐온,2015-06-26,14000000000,0.27467996,1.796165995,0.469772449,0.289262079,9.455930219,1.412071463,4.775561526,0.012878788,1.311060606,82.82140514,176.6254535,-0.090339773,-0.003342079,1.82,-0.057142857,73.90371212
동운아나텍,2015-06-30,55770000000,0.374616975,2.325982248,0.630173582,-0.044180303,12.0395878,3.426087571,10.39878888,0.033134328,7.651641791,232.4468643,173.4975882,-0.085939079,0.013971328,1.79,-0.073593074,86.74059701
유테크,2015-06-30,44237700000,0.189132749,1.557181873,1.714650596,0.117695874,13.47562902,2.39508214,6.656141201,0.050447761,8.017164179,347.7432423,173.4975882,-0.085939079,0.013971328,1.79,0.252252252,87.68462687
RFHIC,2015-06-30,13660000000,0.424334205,4.300147038,0.341409694,-0.168158091,1.179189389,0.166900722,-0.039782578,0.003880597,3.199850746,31.73234086,173.4975882,-0.085939079,0.013971328,1.79,-0.085903084,87.69477273
펩트론,2015-07-22,81472016000,0.457388912,6.724072951,0.612009998,-0.199758207,-82.24017012,34.8869602,-121.9354308,0.04641791,9.025522388,345.3190854,160.0086563,-0.129119075,-0.036001698,1.75,0.531615925,78.99723881
파마리서치,2015-07-24,4.84797E+11,0.735317204,1.790408856,0.792040913,0.373933913,73.62519322,26.27105907,53.83282483,0.019393939,8.001060606,130.2996272,159.8263472,-0.121467034,-0.032361053,1.71,0.070422535,87.75053031
켐트로스,2015-07-27,6040000000,0.098731195,3.260151755,0.715645206,-0.04608644,13.35025831,0.746539148,7.465657599,0.219104478,11.2461194,1944.505626,159.1945676,-0.083510865,-0.040549046,1.7,-0.18875502,96.89805971
로지시스,2015-07-29,23352305000,0.10889373,3.505799278,0.44795469,0.001562344,31.95140842,4.836462657,21.15660373,0.241492537,12.58641791,1733.616251,159.1650372,-0.054540228,0.012879493,1.72,-0.246231156,97.96455224
아이쓰리시스템,2015-07-30,1.19426E+11,0.219785068,2.095527773,1.112689989,0.19842048,44.91204746,10.8120165,30.89150159,0.047313433,8.509402985,343.0218904,159.1372546,-0.041003844,-0.020902668,1.74,-0.095505618,86.73216418
아시아경제,2015-07-31,90878508000,0.409548349,2.939717507,0.666300248,1.427186061,13.52547914,2.782497135,5.6679774,0.117121212,7.567878788,926.5642766,159.209042,-0.057140099,0.012959971,1.77,-0.189735614,95.96212122
칩스앤미디어,2015-08-05,35675871000,1,4.303465625,0.241431385,0.079211794,11.81578212,1.901256577,9.149921392,0.075671642,6.961492537,739.9211858,161.2640716,-0.063176213,0.000910251,1.79,-0.430715935,97.83970149
쎄노텍,2015-08-06,6600000000,0.306983367,2.931533818,0.560520366,0.122577903,2.112938869,0.316365318,2.221169601,0.2,5.628059701,2030.044964,161.8642022,-0.071589055,-0.012569042,1.79,0.066666667,92.43179105
흥국에프엔비,2015-08-07,1.34325E+11,0.431461997,1.55473397,0.678943501,0.157906198,40.56113043,10.14099127,25.92874754,0.031363636,7.784090909,244.9621502,162.4318842,-0.076221906,-0.011039383,1.78,-0.102071006,77.32136364
마이더스AI,2015-08-13,6200000000,0.358970178,1.675163988,0.800659755,-0.035364957,6.738225884,0.716643505,2.415480072,0.194626866,3.185373134,2063.867033,164.3196574,-0.083187486,-0.034018304,1.73,-0.092165899,93.57763158
파인텍,2015-08-17,52475020500,0.129269912,0.855631281,4.541914634,0.397704152,8.841195241,2.621176644,6.518708883,0.075820896,7.338208955,587.9985391,164.7239575,-0.069029515,0.017345899,1.72,-0.207064555,95.6388806
웹스,2015-08-24,45028800000,0.325843801,2.180521323,0.782517392,-0.006606721,12.00028536,1.949298185,7.239474165,0.049402985,5.99641791,369.8051974,164.0956563,0.121516965,-0.051775705,1.69,-0.036020583,93.89977612
맘스터치,2015-08-28,13500000000,0.273224351,1.233869606,2.40689425,0.625635591,2.5240555,1.753850068,2.629888102,0.008484848,1.051818182,62.95700841,163.6216079,0.009084831,-0.065249365,1.72,0,68.19121212
씨아이에스,2015-09-02,14000000000,0.183632331,3.221751952,0.315686984,-0.467697365,-22.92296288,0.584765305,-12.19891592,0.011212121,0.786969697,80.49470658,163.3442247,0.018141058,-0.014686737,1.7,-0.004975124,65.1644697
인포마크,2015-09-23,49051912000,0.222584653,1.28143702,1.576924629,0.153979411,13.4387956,3.152154293,11.6104946,0.021363636,6.004545455,168.0936397,160.9342098,-0.030399247,-0.057659232,1.62,0.484615385,88.07795455
타이거일렉,2015-09-25,33535740000,0.209782967,2.128004424,0.721294427,0.187323824,11.57061157,1.651307645,7.039265277,0.112575758,7.930909091,841.5666281,160.255994,-0.038333089,-0.043006702,1.62,-0.06003937,97.37484849
패션플랫폼,2015-10-05,10210000000,0.461384069,1.519687232,1.439602637,0.341531252,6.379486213,2.032181859,5.384929433,0.009850746,0.775820896,70.26392474,160.751508,-0.010301075,0.0829228,1.58,-0.019704433,62.40268657
한송네오텍,2015-10-06,8900000000,0.173516429,1.242861806,1.856347779,0.316306667,6.799465743,1.109795908,7.134717729,0.009552239,1.351343284,71.34768044,161.1855221,-0.002597742,0.036761699,1.59,-0.009950249,74.29477611
케이엠제약,2015-10-08,9000000000,0.36287054,1.386599769,1.621049765,0.135988578,7.819290981,2.290924875,7.227739138,0.017014925,0.802238806,123.9424784,161.3645173,0.011244944,0.043342661,1.62,-0.007518797,50.35723881
뉴지랩파마,2015-10-13,51128906900,0.137174654,1.830577613,0.740254946,-0.072850548,16.47328892,2.379663439,9.004015907,0.024477612,3.944477612,189.2911977,162.573832,0.01963378,-0.02955658,1.64,-0.09383378,94.25574627
엑시콘,2015-10-22,88835000000,0.339975555,2.073359124,0.695795774,0.514146699,11.04711407,1.68456175,8.094504199,0.008059701,5.525223881,62.91674792,165.2543549,-0.007910691,-0.034097904,1.65,0.009333333,81.54828359
KH E&T,2015-10-22,10630000000,0.360403235,1.509579647,0.794470437,0.520899614,6.337313182,1.054102009,2.015025939,0.006865672,0.649253731,54.56423784,165.2543549,-0.007910691,-0.034097904,1.65,-0.0275,52.81171642
엔케이맥스,2015-10-23,1.71233E+11,0.652165648,3.753652419,-4.193547202,0.116891155,-77.58200094,-189.1322677,-95.83842448,0.032575758,9.186515152,207.6589871,165.03589,-0.016159069,-0.01459854,1.65,-0.041966427,84.10962122
연우,2015-11-02,2.91126E+11,0.15613452,1.064332755,0.872666648,0.071920409,55.33925153,5.534969176,24.61785326,0.019701493,5.673432836,121.3278041,161.1020102,0.007132248,-0.00188879,1.66,0.127906977,74.53037313
더블유게임즈,2015-11-04,1.11083E+12,1,6.077115319,0.226668288,0.561142884,22.44561408,15.25712655,20.75752103,0.019552239,5.386865672,138.9221176,160.6041047,-0.003730799,0.016086674,1.68,-0.044654939,78.46589552
유앤아이,2015-11-12,2.11113E+11,0.630175745,1.310327389,2.795203243,0.112593667,121.8870693,20.45893693,71.39793911,0.015373134,5.067164179,109.1015487,157.6253116,-0.095900385,0.040393691,1.79,-0.100806452,90.90656717
나무가,2015-11-12,1.08202E+11,0.070302497,0.984188952,5.998475171,-0.004489762,119.0278727,11.19684544,42.86636361,0.028656716,8.816268657,167.6846279,157.6253116,-0.095900385,0.040393691,1.79,-0.130769231,85.23925373
아이진,2015-11-16,1.35E+11,1,4.723780231,0.438377654,-0.173994711,-72.97061483,55.40183543,-69.74955609,0.028059701,9.07761194,202.7119364,159.2250294,-0.036787015,0.068309065,1.75,0.058548009,86.36097015
케어젠,2015-11-17,1.1781E+12,0.804016811,6.317905698,0.126561482,0.351563207,77.87506527,19.40873694,63.51598555,0.009402985,5.682089552,63.85658093,159.2783539,-0.072422155,0.002654145,1.76,0.197592778,69.26656717
네오오토,2015-11-18,63000000000,0.132175084,1.192491285,1.156253135,-0.089726792,7.838740063,1.269811851,2.873098532,0.010298507,4.730149254,77.76420975,159.2236695,-0.048071332,0.006158275,1.75,-0.014705882,83.80425374
