종목명,매출총이익률,영업이익률,ROE,유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액증가율,영업이익증가율,IPO_PER,IPO_PBR,IPO_EV/EBITDA,시장수익률,광의통화 증감률,고객예탁금 증감률,3개월 시장 회전율,공모가 대비 1개월 수익률,공모가 대비 3개월 수익률,공모가 대비 6개월 수익률
코오롱생명과학,0.265038949,0.116337962,0.312493146,1.521216174,0.790164089,1.267153798,10.07854764,13.0373982,4.458561454,0.222942325,0.964914584,10.59105102,3.309630853,8.426985907,-0.441706161,0.101129375,-0.002811353,318.7071707,1.85106383,1.544680851,0.953191489
뷰웍스,0.588840251,0.295151347,0.306970248,6.590178012,4.291268083,0.116097743,inf,6.458550549,3.962961197,0.272505653,0.22886369,8.81224738,2.705097763,7.694457127,-0.420971992,0.101129375,-0.051091301,314.8158239,1.011111111,0.411111111,0.588888889
에스앤에스텍,0.274725086,0.147742107,0.128666546,1.772446461,1.409949115,0.931423585,4.224838753,4.326092347,8.318568133,0.347533593,0.53917424,11.32482898,1.45712663,4.38134166,-0.392742929,0.101129375,0.049892352,307.7517888,0.425,0.1575,0.3875
에이테크솔루션,0.142112329,0.070574541,0.378316893,0.850896063,0.270432199,2.723670268,10.46165931,11.08680718,4.05256838,0.144141689,0.8687101,6.829341583,2.583655289,4.703348548,-0.384881546,0.101129375,0.102989808,299.7051295,0.783333333,0.524074074,2.037037037
엔에스브이,0.290371619,0.172593227,0.229065433,1.294780977,0.612895127,1.410723841,8.921393338,3.751355587,3.024717916,0.071950449,0.220514065,14.4147611,3.301923485,6.625795451,-0.384881546,0.101129375,0.102989808,299.7051295,0.641860465,0.776744186,0.813953488
에스티오,0.691725208,0.111435878,0.252757975,1.922324119,0.483259414,1.078552964,15.86825504,17.34611531,3.304594682,0.320880798,-0.104477207,4.881882835,1.23393482,2.705915664,-0.384881546,0.101129375,0.102989808,299.7051295,0.196,-0.114,-0.198
티플랙스,0.125885787,0.092773182,0.174179097,2.281101154,1.170917394,1.148893064,4.979008229,6.509284196,4.89297447,0.091977896,0.026525945,4.839918687,0.843012666,2.95145775,-0.371073339,0.101129375,0.065711597,291.9551608,0.8,0.736666667,0.461666667
네프로아이티,0.728706229,0.180836122,0.127141552,0.989672305,0.922943722,1.743850415,13.90034638,2.218900699,25.54745811,1.162867139,1.225149491,9.673509568,1.22990502,1.477820513,-0.364370598,0.101129375,0.077248762,290.4737775,1.822222222,1.555555556,0.031111111
우림피티에스,0.317355838,0.262267063,0.385465811,1.305985611,0.956427596,0.634813301,60.6051024,4.097944148,9.104855981,0.711707734,0.831805763,7.918851484,3.052446507,5.457431031,-0.349536751,0.101129375,0.122119201,285.2449036,0.75,0.35,-0.003
신텍,0.188360142,0.147335149,0.181350722,1.070210473,0.978136475,2.347741573,11.16674113,2.216169651,19.54592176,0.659928885,1.2871409,16.83844596,3.053664339,5.343767928,-0.363219066,0.088467457,0.179681192,282.6400284,1.928,1.056,1.048
흥국,0.142157743,0.091481428,0.152908302,1.637208376,0.391288362,0.497206227,12.51552579,22.10794935,4.713726904,0.043209444,-0.346418012,8.31326926,1.271167883,4.266955632,-0.244960125,0.097808561,0.371856036,277.8762362,0.638095238,0.50952381,-0.045238095
SDN,0.169879253,0.066375325,0.267374145,1.133604482,0.945555182,3.241686975,4.8998198,10.24563811,16.51925057,0.687487794,0.026833213,24.13990718,6.45438704,15.23779064,-0.258714472,0.097808561,0.362855633,270.853247,0.21,0.115,0.18
한국정밀기계,0.299962662,0.228509575,0.418221918,1.112001866,0.324606338,2.111226469,67.42098503,7.42746441,1.49036393,0.74256552,0.914903994,7.285187841,3.046825234,5.20645193,-0.258714472,0.097808561,0.362855633,270.853247,2.059090909,1.154545455,0.734090909
에이치디,0.190853361,0.155836471,0.281018608,1.193218546,0.956324047,1.651147907,65.67053121,7.839788572,5.683332241,0.447763442,0.740667267,7.65216035,2.15039945,5.826191413,-0.22973601,0.097808561,0.346104669,268.317302,0.188235294,0.317647059,-0.094117647
스맥,0.643895876,0.197095103,0.151445828,8.055924922,6.537600759,0.206539662,12.89379253,4.129549974,3.685565503,-0.142907884,-0.486371117,7.082525842,1.072618991,6.6937459,-0.208391827,0.097808561,0.409978308,262.092375,0.334285714,0.188571429,-0.041428571
이엔에프테크놀로지,0.280309778,0.150554004,0.25291693,1.90676248,1.327191458,0.806979668,29.40432931,7.966701665,9.14173941,0.342002855,0.519454928,10.81430019,2.735119601,6.124268377,-0.252106216,0.097808561,0.442542647,260.6226139,0.203636364,0.538181818,0.690909091
차이나그레이트,0.263470124,0.164949102,0.252982057,1.549808924,1.516297805,1.096350652,175.2524286,1.574369467,62.5348049,-0.162964661,-0.170448369,10.83384539,2.740768491,7.051657929,-0.235513296,0.097808561,0.407240553,260.3806887,0.567647059,0.223529412,0.211764706
위메이드맥스,0.923658677,0.590442632,0.561422503,4.863084745,4.86308494,0.231532826,inf,10.86247761,,0.709345834,0.752226033,10.92089354,6.131235389,9.115552217,-0.221681918,0.092433737,0.35960333,261.1059368,0.261818182,0.123636364,-0.616363636
어보브반도체,0.225494911,0.088506461,0.229331098,3.296649769,1.936204303,0.516396685,33.09161306,6.278104309,4.772054794,0.301578811,0.272101672,9.59308553,2.199992838,7.456748788,-0.2128274,0.092433737,0.4606003,260.6333231,0.048484848,-0.051515152,0.045454545
동일금속,0.201257067,0.168685401,0.427601599,1.364873199,1.049003366,0.722219261,110.8523652,11.72337402,14.00296199,0.705755493,6.919593354,4.279537232,1.829936965,3.467708327,-0.074827681,0.088933417,0.285839517,255.8904685,0.29375,-0.0175,0.0075
게임빌,0.779686056,0.40571782,0.36485157,6.099886009,6.099886431,0.295295929,65.67654056,4.558235517,,0.2521887,2.033201115,15.58242834,5.685273442,11.3903687,-0.099121683,0.096493749,0.329769221,254.3761608,-0.033333333,0.256666667,0.896666667
에스앤더블류,0.19486623,0.134581053,0.083830267,1.435058404,0.35245311,1.405741126,7.630697216,10.66007224,3.02448716,0.315162772,0.262272203,19.90796281,1.668889835,3.80499461,-0.033288384,0.089189009,0.420667515,251.2887274,-0.08358209,-0.319402985,-0.267164179
동국S&C,0.268728095,0.175893335,0.10602318,0.891118583,0.296594525,4.806292315,14.02333401,10.00588894,2.373235348,1.242231827,2.361340826,117.8757009,12.4975567,10.44231343,0.072446202,0.091422913,0.77498797,221.3072614,-0.077272727,-0.124545455,-0.081818182
제넥신,0.91552712,-0.229662932,-0.074354138,23.96895795,23.9689437,1.071132781,-0.672880777,1.943192599,,0.106347585,1.802266175,-205.6191434,15.28863418,-1237.059596,0.13752115,0.091422913,0.740460404,206.6081185,-0.35,-0.381481481,-0.462962963
톱텍,0.115499118,0.06707236,0.350836691,1.25869227,1.009270067,1.533230091,34.49365912,32.24992384,13.28077603,0.926737869,0.862097328,12.60553128,4.422482889,13.33853599,0.13752115,0.091422913,0.740460404,206.6081185,0.451923077,0.721153846,0.649038462
디에스케이,0.240054624,0.142936903,0.259873654,2.425656829,1.568233889,0.736143404,25.71658546,7.797976301,3.686500676,0.025215372,1.753784278,10.70333009,2.781513505,10.86311348,0.14901732,0.091422913,0.503977994,204.7269836,0.096,0.384,0.258
모린스,0.302392997,0.229800941,0.403718269,4.427359164,3.237046527,0.188231016,34.05291518,18.43629894,9.306443227,66.93600295,-4.078961835,26.85015953,10.83989992,22.51375723,0.132275015,0.091422913,0.494225152,203.7710155,-0.383333333,-0.442307692,-0.456410256
케이엔더블유,0.254698602,0.120253392,0.274084314,2.001218157,1.730826591,1.50751912,6.099321541,6.47156156,15.16967723,0.211968719,0.494988228,15.35545661,4.208689797,8.773841208,0.16621455,0.091422913,0.476740582,204.1462479,0.345454545,0.718181818,0.745454545
아이앤씨,0.579193258,0.373658039,0.531317926,2.815116829,1.794874637,1.007462486,10.808178,3.525008174,5.254818416,2.386423099,-10.15173703,25.86787539,13.74406589,16.68478523,0.27665543,0.092540462,0.542661478,212.2212295,-0.31875,-0.09375,-0.3375
NHN벅스,0.368807723,0.157097543,0.275069883,1.145964064,1.145964013,1.356881771,5.599854873,5.201986823,,1.195312957,3.496712216,22.27975724,6.128490209,17.62414542,0.27665543,0.092540462,0.542661478,212.2212295,-0.308888889,0.661111111,0.366666667
한스바이오메드,0.440620481,0.146854702,0.121473271,4.930204984,3.769862266,0.22082852,37.46564154,2.258524203,4.707252108,0.167637675,0.067174125,20.32702511,2.469190224,15.05383781,0.406554186,0.092540462,0.521627542,216.2556475,-0.189090909,-0.2,-0.285454545
스틸플라워,0.335741063,0.245251044,0.246599307,1.149502355,0.451438712,1.035477381,10.72298128,10.49294359,4.501720744,0.769427336,2.44295985,11.63119682,2.868245079,4.458907569,0.977564225,0.092540462,0.618781156,246.2543065,-0.02962963,0.037037037,0.085185185
비츠로셀,0.314268857,0.179470838,0.385186824,2.285651612,1.49395697,0.499764216,13.93142393,7.601997705,8.580783564,0.253241446,2.405485264,11.5360644,4.443540006,8.603042496,0.877950299,0.092540462,0.616348006,246.9602862,-0.163636364,0.038181818,-0.125454545
상상인인더스트리,0.170501689,0.080480751,0.168391622,0.939685249,0.244175146,3.724632896,2.253971682,10.25180525,1.353733538,1.131597093,0.42456496,10.91938256,1.838732539,5.896954352,0.584882677,0.093516437,0.308771504,252.1708684,-0.398412698,-0.356349206,-0.363492063
진매트릭스,1.0,0.28598087,0.162940463,24.18017664,24.18018288,0.090962569,61.37417067,5.767355571,,0.158089245,0.179870211,38.86434679,6.332574665,49.54145705,0.584882677,0.093516437,0.308771504,252.1708684,-0.1225,-0.04375,-0.1625
동방선기,0.193550706,0.10686143,0.263423687,0.800292579,0.338876832,0.954498627,6.503070944,8.648056473,6.127520705,0.508347562,0.942426625,3.721171965,0.98024484,3.957459636,0.524189421,0.093516437,0.237712276,254.6711226,-0.1875,-0.18,-0.1375
에이프로젠 H&G,0.266875369,0.13982176,0.669724961,2.413849001,2.077332455,1.162007393,16.98197235,4.498125176,16.91585849,0.692993152,4.505374447,4.532808833,3.035735218,4.917000136,0.631744503,0.093516437,0.269996142,255.1059241,-0.098,0.295,0.4
강원,0.208840398,0.109689408,0.144891161,1.923905351,1.860086473,0.77355171,514.4369391,3.008365928,44.04052252,-0.218714649,-0.34750718,9.616305177,1.393317624,5.558312666,0.866842452,0.093516437,0.318536839,259.6712193,0.091489362,0.889361702,0.382978723
이원컴포텍,0.153735661,0.067143244,0.154984117,1.531043719,1.204754951,0.685617887,109.8368145,19.84253352,13.36123402,-0.04190046,0.103348448,8.778066771,1.360460924,4.544217014,0.578390655,0.087755899,0.331277221,256.9586222,0.2325,0.8625,0.1375
에스앤씨엔진그룹,0.289145348,0.247365017,0.307653525,1.924151859,1.518058349,0.230332594,101.9737118,8.229839284,16.62038799,,,9.998232812,3.075991564,,0.618727419,0.087755899,0.238826163,256.5717005,0.1,0.133333333,-0.033333333
셀바스AI,0.489981913,0.092205224,0.235555284,1.440704819,1.440704819,1.141115893,67.58725044,2.738274189,,0.75776506,1.283829799,28.3200057,6.670926982,25.28903257,0.489865803,0.087755899,0.12516538,259.2091846,1.483333333,1.644444444,1.011111111
멜파스,0.226600577,0.055010817,0.151205778,1.78738381,1.016412539,0.630556887,39.37591458,5.883409414,4.048211268,-0.011689779,-0.789675095,77.89956865,11.77886489,85.85135317,0.388598296,0.087755899,0.061402486,262.476814,0.789351852,0.844907407,0.25
위메이드,0.923238706,0.452763861,0.326545698,4.419111071,4.419058388,0.443570986,66.42526094,3.389258809,78397.97452,0.842309722,1.505689449,17.99525728,5.876273851,12.49076352,0.388598296,0.087755899,0.061402486,262.476814,0.011290323,-0.219354839,-0.254032258
ITX-AI,0.320826243,0.119995039,0.379833031,1.366171338,0.796114902,1.481698433,8.694241789,5.561936169,6.064918946,0.241055825,0.33827897,7.787735641,2.958039236,5.318453787,0.385475668,0.087755899,0.075079348,262.0480725,-0.075,-0.173333333,-0.255833333
디와이피엔에프,0.222935035,0.174025326,0.473877567,1.142358333,1.135892088,2.128681201,16.03489893,2.64807609,336.5182974,0.737009073,1.173375944,17.99648792,8.528131902,11.66799734,0.385475668,0.087755899,0.075079348,262.0480725,0.025,-0.125,-0.330833333
KPX생명과학,0.15459907,0.118246623,0.225630244,4.201465405,2.688925293,0.25201572,inf,4.768153106,4.957202103,0.333647835,1.614646127,14.07065587,3.174765516,12.60097246,0.385475668,0.087755899,0.075079348,262.0480725,-0.132258065,-0.257258065,-0.372580645
글로벌에스엠,0.263819699,0.130173266,0.186284093,1.767234676,1.44116946,0.706123518,39.29163155,3.713713293,8.425984664,,,10.14141098,1.889183546,,0.416341953,0.087755899,0.101905717,261.884933,0.1453125,0.103125,-0.0015625
코디,0.297837907,0.112030281,0.19587005,1.046079512,0.586486169,1.195992993,4.65929927,35.50135128,5.581725942,0.77402056,0.902492358,19.5672868,3.832645446,11.57929546,0.410946115,0.089032689,0.148974426,258.9703335,1.158333333,1.258333333,0.841666667
승화프리텍,0.175886315,0.092117465,0.257025893,1.033174383,1.033174383,1.526689681,8.40919834,5.099669146,,-0.077289469,0.220882565,19.66118405,5.053433379,8.654837287,0.388105967,0.089032689,0.137830875,257.1674525,-0.152238806,-0.17761194,-0.444776119
폴라리스우노,0.467820757,0.31883438,0.360357674,5.246947221,4.404839717,0.356931817,70.58632961,5.268461588,8.343255025,0.801960111,1.810366979,14.48822495,5.220943042,12.32269917,0.465880297,0.089032689,0.172012414,242.5809593,-0.146153846,-0.262307692,-0.301538462
아세아텍,0.223632622,0.086664219,0.171907677,2.281267411,0.931711078,0.57017635,15.01494954,15.09223442,3.339587689,0.177019918,-0.049954626,10.53767863,1.811507849,7.959663091,0.448828048,0.089032689,0.19094642,223.3179013,-0.187804878,-0.123170732,-0.27804878
우리넷,0.283992631,0.184237979,0.489036844,2.562296687,1.929931735,0.559897796,81.62631433,4.106328889,8.230596008,2.340266509,3.990579145,5.743865212,2.808961715,5.101014066,0.448828048,0.089032689,0.19094642,221.6093066,-0.107462687,-0.143283582,-0.385820896
스타플렉스,0.179735696,0.073548042,0.144980748,0.74748616,0.414743333,1.2806899,3.502958171,11.54380764,6.54695853,0.240047346,0.410513392,19.27360404,2.794301529,7.825929496,0.448828048,0.089032689,0.19094642,221.6093066,-0.341333333,-0.243333333,-0.26
금강제강,0.186792151,0.148156897,0.481929001,1.125541436,0.912311137,1.342181087,18.24451474,4.809918671,17.32650585,0.884200025,6.013900748,6.092144557,2.935981141,4.173763708,0.404079066,0.090087815,0.122844622,216.4974706,-0.05,0.186666667,-0.206666667
모베이스,0.168874139,0.091503189,0.240873243,1.415127995,1.236279327,0.915470159,21.43946629,10.46194349,27.53836563,0.828049022,1.713515392,10.28100105,2.476418059,5.918937767,0.393818623,0.090087815,0.123288813,214.8346033,0.090909091,0.337121212,-0.321969697
지스마트글로벌,0.290053608,0.158189737,0.688154285,1.807412132,1.082007158,0.94323356,17.2221288,9.025877753,6.757882139,4.74703054,4.42438486,7.713612343,5.308155387,7.100789625,0.393818623,0.090087815,0.123288813,214.8346033,-0.382857143,-0.530857143,-0.673142857
차이나하오란,0.165090756,0.117714225,0.533539316,1.171268078,0.943545972,3.819313472,2.667108351,4.74863418,10.47489894,,,18.37645398,9.804560685,10.80827142,0.427320678,0.090087815,0.146821552,213.9911891,0.19787234,-0.023404255,-0.139361702
하이소닉,0.181519176,0.101778111,0.312790075,1.257890847,0.967762634,1.100879,9.305450223,10.9709461,15.45697025,0.803142186,0.724623438,22.54394468,7.051522147,12.68726074,0.430247061,0.090087815,0.191694739,212.2673725,-0.211538462,-0.476923077,-0.339230769
인포바인,1.0,0.521566183,0.441734611,3.257908899,3.257908899,0.350846613,1835.949232,3.029227432,,0.588212105,1.025979926,27.90187627,12.32522446,20.63310085,0.430247061,0.090087815,0.191694739,212.2673725,-0.012121212,-0.460606061,-0.504545455
이미지스,0.475212336,0.226822607,0.384857574,7.272295944,5.952564014,0.155340408,inf,4.931923262,9.600741766,2.690508411,5.06964143,9.824062035,3.780864682,8.169989844,0.455653144,0.090087815,0.30133346,211.642679,1.283333333,0.205,0.593333333
삼기,0.129093427,0.070799835,0.020088266,0.383552573,0.174767409,3.319939889,1.461377032,5.459203007,3.236218649,,,87.635831,1.760451875,8.495301489,0.280372646,0.079759931,0.043557444,208.9875495,0.066666667,0.136666667,0.111666667
지트리비앤티,0.343154175,0.160539406,0.155521925,12.19266807,12.1926693,0.284411724,245.9643521,3.117534443,,0.021734029,-0.460389972,23.73369476,3.691109899,28.59708472,0.186673532,0.079759931,-0.019815727,201.7384666,1.136363636,0.336363636,0.040909091
씨케이에이치,0.695434992,0.47592419,0.608296289,1.253688021,1.020236307,0.501835356,inf,4.51844534,14.85249547,1.309990313,1.49331538,8.871142342,5.396282967,6.348564567,0.203089408,0.084981663,-0.056350543,198.2432824,-0.237837838,-0.241891892,-0.252702703
케이씨에스,0.180149522,0.045841463,0.186401815,2.285307946,2.243699244,0.664109214,inf,3.152725331,76.07394448,-0.38929559,-0.729309519,9.058979619,1.688610245,15.14593969,0.021152788,0.084981663,-0.190670082,191.8922449,1.76875,0.946875,0.81875
애머릿지,0.205730512,0.070457626,0.422559015,0.986991615,0.593867398,1.282311206,5.891127423,7.4195826,8.165791448,-0.18254347,1.784362457,11.00307373,4.649448004,14.26318916,0.061123514,0.084981663,-0.161226295,192.3380791,-0.186666667,-0.2,-0.405333333
이스트아시아홀딩스,0.268661693,0.200253384,0.536118552,2.002278705,1.63368653,0.633839978,34.29022111,7.158144561,14.16093568,,,5.936321237,3.182571948,4.570451593,0.023984127,0.084981663,-0.130198364,192.3214166,-0.393,-0.201,-0.006
모바일리더,0.423109714,0.305246847,0.258920121,13.01585538,13.01585403,0.109410764,1944.033248,3.757569699,,0.168103769,0.442570341,13.04928055,3.378721299,13.84964562,-0.047170159,0.084943034,-0.096565141,169.9477224,0.103333333,-0.18,-0.233333333
서진오토모티브,0.183069515,0.092967253,0.056377335,0.714097823,0.482421292,1.387792263,3.472131763,5.398957524,8.265718851,0.113409194,0.499274997,16.48621752,0.929449007,3.31548843,-0.047170159,0.084943034,-0.096565141,169.9477224,-0.02,-0.005,0.04
인피니트헬스케어,0.452446769,0.134167323,0.151423087,1.784020989,1.751059686,0.67687377,8.938541731,2.841839401,76.19998719,0.061277813,0.90847108,26.87231027,4.069088185,14.8286514,-0.035151154,0.084943034,-0.092437969,169.0357998,-0.075,-0.328846154,-0.126923077
투비소프트,0.507060237,0.139069521,0.226197732,3.115304415,3.115304415,0.378560553,24.65053644,2.282980812,,0.10598825,0.212454658,7.644863162,1.729250709,4.647776131,-0.029301653,0.086912832,-0.045569086,165.8641061,0.0925,-0.22875,-0.2325
LX세미콘,0.282103082,0.191160797,0.415646587,4.552631392,4.236470703,0.258383628,inf,7.887268133,25.43651069,0.510783272,0.709376166,11.32146586,4.705728645,11.69346228,-0.055565005,0.086912832,0.175737877,163.7948103,0.097014925,-0.031343284,-0.557462687
엑스큐어,0.398363859,0.101373917,0.32333906,2.765978967,2.620687578,0.551307091,64.59444839,12.13007841,62.74903639,0.288400025,0.065183037,9.164049454,2.963095141,6.225688442,-0.035234381,0.086912832,0.187859059,163.5315085,0.516,0.116,-0.221
오르비텍,0.231132794,0.15078084,0.260291374,2.125766874,2.026767943,0.521240115,17.53570997,6.216397739,89.36502424,0.215751479,0.523720283,16.04727389,4.176966977,8.139932952,0.010295787,0.086912832,0.002392124,161.3773262,-0.008235294,-0.192941176,-0.350588235
유비벨록스,0.257010201,0.108892318,0.215266787,2.404174482,1.799883938,0.574745596,19.15205836,3.762928331,7.37528213,1.97093244,1.369783668,13.19183443,2.839763817,9.760324268,-0.016951795,0.086912832,0.08806615,160.6701201,0.304545455,0.318181818,0.540909091
지유온,0.73537418,0.463741121,0.332973041,12.75963821,12.75963821,0.081059533,14542.17181,15.31853132,,0.499445372,0.526129477,12.71566166,4.233972527,12.16218009,-0.016951795,0.086912832,0.08806615,160.6701201,-0.088461538,-0.286923077,-0.457692308
알톤스포츠,0.304102244,0.088603202,0.122219236,0.983326806,0.607459032,0.505427477,7.586471141,11.74031144,8.993685539,0.177087884,0.779197221,9.320171395,1.139104231,7.273650458,-0.01453629,0.085895563,0.043021554,158.2864699,0.03,0.09,0.08
에스디시스템,0.198641287,0.107380304,0.249612393,5.204964626,4.28620566,0.226989871,inf,9.291835647,12.7802349,0.456122065,0.420883222,11.09147489,2.768569587,10.2105199,0.028365265,0.085895563,0.091487038,159.6310624,-0.297297297,-0.37972973,-0.410810811
크루셜텍,0.236853111,0.117231888,0.471726112,1.604532992,1.134958462,1.511298373,14.49148579,3.24996734,6.420039453,0.461381989,0.311858414,25.35910773,11.96255329,22.55303494,0.004940413,0.085895563,0.029196697,161.2483062,-0.091489362,0.336170213,0.914893617
웨이포트,0.220961808,0.105154548,0.426646986,1.048724397,0.751646516,4.465686325,7.214440189,5.216836666,4.923323611,0.19079965,0.516053086,9.883658055,4.216832921,5.415374876,-0.005904919,0.085895563,-0.008587731,161.4372799,-0.282142857,-0.278571429,-0.107142857
하이텍팜,0.266150728,0.225925326,0.423483878,2.337288539,1.761144226,0.616707607,42.10337517,3.31762258,7.007037432,0.396812361,1.56490375,8.64585318,3.661379438,6.459991516,-0.01073072,0.085895563,-0.051474527,164.0561354,0.291304348,0.734782609,0.426086957
인터로조,0.742833558,0.455530835,0.350869337,3.361798462,2.603188249,0.417437359,44.68236236,4.931885002,5.593866999,0.320230226,0.71601381,10.94804606,3.841333663,7.950940174,-0.01073072,0.085895563,-0.051474527,164.0561354,-0.394166667,-0.358333333,-0.3725
이글루시큐리티,0.658859343,0.174328942,0.257171706,3.375726129,3.375726313,0.384745597,57.26082465,2.981849679,,0.260861101,0.806090269,27.05771333,6.958478296,23.96301077,-0.045270483,0.089342074,-0.095780023,168.8803693,-0.430714286,-0.357142857,-0.482857143
엠에스오토텍,0.150577374,0.038098035,0.171659841,0.677533069,0.665082139,1.378181495,1.082163814,4.031358106,167.4727395,0.211799568,-0.526763108,6.843798123,1.174805298,4.283795137,-0.042905392,0.089342074,-0.13556363,170.2993673,0.052727273,0.281818182,0.176363636
코리아에프티,0.123257088,0.004174938,0.187161354,0.820190994,0.69059696,2.729293145,0.279160597,2.681903897,13.8763474,0.060489962,8.063973829,6.523748116,1.220993529,6.667468929,-0.050350467,0.089342074,-0.035604458,173.989007,-0.01625,0.04625,-0.04
화신정공,0.081092459,0.048343467,0.136678752,1.257692743,1.187046947,0.933574845,29.00571463,4.509968248,41.24511451,0.289009065,0.129708754,7.004869225,0.957416782,5.711180625,-0.064600738,0.084057647,-0.020692922,172.9139141,0.1625,0.28,0.01
씨젠,0.754496867,0.348643361,0.707227826,1.426368508,1.369977049,1.20624316,14.92592231,2.662169096,32.165551,2.115422718,-20.57175565,39.98064224,28.27542269,34.64598019,-0.081617493,0.084057647,-0.019450785,171.3941811,0.659016393,0.080327869,-0.039344262
와이솔,0.357081987,0.220607564,0.359527512,1.924811748,1.673737097,0.746417791,20.80160781,3.296541082,14.80363537,3.893599252,5.1983911,13.09766945,4.708972514,9.910679522,-0.081617493,0.084057647,-0.019450785,171.3941811,-0.01625,0.0175,0.775
하이비젼시스템,0.503412263,0.243031116,0.308964091,2.569293364,2.064592053,0.353452444,52.80178372,4.419402387,8.683168949,,,17.51022144,5.410029644,13.00294941,-0.081617493,0.084057647,-0.019450785,171.3941811,0.0075,0.0625,-0.0575
다원시스,0.293094666,0.137836322,0.26442588,1.81014306,1.728136378,0.885068291,7.072615321,3.802144424,45.23490835,0.715052688,3.587246244,21.20858827,5.608099625,15.01122042,-0.094347859,0.084057647,-0.037469877,170.7966691,0.25,0.086363636,0.3
알파홀딩스,0.17908147,0.103499034,0.293752725,1.876641276,1.791692453,1.180123991,86.14420492,7.728265585,32.25095154,0.522886094,0.419644476,12.77666525,3.753180234,13.45106689,-0.095582527,0.084057647,-0.095736314,170.387936,0.066666667,0.025,0.425
포메탈,0.137809513,0.063187153,0.163739461,1.579037094,1.388157014,0.804174002,11.88237821,4.576189049,24.07907214,-0.147425423,-0.372945349,14.54866938,2.382191277,9.503835932,-0.095582527,0.084057647,-0.095736314,170.387936,-0.03,-0.105,0.011666667
한일진공,0.229427234,0.059854128,0.015069389,0.946356956,0.630342451,1.655537389,3.008698892,4.084450858,5.789064752,0.045723912,1.924988854,331.3631791,4.993440779,18.34599648,-0.039230259,0.077267609,-0.098672532,176.0600456,0.1175,0.0,-0.0225
아이씨케이,0.191725642,0.088338044,0.210253016,1.625356765,0.925629235,0.978289229,4.572390119,11.30510193,4.863109856,0.345456216,1.027120101,12.63175819,2.655865262,8.024042453,-0.050496119,0.077267609,0.01061265,184.1720077,-0.008928571,0.016071429,-0.014285714
지나인제약,0.153144692,0.076315547,0.246824068,0.613744234,0.432568328,2.246175287,4.187974939,7.627630302,13.45922193,0.952726956,1.783672891,5.723823427,1.412777384,2.96190977,-0.039600619,0.077267609,-0.001711095,184.1100183,-0.137931034,-0.30862069,-0.379310345
인화정공,0.288710076,0.24917401,0.152983726,1.124875355,0.748737428,0.835482673,5.023911752,3.724821712,5.948556317,-0.057785913,0.058654782,10.84916318,1.659745408,5.254531896,-0.039600619,0.077267609,-0.001711095,184.1100183,-0.103846154,-0.048076923,-0.123076923
누리플랜,0.22080742,0.068813148,0.222015403,1.068889492,0.818468684,1.449480703,6.66176148,4.974597086,10.05425074,0.00422207,0.128147104,6.756722091,1.500096378,6.340137505,-0.038869188,0.077267609,0.059025,184.2675959,0.490909091,0.387272727,0.758181818
아이텍,0.375095351,0.269763974,0.254651756,1.206808761,1.206808761,0.84039197,9.221346886,8.168473006,,0.955202021,4.187820001,12.32641193,3.138942442,5.646830953,-0.038869188,0.077267609,0.059025,184.2675959,-0.449450549,-0.323076923,-0.381318681
KNN,0.403990437,0.121625305,0.059637068,7.60718192,7.602943074,0.053053372,inf,3.930542436,1792.794506,-0.05145205,-0.030326619,17.61130831,1.050286784,13.21364267,0.034046286,0.06967011,0.086564011,182.772809,-0.217777778,-0.383333333,-0.334444444
KH 일렉트론,0.309451337,0.203287756,0.324120154,3.905529309,3.600533388,0.242025913,7945.068674,6.52806871,31.91402666,0.759866771,1.66040354,6.940953327,2.249702863,4.658329125,0.029387227,0.06967011,0.186188934,181.712864,-0.145454545,-0.165909091,-0.113636364
아나패스,0.428930679,0.290629282,0.76834133,4.445447698,3.675207272,0.318797458,187.0073626,13.32074271,11.68134003,4.595668548,149.4426645,10.18072512,7.822271884,10.34074724,0.029387227,0.06967011,0.186188934,181.712864,-0.093269231,-0.692307692,-0.678846154
선데이토즈,1.0,0.305841293,0.454481976,250.6821192,250.6821192,0.003294929,,,,,,502.4006146,228.3320241,502.7729602,0.029278999,0.06967011,0.239224776,180.4994911,0.0175,-0.00875,-0.05375
디케이락,0.37773,0.22123993,0.32980533,2.27609779,1.151017376,1.04746906,8.505350705,3.975212457,3.560159883,0.129291355,0.612145603,10.18902057,3.360393292,6.067012571,0.019499412,0.06967011,0.217958893,181.2928339,-0.354,-0.329333333,-0.337333333
코프라,0.174479108,0.076959753,0.225420001,1.999679169,1.29207203,0.720061782,26.87345337,4.403356239,7.21715496,0.227967882,0.190366546,13.44290293,3.030299185,10.47539809,0.019499412,0.06967011,0.217958893,181.2928339,0.32,0.018571429,0.564285714
한국전자인증,0.689430641,0.181602215,0.171805919,2.560872004,2.560872272,0.580136451,57185.92105,4.677623144,,0.158222562,0.310187382,14.51227482,2.493294719,11.75295803,0.081594048,0.06967011,0.226827806,182.9101889,0.534375,0.1625,0.109375
시그네틱스,0.109155092,0.082851617,0.136014625,1.06787221,0.808678227,1.17311751,3.280442433,9.25302413,20.83718182,0.056072304,0.021156254,17.85929369,2.429125135,5.722644887,0.111476932,0.06967011,0.254135274,184.456641,-0.157692308,0.611538462,0.411538462
