종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정주가,6달 후 수정주가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간)
샘코,신규상장,KQ,"11,000",2017-09-15,"205,000","155,000","170,000","157,400",44.6,4.54,19.76,3.16,-164.67,38.89,3.95,"145,165","145,165","33,031,536,600","7,756,131",0.374324,"79,500,342,750",17.78,"2,000",768,"8,877.49",-725,"-8,385.15",0,0
앱클론,신규상장,KQ,"10,000",2017-09-18,"13,000","13,950","27,600","33,250",-99.31,13.24,-125.07,50.82,-773.8,-110.73,14.76,"7,038,830","7,038,830","82,021,516,700","6,800,000",0.517561,"176,800,000,000",26.09,"6,000",647,"14,909.85",-364,"-8,364.88",0,0
선익시스템,신규상장,KQ,"37,000",2017-09-20,"19,899","16,722","16,053","13,712",6.32,3.37,6.97,1.04,57.1,7.56,4.03,"2,097,866","2,097,866","44,772,426,200","6,000,000",0.233868,"178,500,000,000",14.79,"4,750",397,"12,663.97",-336,"-10,688.24",0,0
엠플러스,신규상장,KQ,"18,000",2017-09-20,"11,797","8,369","10,183","16,737",13.63,8.84,20.35,1.72,15.98,33.77,11.07,"10,764,781","10,764,781","159,947,645,400","5,111,890",1.061618,"119,618,226,000",40.55,"11,750",979,"29,713.51",-637,"-19,670.39",0,0
유티아이,신규상장,KQ,"25,000",2017-09-27,"6,268","8,318","6,436","7,259",6.31,4.41,6.43,2.08,5.79,7.74,5.41,"3,617,064","3,617,064","23,608,267,350","5,332,145",0.227974,"99,444,504,250",19.51,"4,000",483,"9,456.71",-467,"-9,139.80",0,0
신흥에스이씨,신규상장,KQ,"16,000",2017-09-27,"20,850","20,300","23,250","38,100",24.25,2.37,12.02,1.08,6.27,30.51,2.98,"2,601,044","2,601,044","64,206,325,550","6,551,683",0.397004,"136,602,590,550",37.48,"9,500",435,"11,618.49",-427,"-11,374.02",0,0
휴온스블러썸,신규상장,KQ,"5,100",2017-09-28,"5,270","6,200","6,140","6,420",6.22,2.28,7.66,0.88,7.06,10.77,3.89,"5,803,837","5,803,837","33,300,143,680","7,876,580",0.736847,"41,509,576,600",24.53,"1,420","1,324","8,119.59","-1,217","-7,434.96",0,0
야스,신규상장,KQ,"23,500",2017-09-29,"19,100","23,800","27,250","23,600",15.95,4.36,14.18,2.51,6.77,18.9,5.02,"1,826,225","1,826,225","33,845,097,250","12,930,000",0.141239,"246,963,000,000",27.73,"5,150",290,"5,266.95",-187,"-3,513.48",0,0
인산가,신규상장,KQ,"2,000",2017-09-29,"2,080","2,255","2,190","2,735",,,,,,3.5,0.46,"866,000","866,000","1,809,358,505","2,210,000",0.391855,"4,596,800,000",3.57,75,374,782.87,-370,-774.14,0,0
상신전자,신규상장,KQ,"13,300",2017-10-16,"6,276","8,587","7,103","5,734",13.52,3.91,13.78,0.98,-59.05,16.55,4.79,"16,652,987","16,652,987","93,245,665,450","3,921,000",1.2116,"86,262,000,000",35.92,"6,700",645,"11,730.19",-525,"-9,317.55",0,0
세원,이전상장,KQ,"5,700",2017-10-20,"2,230","1,926","1,604","3,000",12.37,1.78,7.3,0.77,5.71,15.28,2.2,"7,609,650","43,480","85,515,659","3,633,000",0.418918,"40,507,950,000",25.82,"2,550",759,"7,847.37",-671,"-6,926.78",0,0
영화테크,신규상장,KQ,"12,500",2017-10-26,"16,250","12,600","9,675","7,500",24.99,4.73,19.51,2.28,22.13,31.09,5.59,"8,814,882","8,814,882","134,251,045,600","5,345,090",0.824578,"173,715,425,000",26.09,"7,500",522,"14,913.92",-431,"-12,366.87",0,0
코오롱티슈진,신규상장,KQ,"27,000",2017-11-06,"42,700","50,300","49,150","38,850",-398.44,119.31,-714.49,78.59,-298.71,-983.12,293.7,"14,776,782","14,776,782","676,740,635,250","60,379,425",0.244732,"2,578,201,447,500",24.62,"11,400","4,005","190,105.16","-3,860","-183,085.93",0,0
비디아이,이전상장,KQ,"10,000",2017-11-09,"7,571","5,650","4,578","7,816",18.11,4.15,16.38,0.71,-14.21,22.64,5.19,"9,901,512","50,406","411,610,210","5,280,500",0.837524,"89,504,475,000",21.62,"4,000","1,261","23,033.05","-1,171","-21,412.35",0,0
스튜디오드래곤,신규상장,KQ,"35,000",2017-11-24,"71,800","63,100","80,400","98,300",126.16,11.63,60.66,6.65,-82.65,247.22,14.79,"6,531,671","6,531,671","429,581,253,900","28,037,240",0.232964,"2,013,073,832,000",25.96,"16,500",633,"41,024.77",-642,"-41,759.20",0,0
비즈니스온,신규상장,KQ,"9,000",2017-11-30,"14,000","9,680","13,150","16,800",40.47,10.88,36.77,9.07,22.07,50.9,13.69,"8,373,457","8,373,457","143,877,271,150","9,544,940",0.877267,"133,629,160,000",35.58,"5,950","1,059","18,479.62",-948,"-16,541.45",0,0
대원,신규상장,KQ,"15,000",2017-12-01,"13,300","10,950","13,150","12,900",3.52,0.61,2.15,0.5,3.32,3.88,0.68,"3,209,658","3,209,658","47,300,411,300","11,050,000",0.290467,"146,965,000,000",23.05,"3,400",917,"14,042.68",-853,"-13,031.64",0,0
체리부로,신규상장,KQ,"4,700",2017-12-04,"3,456","3,017","3,074","3,152",5.89,1.6,6.83,0.3,3.88,6.92,1.88,"18,030,094","18,030,094","73,107,457,400","27,872,369",0.561689,"110,932,028,620",32.07,"1,520","4,907","23,189.08","-4,422","-20,941.96",0,0
에스트래픽,신규상장,KQ,"10,000",2017-12-05,"11,405","12,621","9,390","15,548",19.09,8.64,17.85,1.57,14.01,23.46,10.33,"7,351,746","7,351,746","102,227,886,100","11,450,592",0.488148,"171,758,880,000",51.19,"9,700",790,"15,535.25",-782,"-15,395.84",0,0
메카로,신규상장,KQ,"33,000",2017-12-06,"38,500","44,100","34,100","35,750",103.1,12.69,66.66,6.27,-229.13,129.41,15.93,"2,238,668","2,238,668","90,548,147,850","9,834,640",0.227631,"378,633,640,000",18.09,"7,300",265,"10,885.68",-243,"-9,935.11",0,0
씨티케이,신규상장,KQ,"55,000",2017-12-07,"22,168","22,378","17,504","19,521",12.73,8.5,13.79,2.22,23.64,18.36,11.79,"2,867,135","2,867,135","63,449,245,100","10,122,151",0.148443,"428,166,987,300",21.48,"9,600",335,"14,063.84",-348,"-14,621.95",0,0
레이크머티리얼즈,신규상장,KQ,"2,000",2017-12-12,"1,955","1,975","1,970","2,025",,,,,,-2.16,0.61,"413,455","413,455","809,941,215","4,840,000",0.085425,"9,462,200,000",3.54,70,148,290.73,-170,-333.15,0,0
디바이스이엔지,신규상장,KQ,"12,000",2017-12-20,"11,705","13,736","11,511","7,594",14.71,2.55,9.62,0.94,2.98,18.07,3.17,"6,685,950","6,685,950","82,898,558,400","6,782,000",0.953647,"82,062,200,000",27.64,"3,400",924,"11,580.13",-851,"-10,723.15",0,0
시스웍,신규상장,KQ,"2,800",2017-12-26,"1,146","1,460","1,100","1,174",8.43,3.27,10.03,1.81,27.06,11.7,4.53,"53,140,748","53,140,748","69,546,835,235","18,000,000",0.997711,"61,020,000,000",35.75,"1,395","2,556","10,089.20","-2,370","-9,349.76",0,0
씨앤지하이테크,신규상장,KQ,"16,000",2018-01-25,"9,325","7,925","7,300","6,450",6.44,2.06,6.2,0.71,-57.71,9.49,3.02,"8,508,582","8,508,582","79,675,033,700","4,202,740",1.012266,"78,381,101,000",19.53,"3,700",697,"12,989.24",-570,"-10,676.23",0,0
SG,신규상장,KQ,"6,000",2018-01-26,"1,826","1,924","2,413","4,358",4.37,1.42,5.02,0.42,4.95,5.47,1.78,"15,929,715","15,929,715","29,729,699,520","12,506,024",0.442298,"65,781,686,240",16.15,880,"1,526","7,976.75","-1,502","-7,851",0,0
배럴,신규상장,KQ,"9,500",2018-02-01,"13,500","16,550","18,300","14,950",20.27,6.41,17.06,2.3,20.12,24.38,7.71,"5,119,464","5,119,464","61,471,781,560","7,215,846",0.709475,"97,413,921,000",30.77,"3,600",917,"10,794.95",-552,"-6,409.44",0,0
링크제니시스,이전상장,KQ,"30,000",2018-02-05,"8,679","18,350","9,130","8,630",31.32,6.14,24.18,7.21,32,31.88,6.48,"3,856,478","170,777","1,747,862,124","2,136,300",0.386831,"86,520,150,000",44.03,"21,000",232,"11,710.43",-174,"-8,820.35",0,0
카페24,신규상장,KQ,"57,000",2018-02-08,"42,462","45,219","63,166","77,504",132.27,49.07,62.74,4.72,54.89,147.37,54.67,"4,511,295","4,511,295","197,150,725,300","8,858,157",0.255312,"750,285,897,900",16.83,"14,700",274,"23,579.82",16,"1,359.51",0,0
아시아종묘,이전상장,KQ,"4,500",2018-02-12,"4,570","4,650","6,520","5,180",17.08,2.24,37.32,1.78,54.06,19.23,2.52,"6,842,365","235,431","1,192,745,817","9,215,539",0.742481,"42,115,013,230",25.24,"1,275",917,"4,502.64",-836,"-4,107.04",0,0
알리코제약,신규상장,KQ,"12,000",2018-02-12,"15,083","13,478","10,975","8,697",45.3,7.97,34.02,2.12,17.26,62.25,10.43,"16,041,793","16,041,793","228,533,101,150","8,843,825",1.164177,"207,829,887,500",25.96,"5,400","1,603","32,596.88","-1,494","-30,406.37",0,0
동구바이오제약,신규상장,KQ,"16,000",2018-02-13,"14,078","13,148","11,083","8,393",28.37,8.43,25.37,3.07,32.65,36.51,10.58,"4,575,806","4,575,806","64,149,508,500","9,604,000",0.161239,"399,526,400,000",26.09,"9,600",889,"36,792.87",-444,"-18,352",0,0
엔지켐생명과학,이전상장,KQ,"56,000",2018-02-21,"78,747","109,433","80,411","89,931",-102.92,23.78,-165.32,22.32,-112.01,-114.62,26.44,"1,595,005","80,980","6,159,124,446","7,623,232",0.193383,"649,499,366,400",16.28,"14,000",176,"15,554.19",-194,"-17,000.60",0,0
오스테오닉,신규상장,KQ,"7,700",2018-02-22,"8,781","6,087","4,163","3,854",-17.72,10.12,-19.48,8.81,-94.53,-19.92,11.39,"8,711,186","267,477","2,685,843,059","6,454,995",0.90464,"84,560,434,500",34.18,"5,400",815,"13,202.41",-689,"-11,117.73",0,0
린드먼아시아,신규상장,KQ,"6,500",2018-03-14,"16,900","9,540","7,130","7,050",72.88,10.38,75.99,24.42,578.4,98.38,14.01,"1,572,172","1,572,172","25,876,243,400","13,500,000",0.116457,"228,150,000,000",26.09,"3,900",571,"9,330.30",-665,"-10,955.46",0,0
에코마이스터,신규상장,KQ,"5,200",2018-03-15,"26,508","30,332","52,312","63,302",-24.98,1.35,33.63,2.62,24.84,-26.18,1.33,"1,468,375","1,468,375","41,543,145,110","10,788,540",0.598314,"65,054,896,200",15.38,"1,000","1,434","9,461.36",-857,"-5,690.01",0,0
케어랩스,신규상장,KQ,"20,000",2018-03-28,"26,326","29,667","14,024","15,897",47.56,10.29,45.3,5.79,77.92,64.92,13.25,"542,611","542,611","14,194,180,000","5,977,430",0.045957,"310,826,360,000",26.09,"12,000",141,"7,337.66",-136,"-7,064.45",0,0
네오셈,신규상장,KQ,"2,000",2018-04-04,"1,990","2,000","2,135","2,245",,,,,,1.75,0.41,"310,227","310,227","621,803,495","5,510,000",0.056303,"10,964,900,000",5.15,105,138,276.68,-111,-222.62,0,0
JTC,신규상장,KQ,"8,500",2018-04-06,"16,300","16,300","13,400","8,180",16.65,2.84,15.71,0.77,110.29,23.24,3.96,"25,728,117","25,728,117","411,218,760,100","35,005,517",0.734973,"570,589,927,100",28.66,"4,550","2,898","43,274.86","-2,816","-42,056.36",0,0
제이시스메디칼,신규상장,KQ,"2,000",2018-05-08,"1,980","2,040","2,040","2,060",,,,,,-2.47,0.92,"84,852","84,852","167,503,875","4,235,000",0.020036,"8,385,300,000",1.77,35,0,0,0,0,0,0
제노레이,신규상장,KQ,"23,000",2018-05-28,"12,632","8,760","8,675","6,933",25.03,5.67,19.57,2.91,28.94,29.1,6.19,"5,037,063","5,037,063","66,646,033,350","4,028,700",0.422867,"150,471,945,000",24.04,"9,850",347,"13,950.19",-130,"-5,316.40",0,0
세종메디칼,신규상장,KQ,"15,000",2018-05-29,"6,000","3,600","3,390","2,510",51.31,7.61,39.55,11.33,38.14,63.26,9.39,"8,573,880","8,573,880","45,640,971,850","6,777,741",0.253001,"203,332,230,000",28.14,"7,400",199,"4,879.41",-241,"-6,264.38",0,0
현대사료,신규상장,KQ,"6,600",2018-06-01,"17,150","36,250","24,150","19,700",14.01,1.61,14.94,0.9,9.43,18.82,2.16,"426,760","426,760","7,269,195,600","6,150,486",0.069386,"105,480,834,900",26.03,"3,950",220,"3,750.08",-202,"-3,439.41",0,0
파워넷,신규상장,KQ,"6,500",2018-06-07,"7,750","6,100","5,790","3,840",11.54,2.47,11.41,0.64,31.03,13.7,2.94,"9,148,407","9,148,407","81,864,990,570","12,009,614",0.761757,"93,074,508,500",30.26,"2,760","2,044","19,486.10","-1,858","-17,704.18",0,0
카이노스메드,신규상장,KQ,"2,000",2018-06-08,"2,000","2,035","2,120","2,055",,,,,,-4.12,1.76,"489,453","489,453","979,405,500","5,401,000",0.090623,"10,802,000,000",0.5,10,412,825.02,-415,-831.02,0,0
EDGC,신규상장,KQ,"6,500",2018-06-26,"5,708","3,234","4,340","2,047",-47.98,28.91,-81.13,90.18,-76.27,-65.54,36.34,"55,144,090","55,144,090","310,536,852,020","35,898,940",0.789875,"398,478,234,000",26.09,"2,700","1,525","15,546.13","-1,145","-11,343.97",0,0
SV인베스트먼트,신규상장,KQ,"7,000",2018-07-06,"3,835","2,765","2,625","1,735",28.19,7.44,26.77,9.65,14.87,33.2,8.77,"39,701,038","39,701,038","162,663,526,400","26,617,000",0.745783,"204,152,390,000",29.73,"2,560","2,983","25,543.29","-2,565","-21,905.23",0,0
아이큐어,신규상장,KQ,"65,000",2018-07-12,"50,701","36,729","37,984","30,035",553.48,17.04,335.44,7.48,266.01,689.81,21.24,"4,383,239","4,383,239","225,630,779,000","6,123,518",0.598872,"371,085,190,800",21.67,"13,000",408,"24,976.67",-63,"-3,535.56",0,0
올릭스,신규상장,KQ,"36,000",2018-07-18,"32,830","23,146","32,080","27,876",-59.17,18.3,-85.3,"1,252.48",-63.83,-81.73,22.6,"5,448,588","5,448,588","184,686,610,700","6,433,321",0.423859,"422,025,857,600",20.54,"13,800",287,"19,420.44",27,"1,229.72",0,0
알로이스,신규상장,KQ,"2,000",2018-07-20,"2,230","2,320","2,420","2,450",,,,,,14.68,2.95,"1,429,178","1,429,178","3,179,235,240","2,760,000",0.517818,"6,154,800,000",4.68,105,847,"1,878.16",-826,"-1,832.44",0,0
그리티,신규상장,KQ,"11,500",2018-07-23,"6,475","6,525","5,250","3,690",14.09,2.01,11.28,0.89,-20.2,16.46,2.35,"20,001,210","20,001,210","124,599,643,300","10,073,715",0.992742,"130,454,609,250",32.65,"4,000",880,"10,689.63",-829,"-10,053.82",0,0
한국유니온제약,신규상장,KQ,"18,000",2018-07-26,"18,016","15,567","14,181","13,627",26.91,3.61,13.45,1.64,13.54,36.24,4.81,"5,317,556","5,317,556","110,980,596,650","5,745,000",0.855136,"112,027,500,000",28.57,"6,450",623,"14,332.29",-447,"-10,406.75",0,0
휴네시온,신규상장,KQ,"10,000",2018-08-02,"8,175","6,350","5,300","3,680",16.57,6.09,20.1,3.54,25.35,26.23,8.2,"17,399,750","17,399,750","153,311,594,700","4,803,836",1.811027,"78,542,718,600",29.41,"5,000",686,"11,003.47",-655,"-10,500.93",0,0
에스에스알,신규상장,KQ,"9,000",2018-08-06,"23,400","19,100","12,200","9,950",35.42,10.77,37.79,7.87,72.88,52.68,14.52,"484,330","484,330","11,212,286,400","5,662,567",0.085532,"132,504,067,800",26.09,"5,400",167,"3,855.87",-174,"-4,018.33",0,0
디아이티,신규상장,KQ,"10,000",2018-08-07,"10,650","8,170","6,950","7,620",14.53,1.32,8.37,1.88,8.36,18.14,1.64,"11,677,581","11,677,581","133,223,934,200","18,900,000",0.617861,"201,285,000,000",18.9,"2,150","1,415","15,613.77","-1,323","-14,582.55",0,0
대유,신규상장,KQ,"9,000",2018-08-10,"8,272","19,613","14,076","16,144",13.64,2.54,13.54,2.61,10.58,20.56,3.83,"14,846,926","14,846,926","123,405,872,800","9,052,400",1.094155,"112,249,760,000",19.33,"2,450","2,048","26,155.69","-1,996","-25,478.80",0,0
바이오솔루션,신규상장,KQ,"29,000",2018-08-20,"28,500","50,900","41,300","46,200",-96.65,39.52,-179.68,34.84,"-2,223.07",-120.86,49.42,"4,071,805","4,071,805","120,592,270,050","7,659,926",0.531572,"218,307,891,000",10.17,"3,000",576,"16,803.38",-521,"-15,155.23",0,0
에이피티씨,신규상장,KQ,"9,000",2018-08-23,"7,980","7,040","4,765","5,870",15.31,7.13,13.7,4.04,26.79,17.09,7.74,"4,931,567","4,931,567","43,185,055,620","23,234,595",0.212251,"185,412,068,100",17.22,"1,490",463,"4,192.21",-457,"-4,139.48",0,0
오파스넷,신규상장,KQ,"11,000",2018-08-24,"4,825","4,213","2,698","3,907",13.4,2.53,11.45,0.58,17.91,18.56,3.44,"9,292,589","66,772","361,837,168","4,025,902",0.784248,"57,167,808,400",34.38,"5,750",665,"11,332.10",-632,"-10,772.07",0,0
액트로,신규상장,KQ,"20,000",2018-08-28,"9,138","8,427","7,310","8,148",7.94,2.5,6.92,0.62,2.4,12.71,3.32,"5,401,755","5,401,755","52,203,990,750","5,000,054",0.548438,"90,000,972,000",17.43,"3,350",818,"15,919.98",-667,"-13,012.35",0,0
지니틱스,신규상장,KQ,"2,000",2018-08-30,"2,075","2,100","2,070","2,070",,,,,,-12.46,0.73,"819,986","819,986","1,690,500,690","4,110,000",0.19951,"8,528,250,000",1.93,40,127,261.12,-107,-219.67,0,0
디지캡,이전상장,KQ,"12,000",2018-09-07,"5,576","5,049","3,900","5,200",16.82,1.94,13.93,2.11,10.03,18.82,2.4,"4,395,177","33,253","204,272,246","3,531,115",0.636706,"38,489,153,500",23.31,"2,850",479,"5,894.54",-426,"-5,244.29",0,0
명성티엔에스,신규상장,KQ,"20,000",2018-09-13,"28,600","26,450","15,250","17,850",24.14,10.25,26.11,2.19,16.71,31.08,13.05,"7,217,964","7,217,964","190,627,305,150","6,370,000",1.133118,"182,182,000,000",26.31,"6,650",857,"20,950.03",-831,"-20,510.90",0,0
엔피,신규상장,KQ,"2,000",2018-09-13,"2,040","2,070","2,035","2,030",,,,,,,,"781,404","781,404","1,590,403,025","7,550,000",0.103497,"15,402,000,000",1.22,25,276,560.46,-297,-602.59,0,0
지티지웰니스,신규상장,KQ,"11,000",2018-09-21,"7,180","5,328","3,146","5,404",29.1,5.57,23.4,2.62,-49.41,36.98,6.77,"7,810,667","47,241","394,916,455","5,652,665",0.701113,"79,985,209,750",29.7,"4,900",627,"10,527.14",-535,"-8,911.58",0,0
더블유에스아이,신규상장,KQ,"2,000",2018-09-21,"2,110","2,105","2,050","2,085",,,,,,3.87,3.28,"1,476,242","1,476,242","3,123,074,275","4,330,000",0.340933,"9,136,300,000",3.75,80,680,"1,434.03",-675,"-1,422.76",0,0
크리스에프앤씨,신규상장,KQ,"30,000",2018-10-01,"24,000","22,700","25,150","25,750",7.12,1.96,6.14,0.85,7.75,8.37,2.31,"2,765,215","2,765,215","75,138,692,050","11,715,480",0.236031,"281,171,520,000",22.22,"6,000",805,"22,453.72",-808,"-22,481.46",0,0
푸드나무,신규상장,KQ,"24,000",2018-10-04,"34,000","24,650","19,900","24,700",45.58,26.26,52.09,5.14,42.09,58.98,33.98,"3,239,970","3,239,970","135,442,419,700","6,806,034",0.476044,"231,405,156,000",48.74,"20,300",344,"15,772.99",-343,"-15,612.04",0,0
나우IB,신규상장,KQ,"8,500",2018-10-04,"7,180","4,920","4,330","5,250",9.78,1.08,8.25,3.92,-26.92,12.35,1.36,"4,115,230","4,115,230","34,454,267,260","9,480,000",0.434096,"68,066,400,000",32.2,"2,710",986,"8,509.09",-949,"-8,118.63",0,0
에스퓨얼셀,신규상장,KQ,"16,500",2018-10-15,"32,881","23,236","30,056","24,551",49.81,22.98,56.17,6.85,-105.64,69.51,32.07,"4,242,184","4,242,184","149,341,730,400","5,744,316",0.719488,"193,870,665,000",21.62,"8,000",265,"9,892.15",-258,"-9,610.54",0,0
로보티즈,신규상장,KQ,"19,600",2018-10-26,"19,600","16,200","15,100","17,500",82.98,5.18,82.39,8.25,-980.74,123.81,6.14,"2,988,967","2,988,967","68,472,466,000","11,251,000",0.265662,"220,519,600,000",41.94,"10,400",241,"6,221.03",-231,"-6,002.26",0,0
옵티팜,신규상장,KQ,"10,000",2018-10-26,"11,700","10,800","11,050","12,200",-88.4,10.83,-226.93,10,531,-106.16,13.01,"15,149,648","15,149,648","151,361,000,010","14,217,258",1.065582,"166,341,918,600",32.03,"3,230","1,224","11,229.27","-1,105","-10,143.87",0,0
네온테크,신규상장,KQ,"2,000",2018-10-31,"2,010","2,025","2,020","2,050",,,,,,45.16,0.69,"697,681","697,681","1,400,502,610","4,840,000",0.144149,"9,728,400,000",0.75,15,332.0,665.35,-299.0,-599.34,0.0,0.0
엘앤씨바이오,신규상장,KQ,"24,000",2018-11-01,"8,983","6,500","6,917","8,967",39.03,9.57,36.73,8.18,38.37,51.95,11.6,"17,277,066","17,277,066","165,588,898,900","7,234,332",0.796068,"194,965,247,400",17.68,"5,100",614,"17,577.42",-553,"-15,851.84",0,0
노바텍,신규상장,KQ,"10,000",2018-11-02,"9,150","9,500","10,025","9,375",16.6,4.36,16.23,3.1,7.8,21.3,5.33,"5,668,450","5,668,450","44,877,176,900","4,626,800",0.612567,"84,670,440,000",25.93,"4,200",718,"10,550.92",-769,"-11,591.07",0,0
대보마그네틱,신규상장,KQ,"31,000",2018-11-06,"29,308","35,571","31,462","26,302",38.79,21.14,39.74,11.08,38.65,50.29,26.2,"2,891,071","2,891,071","90,465,086,300","3,232,600",0.448063,"189,107,100,000",20.7,"13,000",88,"5,518.12",-83,"-5,222.42",0,0
셀리버리,신규상장,KQ,"25,000",2018-11-09,"14,355","13,730","13,155","29,010",-47.82,30.27,-63.29,60.71,-320.19,-58.26,36.52,"11,968,543","11,968,543","184,727,769,250","7,148,321",0.837448,"205,156,812,700",17.28,"5,400","1,017","32,030.60",-356,"-11,237.56",0,0
노바렉스,신규상장,KQ,"19,000",2018-11-14,"20,100","15,200","17,800","22,600",18.94,2.96,14.48,1.9,14.45,22.33,3.49,"2,992,520","2,992,520","68,457,907,300","9,003,740",0.332364,"180,975,174,000",25.33,"5,800",504,"12,089.95",-496,"-11,872.77",0,0
에이치앤비디자인,신규상장,KQ,"10,100",2018-11-15,"15,200","11,700","11,950","10,400",15.38,4.38,15.92,1.12,-10.49,18.18,5.18,"4,473,815","4,473,815","81,405,844,850","2,660,910",1.68131,"40,445,832,000",42.42,"7,700",702,"13,730.76",-541,"-10,649.47",0,0
디케이앤디,신규상장,KQ,"6,000",2018-11-20,"6,230","4,340","4,610","4,375",21.56,1.08,10.87,0.65,8.68,30.31,1.29,"8,572,193","8,572,193","58,990,111,490","7,601,025",1.127768,"47,354,385,750",23.03,"1,590","1,368","9,741.08","-1,194","-8,565.83",0,0
아주IB투자,신규상장,KQ,"1,500",2018-11-21,"1,150","1,030","1,075","1,260",9.52,0.95,9.6,1.78,-12.91,10.47,1.04,"23,384,126","23,384,126","29,700,814,225","118,714,050",0.196979,"136,521,157,500",24.81,320,"6,491","8,518.85","-6,260","-8,210.15",0,0
파멥신,신규상장,KQ,"60,000",2018-11-21,"22,764","28,347","26,379","24,195",-49.97,150.99,-81.54,"1,552.35",-127.52,-66.76,189.79,"9,972,948","9,972,948","222,250,041,300","6,805,637",0.524496,"432,838,513,200",15.83,"9,800",565,"34,742.17",-413,"-25,232.96",0,0
싸이토젠,신규상장,KQ,"17,000",2018-11-22,"15,600","11,900","12,100","10,700",-23.05,14.5,-49.53,293.3,-27.71,-33.54,18.57,"3,238,564","3,238,564","53,969,354,200","5,633,864",0.574839,"87,888,278,400",15.25,"2,550",596,"10,287.13",-562,"-9,704.25",0,0
디알젬,신규상장,KQ,"6,500",2018-11-22,"6,760","7,720","7,290","11,300",16.38,4.22,17.73,1.33,27.4,19.18,4.89,"6,611,032","6,611,032","48,547,551,760","11,325,610",0.583724,"76,561,123,600",22.8,"1,740","1,045","8,015",-725,"-5,657.76",0,0
티앤알바이오팹,신규상장,KQ,"18,000",2018-11-28,"12,500","9,100","10,650","17,650",-19.18,8.92,-23.5,191.89,-20.9,-25.01,11.19,"2,285,719","2,285,719","32,367,827,250","8,118,084",0.281559,"101,476,050,000",26.39,"3,800",489,"7,112.09",-424,"-6,198.27",0,0
네오펙트,신규상장,KQ,"11,000",2018-11-28,"6,797","7,283","6,091","5,826",-13.14,-3.72,-40.47,12.95,-8.04,-20.56,-5.25,"5,351,591","5,351,591","41,263,511,840","11,718,545",0.403129,"90,232,796,500",27.61,"2,450","1,272","11,459.05",-960,"-8,767.48",0,0
남화산업,신규상장,KQ,"3,700",2018-11-29,"7,290","9,750","7,350","8,000",14.93,1.08,11.86,8.98,19.61,17.57,1.28,"4,953,738","4,953,738","30,996,114,930","20,588,000",0.240613,"150,086,520,000",27.99,"1,790",923,"5,257.32","-1,199","-7,231.02",0,0
티로보틱스,신규상장,KQ,"16,000",2018-11-29,"6,530","4,799","6,905","5,905",5.76,4.34,10.52,0.6,24.86,9.64,5.28,"8,671,395","8,671,395","58,403,301,150","5,399,459",0.803617,"70,462,939,950",29.01,"3,800",556,"7,142.32",-538,"-6,925.39",0,0
엠아이텍,신규상장,KQ,"4,500",2018-11-29,"4,770","3,430","4,185","4,900",55.22,6.07,47.68,5.03,117.57,63.85,7.01,"39,679,150","39,679,150","178,250,611,305","27,456,200",1.44518,"130,966,074,000",40.05,"1,745","4,114","16,846.05","-3,959","-16,213.79",0,0
윙입푸드,신규상장,KQ,"2,000",2018-11-30,"2,340","1,450","2,290","1,995",4.19,1.56,2.99,0.84,3.74,5.64,2.1,"24,648,855","24,648,855","52,771,558,875","40,409,095",0.609983,"94,557,282,300",35.18,700,"7,981","16,781.86","-7,653","-16,107.15",0,0
베스파,신규상장,KQ,"35,000",2018-12-03,"30,000","25,350","28,450","20,250",20.46,107.36,39.9,3.77,17.79,41.78,219.21,"2,278,449","2,278,449","75,543,755,950","7,986,521",0.285287,"239,595,630,000",22.22,"7,500",578,"19,324.91",-426,"-14,426.36",0,0
에코캡,신규상장,KQ,"4,200",2018-12-05,"5,330","3,990","3,720","3,630",15.85,1.23,12.65,0.52,24.84,27.89,2.16,"12,358,031","12,358,031","61,621,074,990","14,558,800",0.848836,"77,598,404,000",26.09,"1,230","2,882","13,763.34","-2,604","-12,402.28",0,0
원바이오젠,신규상장,KQ,"2,015",2018-12-05,"2,015","2,025","2,050","2,120",,,,,,31.52,0.9,"822,312","822,312","1,660,033,280","3,720,000",0.221052,"7,495,800,000",0.99,20,201,406.93,-202,-408.95,0,0
대유에이피,신규상장,KQ,"3,000",2018-12-07,"4,935","5,430","5,160","6,900",6.07,1.63,5.4,0.19,8.64,8.26,2.21,"17,930,448","17,930,448","119,882,847,845","10,884,000",1.647413,"53,712,540,000",46.64,"2,950","1,825","12,773.30","-1,738","-12,196.45",0,0
이노메트리,신규상장,KQ,"26,000",2018-12-12,"14,799","12,470","14,398","16,527",82.18,15.39,90.31,6.88,30.98,121.17,22.7,"4,944,488","4,944,488","85,742,603,750","4,825,108",0.513204,"142,581,941,400",39.24,"14,400",585,"21,126.55",-544,"-19,766.97",0,0
