,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31,model_set_32,model_set_33,model_set_34,model_set_35
정확도,0.7935483870967742,0.8102189781021898,0.8308823529411765,0.8345864661654135,0.84251968503937,0.8583333333333333,0.8727272727272727,0.8363636363636363,0.84,0.8631578947368421,0.90625,0.7745098039215687,0.797979797979798,0.8407079646017699,0.819672131147541,0.832258064516129,0.832258064516129,0.8525641025641025,0.81875,0.8411764705882353,0.8522727272727273,0.8162162162162162,0.8080808080808081,0.850828729281768,0.8429319371727748,0.8540540540540541,0.8324324324324325,0.7931034482758621,0.7931034482758621,0.8181818181818182,0.8095238095238095,0.8021390374331551,0.8118279569892473,0.8135593220338984,0.8202247191011236,0.8052631578947368
정밀도,0.836336253646567,0.8494141304871714,0.863416453537937,0.8658235978963427,0.8704385742104818,0.8860169491525424,0.8976964212258328,0.8700668896321071,0.8713006535947713,0.881640866873065,0.9193936314363143,0.7907920291590177,0.8092508664356173,0.8299795536538963,0.8207890470185553,0.8241935483870968,0.824967741935484,0.8420046620046622,0.8189315296901893,0.8251125023244282,0.8745629370629371,0.8499455259047294,0.7931809340373843,0.8773894289006412,0.8689393512903055,0.8765976939795909,0.8613200956058099,0.784732283718085,0.6969658553076403,0.8542175243303063,0.8497263742546761,0.8441072997121831,0.7702397944618898,0.7620491785140696,0.8534346816173107,0.8421813274444853
재현율,0.7935483870967742,0.8102189781021898,0.8308823529411765,0.8345864661654135,0.84251968503937,0.8583333333333333,0.8727272727272727,0.8363636363636363,0.84,0.8631578947368421,0.90625,0.7745098039215687,0.797979797979798,0.8407079646017699,0.819672131147541,0.832258064516129,0.832258064516129,0.8525641025641025,0.81875,0.8411764705882353,0.8522727272727273,0.8162162162162162,0.8080808080808081,0.850828729281768,0.8429319371727748,0.8540540540540541,0.8324324324324325,0.7931034482758621,0.7931034482758621,0.8181818181818182,0.8095238095238095,0.8021390374331551,0.8118279569892473,0.8135593220338984,0.8202247191011236,0.8052631578947368
f1_score,0.7698508329610949,0.7864716460132263,0.8084219303731499,0.8189793096980601,0.8315053418482244,0.8441445537666467,0.8664733058014237,0.8244969725116015,0.8309229631128366,0.8573671566303145,0.9032402578589019,0.7512551642730673,0.779033099126557,0.8174071492242032,0.8035063102300553,0.8125007799338615,0.8120144777056238,0.8322272701884115,0.7878768252887971,0.8149976374958587,0.8351608067741737,0.7943864618224347,0.7746491900664026,0.8298826601879122,0.8144194574329361,0.8345594165594166,0.797000364119008,0.7466108712367657,0.7295297920834264,0.7773515504637415,0.7774080033001127,0.7564241901366484,0.767974710886075,0.7710456499841,0.798606289012516,0.7752896310243608
정확도,0.2727272727272727,0.24,0.22727272727272727,0.3055555555555556,0.3225806451612903,0.4838709677419355,0.3783783783783784,0.5106382978723404,0.4782608695652174,0.3508771929824561,0.36507936507936506,0.2916666666666667,0.3076923076923077,0.3382352941176471,0.36666666666666664,0.19607843137254902,0.25,0.43333333333333335,0.38666666666666666,0.43103448275862066,0.4098360655737705,0.3508771929824561,0.38,0.38461538461538464,0.36065573770491804,0.3559322033898305,0.359375,0.3125,0.34375,0.2459016393442623,0.359375,0.3114754098360656,0.3055555555555556,0.35294117647058826,0.3023255813953488,0.5789473684210527
정밀도,0.09090909090909091,0.06,0.056818181818181816,0.3090277777777778,0.388218793828892,0.36982730531117625,0.5272267341232858,0.3705833493067536,0.3717559824738793,0.24326059050064186,0.23467643467643468,0.08506944444444445,0.09846153846153846,0.22093930410360432,0.28569696969696967,0.1655773420479303,0.32953950811093663,0.35207631874298534,0.3186510263929619,0.4355787222667735,0.3596621957277695,0.2825484764542936,0.39285714285714285,0.29667999021127334,0.2664672869590903,0.2309551964262252,0.21440972222222224,0.22209709709709713,0.251953125,0.17770491803278687,0.22251674107142858,0.1912568306010929,0.279708853238265,0.29377068431728404,0.31120801033591733,0.3859649122807018
재현율,0.2727272727272727,0.24,0.22727272727272727,0.3055555555555556,0.3225806451612903,0.4838709677419355,0.3783783783783784,0.5106382978723404,0.4782608695652174,0.3508771929824561,0.36507936507936506,0.2916666666666667,0.3076923076923077,0.3382352941176471,0.36666666666666664,0.19607843137254902,0.25,0.43333333333333335,0.38666666666666666,0.43103448275862066,0.4098360655737705,0.3508771929824561,0.38,0.38461538461538464,0.36065573770491804,0.3559322033898305,0.359375,0.3125,0.34375,0.2459016393442623,0.359375,0.3114754098360656,0.3055555555555556,0.35294117647058826,0.3023255813953488,0.5789473684210527
f1_score,0.13636363636363635,0.09600000000000002,0.09090909090909091,0.18165784832451498,0.2640107031366136,0.4094106233325248,0.2839035048337374,0.4244304517834524,0.3536490683229814,0.281590854965468,0.2737573099415204,0.13172043010752688,0.14918414918414918,0.266890756302521,0.31725427350427354,0.11737282325517619,0.14525641025641026,0.37039337474120076,0.32989889263360617,0.3738244514106583,0.36481244790219497,0.2970216238270094,0.30827067669172925,0.3261217948717948,0.2960430670032544,0.2728556753980483,0.24934071729957802,0.2565934065934066,0.2897727272727273,0.20566454656752964,0.27052419354838714,0.19747627264883516,0.24600764732343677,0.32018227009113504,0.2793085947995343,0.46315789473684216
