,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31,model_set_32,model_set_33,model_set_34,model_set_35
매출총이익률,0.06572237995651051,0.057220728365492565,0.058201498919481294,0.05642583893747252,0.05327631372751128,0.051903022452840376,0.056848019870963266,0.05095246696112639,0.06048777134445447,0.05090828581383516,0.05860880241862233,0.0897903918300616,0.08104709187683391,0.08308857671476443,0.0697158114434955,0.0717160613565521,0.0630572324182407,0.07256788837748146,0.07625374981572766,0.05788722486428518,0.061515671642814726,0.05537097226790863,0.061389753105835075,0.058123269886836734,0.06403731662685777,0.05690163841042004,0.05436207896379633,0.0517249981861072,0.05980915604144805,0.05333577016292494,0.053620887359487765,0.04746060287649887,0.04727700292226583,0.050956533073757054,0.04885840923020955,0.05132306936991413
유동비율,0.0754529365089451,0.08338934647144557,0.07899561760912079,0.08204292339977111,0.0822244264764363,0.06757238686294596,0.06627964603747995,0.06135022661282901,0.05801448142840646,0.05797022481125902,0.05878754397442493,0.07951980069087401,0.0570984419978181,0.056020778750657606,0.06443024584385793,0.058503089718660375,0.058411037906341313,0.06285831600287108,0.05505309175281912,0.04812202773225457,0.055087890672818295,0.05247194258608387,0.05659273704394462,0.05421580491481302,0.052648381446263395,0.05735090882700371,0.059691296475364836,0.05277369171527173,0.05901205892657293,0.07059148724400431,0.06626976272377773,0.06390189502027754,0.06336443398106126,0.061727496966506645,0.05821174467473126,0.06647969730181824
부채비율,0.07570330943156127,0.07005792839166866,0.08967871658349542,0.08552473624011439,0.0986641293126601,0.08566395103366752,0.06759501298739663,0.0669415135029879,0.07298040464377657,0.07225623996223077,0.06450975645997714,0.07035176487679949,0.0526684289728466,0.050414803758686476,0.04966508812721707,0.042303282949606745,0.04514446212897595,0.04267573104798446,0.039270968002566825,0.047312238960010376,0.04693765418051958,0.0441106528459989,0.04727964451690648,0.04573901566876593,0.04641648363704264,0.05030576759761891,0.04990306705091387,0.05563987412171944,0.05553815277083638,0.060981400004577566,0.057732497265888326,0.058216222057272324,0.047121534500147375,0.049050748692752645,0.043835411213115634,0.049606474120309475
매출액증가율,0.05838257289679252,0.06560448157066424,0.06388766661493876,0.061987486870829465,0.06188997304301083,0.06316477855382478,0.0672696602292967,0.0641271506949644,0.05975620228091592,0.060816826954869486,0.057902236529338263,0.07269970439474935,0.06927612561563655,0.05725509719345809,0.06031354264467685,0.06022293542219773,0.05905202685674349,0.05100003970318402,0.05047143586678116,0.06269262441879504,0.061258609061518324,0.06330107470351272,0.059498451331645955,0.059142099509060166,0.06059682315955683,0.0579226492899875,0.05059657602888404,0.059291955447816916,0.054820003516920186,0.054265428154707085,0.0663892323872323,0.05735944878775309,0.052996680208175106,0.058150103616610174,0.05841353946269279,0.05470105227116372
1개월 후 PER,0.07311043903962688,0.06925627689912421,0.06677027460531211,0.06313452739332887,0.05884327054522952,0.05947924487651054,0.06231028205745705,0.05621815392066444,0.04805952299592132,0.05448864105608086,0.06701977920009392,0.06179546710023241,0.06918117228580227,0.06508582236678635,0.07084939452657243,0.06618011805211116,0.07133353046773651,0.06541833342755811,0.0679806442868516,0.0838327862437146,0.07163303073523984,0.07448816818236795,0.08683863139833396,0.0799183599695004,0.0698891287456179,0.07243203121260011,0.08163660832174516,0.07360633308384103,0.06452670841974553,0.06627137549091452,0.06585299697927285,0.05531997698353923,0.06649501403181608,0.0689753485180423,0.07833374040837456,0.06449602821091419
1개월 후 PBR,0.08152777824486643,0.0818583203742539,0.10044180504646631,0.1055723273318176,0.0823359840469336,0.08092736217541328,0.07424521150306454,0.08244636561725158,0.09209742498409464,0.07944140251796966,0.08803691472742807,0.06513877520267686,0.06623540838274662,0.06667965279006499,0.06714936248199306,0.07410370550496034,0.07191934224968698,0.07666097075938307,0.07727747287961505,0.07338176123951977,0.07823695960955729,0.08742683747088352,0.10659378862608672,0.11291000044644138,0.10265147747672117,0.10162596941258048,0.0953848229971426,0.08479144618062211,0.08667015039639722,0.09430295654819086,0.0860796876159181,0.0781816044609249,0.07351946616444253,0.06489050889734292,0.059743205526011596,0.06483502956611376
1개월 후 EV/EBITDA,0.05787555792210013,0.048980324109415295,0.05382988512682676,0.05687495458234512,0.05911860813583051,0.056874531592065264,0.04481309699189741,0.054863490612604086,0.0611042701412455,0.06196710216678862,0.047628475833194336,0.06631490982826074,0.06433754098665403,0.07246512084474277,0.09027041933126638,0.06377753435356297,0.0646063197254198,0.06236826602077855,0.06789166233221557,0.08041433375386793,0.06703798548538195,0.07367241325975231,0.06566426666657006,0.06603652140092871,0.060767299316987634,0.06522451768510738,0.0800957572613947,0.08216943362704454,0.0730392810703821,0.07110227184278356,0.06886023276238912,0.06229208384237595,0.06550369744132453,0.06852801610298147,0.08042671990796597,0.07591090222205656
1개월 평균 거래량회전율,0.064000106817862,0.06194919235146335,0.06579869581677887,0.06737525141230838,0.05797928619734837,0.06137591646382126,0.060627987269823214,0.058170358170007395,0.0461870493098183,0.05177262438682681,0.05498145120232795,0.057133635556695074,0.05235600082613024,0.04913463942853932,0.04614966129875691,0.0637239459902077,0.06888398335234859,0.07469845726730943,0.07307273548151584,0.08452902947801176,0.08726674287262946,0.08625851769849345,0.07532162920273398,0.07652856476162499,0.0808408626125061,0.07644270370705453,0.07877529211207089,0.06601621962301228,0.06927421342455806,0.0642937197659299,0.06541289632770755,0.0745703667424325,0.06950029857227774,0.06467238725096812,0.061052099275240544,0.06767027633750823
1개월 평균 일중변동률,0.05403047434588885,0.053318887614571375,0.059966953209544475,0.053492492853096325,0.06123403737527196,0.06380752654607276,0.05849679478301196,0.05793729588742042,0.057108590106178185,0.06751086673231459,0.0716181906487973,0.05746233388522808,0.08034679298578198,0.11608210069170898,0.11169215583353441,0.12658572371027527,0.12084281977086983,0.1177228827800611,0.12061558441356485,0.10097136385432193,0.10195362908998151,0.09537648206276787,0.0903477539688108,0.10473911767597537,0.10148664763237812,0.09556664786379183,0.09106624093315636,0.09444192261791581,0.09457116282191295,0.08798427632841757,0.09301444450993863,0.09715048544680646,0.09343378143179557,0.09047020415267987,0.09585101046299235,0.08973720941472726
1개월 시가총액회전율,0.0628295218216457,0.05277804740012765,0.06198701271399313,0.06223786572467863,0.06488611270156344,0.05362996931647656,0.06240794446971997,0.05457138885648967,0.05622803594323266,0.05644625582898157,0.055139146647382786,0.0564950048983144,0.06574835059655275,0.054209610259688734,0.047634741859557975,0.06692607424352318,0.07079783427746095,0.07767895482083617,0.07417228833284055,0.07524427868106195,0.08200276760078892,0.08206838382780941,0.07381404326888502,0.07707333944424263,0.07071938863347724,0.08281648043486706,0.07438731273007379,0.06769532531199968,0.06833141181842618,0.06253233420570617,0.06333933431330875,0.06666888004089663,0.06421021946635702,0.06098108086807013,0.06243671928820573,0.05931577795738979
