,0_1_¸ðµ¨ Æò°¡.csv,0_3_¸ðµ¨ Æò°¡.csv,0_6_¸ðµ¨ Æò°¡.csv,1_3_¸ðµ¨ Æò°¡.csv,3_6_¸ðµ¨ Æò°¡.csv,end_1_¸ðµ¨ Æò°¡.csv,end_3_¸ðµ¨ Æò°¡.csv,end_6_¸ðµ¨ Æò°¡.csv
0_1_¸ðµ¨ Æò°¡.csv,0.0,-1.2307739411138343,-0.9886032508940178,-10.673787529438743,-7.963908622840538,-4.507254772107314,-2.149010723209109,-1.0121738120414685
0_3_¸ðµ¨ Æò°¡.csv,1.2307739411138343,0.0,0.14032345663910045,-12.156968845267894,-8.112405983114682,-4.034827004389541,-1.1798594071764854,0.20672905884918047
0_6_¸ðµ¨ Æò°¡.csv,0.9886032508940178,-0.14032345663910045,0.0,-10.223715670741734,-7.341052601698767,-3.6911384352553793,-1.1594924587268494,0.04566759046834486
1_3_¸ðµ¨ Æò°¡.csv,10.673787529438743,12.156968845267894,10.223715670741734,0.0,1.208017634982015,5.983588827655985,9.969014221960535,11.494552279659166
3_6_¸ðµ¨ Æò°¡.csv,7.963908622840538,8.112405983114682,7.341052601698767,-1.208017634982015,0.0,3.8169753690540396,6.7368732605803014,7.9318484890559136
end_1_¸ðµ¨ Æò°¡.csv,4.507254772107314,4.034827004389541,3.6911384352553793,-5.983588827655985,-3.8169753690540396,0.0,2.7965962085031517,4.028658575140418
end_3_¸ðµ¨ Æò°¡.csv,2.149010723209109,1.1798594071764854,1.1594924587268494,-9.969014221960535,-6.7368732605803014,-2.7965962085031517,0.0,1.3123389021500662
end_6_¸ðµ¨ Æò°¡.csv,1.0121738120414685,-0.20672905884918047,-0.04566759046834486,-11.494552279659166,-7.9318484890559136,-4.028658575140418,-1.3123389021500662,0.0
