,0_1_¸ðµ¨ Æò°¡.csv,0_3_¸ðµ¨ Æò°¡.csv,0_6_¸ðµ¨ Æò°¡.csv,1_3_¸ðµ¨ Æò°¡.csv,3_6_¸ðµ¨ Æò°¡.csv,end_1_¸ðµ¨ Æò°¡.csv,end_3_¸ðµ¨ Æò°¡.csv,end_6_¸ðµ¨ Æò°¡.csv
0_1_¸ðµ¨ Æò°¡.csv,1.0,0.22305628746489461,0.32669984042642863,3.33047049394087e-14,4.570999973811331e-11,2.97387968414897e-05,0.035545539111813546,0.31538883159603975
0_3_¸ðµ¨ Æò°¡.csv,0.22305628746489461,1.0,0.8888593209769584,4.63395479052924e-18,4.2306647079464247e-11,0.00015244180884680072,0.24256345796581802,0.8368988904097758
0_6_¸ðµ¨ Æò°¡.csv,0.32669984042642863,0.8888593209769584,1.0,7.144881896092481e-14,5.51265597418687e-10,0.00047311028181547965,0.25070151116369416,0.9637219712540339
1_3_¸ðµ¨ Æò°¡.csv,3.33047049394087e-14,4.63395479052924e-18,7.144881896092481e-14,1.0,0.23274068320076896,2.1139586853098933e-07,6.083407345321601e-14,5.2245278319299447e-17
3_6_¸ðµ¨ Æò°¡.csv,4.570999973811331e-11,4.2306647079464247e-11,5.51265597418687e-10,0.23274068320076896,1.0,0.0003144012646436487,6.123575360424628e-09,5.195692468459895e-11
end_1_¸ðµ¨ Æò°¡.csv,2.97387968414897e-05,0.00015244180884680072,0.00047311028181547965,2.1139586853098933e-07,0.0003144012646436487,1.0,0.006868602384895876,0.0001556413405957107
end_3_¸ðµ¨ Æò°¡.csv,0.035545539111813546,0.24256345796581802,0.25070151116369416,6.083407345321601e-14,6.123575360424628e-09,0.006868602384895876,1.0,0.19424357294135364
end_6_¸ðµ¨ Æò°¡.csv,0.31538883159603975,0.8368988904097758,0.9637219712540339,5.2245278319299447e-17,5.195692468459895e-11,0.0001556413405957107,0.19424357294135364,1.0
