,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31,mean
buy_sell¼öÀÍ·ü,-0.15988561536363635,-0.0614540646842105,-0.24912220040740737,0.3335661652702703,0.3864768683214285,0.19669307735135133,-0.1601486561111111,-0.0022348072093023325,0.033694080191489374,0.04260094217241378,0.015828132885714278,-0.019454177533333346,0.13238192752631575,0.02434571855555555,0.027965861142857134,-0.0695258418181818,-0.08240778016216217,0.01737236123255814,-0.041566650620689656,-0.05538314811428572,-0.1074353985769231,-0.019655989117647057,0.05680214550000001,0.09118888192307692,-0.016113050857142874,0.07651073636363637,0.09567876631578948,0.10494153070588236,0.0648747162037037,0.13451361057894737,0.07672776135294117,0.10387040142857142,0.030363947013952175
buy¼öÀÍ·ü,0.38811630799999997,0.4114023376666667,-0.061737852700000005,0.3335661652702703,0.47256832944999994,0.23490026727272725,0.017606782235294115,0.0015671416341463311,0.030644035459459474,0.11649450639999999,0.28187275725,-0.1159653186,,,0.05059989662499999,-0.13446136859999996,-0.11517957468181819,0.008398238466666662,-0.09577567394117648,-0.08311666666666667,-0.08155025772222221,-0.166016637,-0.13913198033333332,-0.1888655487142857,-0.11317085366666668,-0.06247678325,0.027158138133333332,0.09190911216666668,-0.03608528590625001,0.0842291976,-0.2010271947142857,,0.03298180059081126
all¼öÀÍ·ü,0.1192887874,0.09776529419999999,0.1288982936111111,0.28968957195652173,0.2939778540888889,0.20457979603571427,0.11398604931147542,0.020577141915492963,0.007958743883116882,0.034979454970149246,0.0761255453,-0.012210830274509808,0.011563848634615393,0.031042583333333353,0.06172815429333333,0.02095795722413793,0.030557335150000007,0.001038751642857145,-0.07889819165957447,-0.03657693562903225,-0.03462938779310344,-0.06046172499999999,-0.061077147516129034,-0.07709686061290322,-0.06228368480952381,-0.03948208383333333,-0.025967258750000007,-0.027188709327586207,-0.10376107615942029,-0.09984199829230768,-0.11663520674999998,-0.1882595271578947,0.016260766855794664
