,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.08800357738009353,0.10323392505572164,0.10361401635637003,0.09801443123302322,0.08875788866562566,0.09826260369774248,0.08300771854189587,0.06389812111527973,0.06664806601750138,0.07606152035993698,0.07516048175886367,0.07859893278086047,0.08354023476601781,0.07446177760157625,0.06368289512505129,0.06936347183931778,0.07079703359377396,0.06535032577060673,0.0671910611883279,0.06976916319352469,0.06345534833421305,0.06558873519293368,0.06227542940082748,0.07752852492420512,0.07560175313928315,0.07185826858065103,0.06841981948012181,0.05158613887972488,0.05574794406990718,0.05857589023980246,0.05640765881771218,0.05076437530739241
유동비율,0.09442869848497841,0.09399134258110389,0.09301943301066122,0.08258288323656343,0.09971882500944963,0.09607614088062133,0.10424520147049651,0.09389294733225503,0.09789259868804677,0.11058786037431532,0.09999675657243397,0.08134467983676062,0.08210313601214532,0.07086647324291433,0.07706824793845338,0.07172874193693338,0.07806939009748332,0.07735862738908646,0.07708301970848877,0.07763540298152811,0.07349514478098983,0.0752243683926447,0.07882235256468864,0.09918282737438655,0.09069755508091831,0.1071929484869524,0.101846137974589,0.12509493598054583,0.1110969062169799,0.10955756541766133,0.10625745544317938,0.09432396398786942
부채비율,0.0665186508796591,0.0789058376847058,0.07694913625000752,0.08717976112452121,0.08716418142256956,0.09168844819625653,0.09800070832625905,0.08070333600348721,0.09113411864670527,0.0966031543541216,0.10235001971904464,0.08133213473842009,0.08001775758166157,0.07551650903201293,0.07961177658146477,0.07551065629833394,0.0848709578313761,0.08416719903736078,0.08462085076438523,0.07771719319134675,0.0809349141793442,0.09317875425223227,0.08071720006667243,0.09126169519136365,0.0901032010025799,0.10308204778725973,0.10395608973236453,0.10088084311556687,0.10664267149874886,0.12062686161076751,0.10325456872033933,0.08977780477790782
매출액증가율,0.08909985598648779,0.09612495486934348,0.08547005196194678,0.09348754794673907,0.09281352917157086,0.08854569793347104,0.091687240556413,0.0879698154308953,0.09022582147830481,0.09788391712896942,0.09602080701781562,0.10274728437264977,0.10290153297919985,0.10344150048185788,0.09096773179289688,0.09041008779684155,0.08933741659083937,0.07729840406167957,0.07743014291394232,0.07484095697460044,0.07262093605895718,0.07671462354379378,0.07876162873852538,0.06946753126156387,0.07158639222685358,0.07151700410515964,0.07157302633426538,0.07956911072668843,0.08064761033265415,0.07237745445953399,0.07721392112834426,0.07357693335574633
IPO_PER,0.07273703296564561,0.09193172271547774,0.09181577528990213,0.09198130476593115,0.08505151290779694,0.08671292759384061,0.09678004888001801,0.12343482145658792,0.14724646403368793,0.16508303621710563,0.15779037695174827,0.1392381605612866,0.1454495845554905,0.12976700781569717,0.12813285413314573,0.1119276163475426,0.10630370495981226,0.12071312276390823,0.10984305137159621,0.10447451447373106,0.09877001343344446,0.100974927446552,0.10013167260666123,0.0802400748896931,0.09301331263673082,0.08611752816421285,0.09012367830869522,0.07960365544381734,0.092832497945929,0.09032641448310277,0.08176808696154499,0.09141835678572963
IPO_PBR,0.07860823944604854,0.08076558740827652,0.09113004385867925,0.08628965607208322,0.08578783336117686,0.0912667422601592,0.10390855036801502,0.1012762491056486,0.10362288727077966,0.09463241518181731,0.09836297501682582,0.10972009692559355,0.10527378386762527,0.10052086888077488,0.0985580523077778,0.10145843960834867,0.10179894694649366,0.10302324937170833,0.10909898959775292,0.11138288702019725,0.1242070202628085,0.13085083453005694,0.13989023735218628,0.13363435468016838,0.14011643885443267,0.12737618505218454,0.11593295061158614,0.11533832931300399,0.10765704810343626,0.11306379942805288,0.11583689636093097,0.0944290036266562
IPO_EV/EBITDA,0.08294737420468264,0.09578000509954701,0.08715948450013768,0.08638898714261208,0.08212648477645793,0.07796581894231559,0.08887705542981614,0.09682399258201473,0.09931040684694155,0.09435920035123666,0.11683055576775409,0.11604282856474966,0.11703907778248675,0.11830891084260667,0.10857248139480083,0.10879750050885804,0.09938571311584116,0.1044086422504585,0.10422039965272337,0.10188016433411168,0.10290666006697569,0.10706099792481519,0.11707705554392799,0.12377820829215365,0.12125034012101535,0.12798803548436835,0.13752815995498704,0.12563583093037753,0.12439176422285705,0.12027418171014587,0.12366542444443769,0.09955343319232779
1년전 대비 시장 회전율,0.10071701856630287,0.1003882392866339,0.10972977027233705,0.09293182333481234,0.09525365207941866,0.0902890344234143,0.07511281649222036,0.07657534037363357,0.06147922113677833,0.06397889773485273,0.0707467216043114,0.07543025219529745,0.07608874828630714,0.09203495051013423,0.09181114016653713,0.10331845611703387,0.11052295023224336,0.11839947839060087,0.11215308019926569,0.12136344806879595,0.10432529427083118,0.09595420059457717,0.08821841362373126,0.07568134459421742,0.061843930989931455,0.06179912039048191,0.07334366802791151,0.08376783444504489,0.07640180580845418,0.06501410462460676,0.0814825741042174,0.09482082915295895
1년 전 대비 시장수익률,0.1697924165867495,0.08011214639473023,0.07885684435094246,0.08444628173376563,0.0896262322319435,0.08161295937410785,0.08011432698105907,0.08642462898840705,0.07625727902849824,0.06482633709407963,0.06205574247513903,0.06503764473951139,0.0561204389173896,0.0717584970187184,0.06161748959154726,0.07513336796018279,0.06805552593236691,0.06610108391649973,0.06849525095662076,0.06473354739188998,0.07091391411639156,0.07644579653226767,0.07419487651311188,0.08911402113890138,0.09202675403119746,0.0913906876303466,0.10203663825290377,0.09361439540198911,0.08560132082815171,0.07673452341177817,0.07904592955000594,0.0919857498870887
1년 전 대비 고객예탁금 증감률,0.08836737563973704,0.09164138071329021,0.08442643227409577,0.08560765880165871,0.08932327916610307,0.07345911206459994,0.07496480462419748,0.07635976664894885,0.060971256282000154,0.06528394699087958,0.06997904305567473,0.08599275275078928,0.0832112332263062,0.07873964180682015,0.0773681168593244,0.07403815727828827,0.07934373833711268,0.06671282101238492,0.0926654692823494,0.08183017258330183,0.10441555090263581,0.08785988226797432,0.08566665202212316,0.07682222139011825,0.0744570032325174,0.06702680887770866,0.05840997968475995,0.058019939585015334,0.06793590167882677,0.08957795634730172,0.089063139902528,0.11347588464748727
