,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.03212742769935478,0.011532676210327795,0.06284405953491512,0.031406871324873034,0.03539547186943475,0.08456230464175711,0.04305362466671613,0.045310148917447716,0.04871736337279914,0.06430642609244219,0.05175208216506482,0.05886873933176805,0.07430435617912061,0.046607181653849215,0.05967438050812875,0.05425359657761866,0.03359150183442787,0.03198048552291068,0.049160025480618236,0.04187632455617343,0.0767863443013701,0.08827497239007047,0.10131262213208374,0.08141056709578108,0.1298167560690507,0.09429346672715742,0.08062896642968208,0.12312901631743407,0.10060473071926224,0.11049394038676527,0.07280144638399938,0.08813468675195997
유동비율,0.05872697640397615,0.0557893500310644,0.06050763615581292,0.03428695051372778,0.08108891233867924,0.08456869525366985,0.03717977046646976,0.04778044747433182,0.06873881642442435,0.046230411399292765,0.04205682425485243,0.06049522545338746,0.04607826565804578,0.07420863324775588,0.04443868787039015,0.05531323122884736,0.06838758818477245,0.0583780346262125,0.056509678001794,0.06683257255298969,0.05921045291997198,0.04920131952162065,0.07456759040950925,0.08325744234152786,0.07987080923341194,0.09132673312814546,0.07882088801842696,0.05934348857717465,0.040498060718723035,0.04288215108379242,0.040127297270014566,0.05139079777760565
부채비율,0.032372621970297666,0.05156341765917915,0.11236114765822484,0.04885715719818329,0.10823826098358147,0.12821151958778693,0.06210762272634975,0.07205346881783523,0.0324263905907536,0.08629028082547319,0.06915788457907097,0.06198716599075151,0.09307045425721504,0.08651803477052299,0.06928296054831097,0.04526944381178637,0.062273415732335476,0.02270909449089749,0.030752912737468864,0.07676412984135897,0.06025754204074839,0.0746723356575797,0.10302518426374344,0.10240445821222764,0.1121544787178583,0.08603726019716817,0.10854646259145324,0.05448514185386569,0.04797751941761706,0.048791923536982085,0.0777360833848725,0.10045178033396064
매출액증가율,0.03886754028855795,0.061639833198183364,0.07766336538896139,0.022378193805712213,0.019135981221184897,0.027661089081609323,0.07528800752278468,0.033090888559784495,0.022665192887517588,0.0470538028739042,0.06460427162418768,0.0267073601334898,0.020406223607794337,0.029572051890734318,0.03424957700680078,0.02902039197481888,0.024514763582042517,0.04593375677333292,0.02262142254289988,0.020603939684660788,0.028559974775912336,0.024431484810464744,0.034345822479744624,0.044378387256787576,0.07141501949546869,0.0398063854695334,0.05273682398768628,0.046842992094676864,0.033895920124576526,0.04879880682322188,0.054588596964856295,0.05727380400223599
3개월 후 PER,0.035003101354085735,0.049082784317127065,0.01376384175876822,0.03580480022370166,0.02717592509095993,0.03152151500627971,0.03147163705030022,0.049024626455865104,0.05269855537906918,0.04811728699100508,0.07374951292442454,0.06433424041555168,0.05916426296942715,0.04822505715910993,0.03940011164529665,0.056128374242759314,0.0516936152319148,0.0693933406618376,0.04921547981519343,0.06896782109021878,0.06724093454003457,0.06421174008368125,0.0694176696249385,0.043415693425471635,0.03839745194381741,0.08489895087196493,0.05765734390834951,0.06597038121676076,0.045316801814042414,0.0417318732994849,0.04486953460876127,0.07023566042630182
3개월 후 PBR,0.11616006893701945,0.08141146245487442,0.07552052375544771,0.09956816232723864,0.04904722334492604,0.06748338032396364,0.07645044597216914,0.06414007456749346,0.07610266821229213,0.05270705676645288,0.0672538793919149,0.07839385159753395,0.09473231863301504,0.05760901355117312,0.05520772094091657,0.05621784781307266,0.06662590298243674,0.0633751565797268,0.05660952442089686,0.11673188856417695,0.0940832768519188,0.07868236823629411,0.06506764014301859,0.08350852149357436,0.08216495012516048,0.07400041589233855,0.04513615931299463,0.05555508152630022,0.0562945166877621,0.08042931421854774,0.07851486914486328,0.05030975556308508
3개월 후 EV/EBITDA,0.04174783403010408,0.07523495625333912,0.03720896068100885,0.00419628936089714,0.024573985148864386,0.02402703092702365,0.017341993351079513,0.030888353605616956,0.05047683394539114,0.036597438211996895,0.044786556250683215,0.04971198382424293,0.03944158846400052,0.045303450045764006,0.06924345614872437,0.04606260150337815,0.032048952927728226,0.036426860956406217,0.06810985020188888,0.04466435393501262,0.051274934046449394,0.03297187749041059,0.05098201753998465,0.02838624430778907,0.028477456674439,0.04006921809431471,0.04134399280539151,0.04420996050718783,0.052689567319326426,0.057169015498205925,0.05285884969611125,0.02592397302492672
3개월 평균 거래량회전율,0.1500043485808448,0.13553832272087227,0.06884389496535323,0.10144034333442634,0.08712204716541977,0.06447902560928913,0.08260985655649596,0.13123878798800878,0.07565961366586077,0.047472500836384615,0.06662594803342597,0.13245995781627395,0.14016712595781575,0.16201541315299886,0.16867974690084567,0.2006025089934327,0.20594706394372428,0.19924156975100604,0.10811213898667456,0.15704335671518174,0.17058974673124516,0.17074541966697646,0.14344107657344785,0.1256483662932381,0.1110082389385066,0.15722224268100482,0.14753699132022735,0.104304920760286,0.14121882930976656,0.1261516279876807,0.13748695480701467,0.0873721099626836
3개월 평균 일중변동률,0.08408761595017218,0.08656985719876052,0.06755457456498512,0.06996571053532233,0.09450336307021392,0.09107849117224764,0.06561417853242751,0.03361592786547736,0.019379483471639283,0.026914932436897254,0.04324001169390326,0.08148073117879659,0.10591911773490548,0.07764814967500795,0.09254538840548672,0.1303230742513408,0.11107970383206438,0.08437634495329313,0.1534456790540954,0.07681326682256424,0.10798635676621794,0.0865733953189026,0.1288661910387454,0.14253058842338026,0.11931949200716553,0.10050876538844868,0.12581997524407312,0.06505421983002803,0.10970263198945968,0.11484733364597312,0.1013008061742517,0.10406939981775527
3달 후 시장 회전율,0.05729634787776499,0.09033951967055577,0.13106656437420533,0.1797654238406621,0.14653770181561449,0.16277101417876455,0.15520465716996573,0.14090798045350109,0.15361970221178406,0.15189697950000666,0.16949782709885874,0.10732809242922862,0.0910591553862999,0.09705108175421577,0.08347802724305682,0.08470023699300218,0.05929092087017467,0.06552838348545782,0.08415087787846706,0.04345972451987946,0.045691339521065376,0.056711088233970613,0.047680874475744664,0.05361872180843227,0.04237304756000153,0.03751538076764625,0.049341436003439584,0.09270488695201633,0.1157265899816878,0.1022284842089858,0.08553513542936413,0.07664223616017199
3달 후 시장수익률,0.032770869984132284,0.032040718982135605,0.045749880527771694,0.07238109461845743,0.0705291614559895,0.05506169401119383,0.07572258458645033,0.03956691148525586,0.037684257051136316,0.043360974549235085,0.03321918954212951,0.04154965751196316,0.029898317817891238,0.03950624071672653,0.05373937010307861,0.0560850845648932,0.050083535796525865,0.049717361219003886,0.03946580643570035,0.06164108080426429,0.0442379760200195,0.07825548052351013,0.0513894473184701,0.04614528938946344,0.038390700873946894,0.04171009537100463,0.060656220228571776,0.04519049220111358,0.048956680117325034,0.02482272083723896,0.0453825051708051,0.06724583877013603
3달 후 고객예탁금 증감률,0.12782264579469269,0.12102022356791275,0.10686188251848233,0.13246309091098266,0.03756533399216856,0.05371447008782047,0.050064486047991484,0.04770341676122315,0.03587328828259431,0.0443758617464428,0.038425194149962164,0.032893515118613985,0.04792928906510653,0.05625321388329097,0.0374839045838716,0.04965983324546239,0.04912297844811764,0.051653626056340586,0.06850872600769968,0.04191728512546384,0.020826230407617937,0.02915367399106615,0.030139770102289708,0.01828229625008661,0.028959095149706817,0.04232025590989537,0.03547284328572304,0.06010352404809598,0.0832781300673063,0.07813741130524768,0.04781699904869248,0.06021389351741815
상장일 기준 국고3년시장금리,0.0812289742778493,0.06459058591139365,0.060161519120847676,0.09645744494657704,0.0797061481502181,0.05988578140668181,0.14015852603409795,0.19743775800825,0.2310102950533551,0.2113223554396137,0.1776604756325125,0.10359211262179392,0.09918119682079626,0.08991601183357112,0.08972423638486833,0.08267051607966784,0.10775920911524227,0.120137175500529,0.14081726117917226,0.1069133206768523,0.09831731782352032,0.09362423026677046,0.03629989456716909,0.04543402813049775,0.02961519851623197,0.02535618965518025,0.053745255524611235,0.08500276687058657,0.05421036069311487,0.06984678330881018,0.07025195094394393,0.10758890979588928
개인거래비중,0.11178362685114812,0.08364629182427423,0.07989214899521567,0.0710284670592384,0.13938048435274494,0.06497398871191233,0.08773260931670188,0.06724120903990903,0.09494753945138308,0.09335369233085287,0.05797034265900941,0.10019736657660436,0.05864832744856635,0.08956646666527941,0.10285243171022393,0.0536932587199196,0.07758084751849259,0.10114880942304548,0.07252061725743061,0.0757709351112027,0.07493757325390804,0.07249061380868199,0.0634641993311105,0.1015793955717425,0.08803730469523416,0.08493463984619729,0.06255664133936975,0.09810312724447356,0.06962966104002985,0.053668613859063415,0.09072897097244943,0.05314715409586982
Trading,0.11529186379405504,0.101918157247969,0.07209687284185134,0.08081150697632902,0.10700196486279288,0.07351050183114971,0.0786522148018751,0.0773653082977984,0.06332887886296105,0.05591370853471158,0.05594543412877955,0.1047126851905583,0.10157819038042919,0.10974334316442874,0.12135918900551879,0.1282062806548977,0.13153587176476042,0.1282555747091149,0.11135947843273353,0.10320918621631624,0.11783789225045704,0.10993647626485369,0.11192382231443458,0.12325278342945362,0.10612167854696876,0.11422188263855027,0.11197120263455673,0.08915408927826253,0.10685037411308536,0.09822252516423907,0.10983891065123859,0.08152955462543623
Market,0.07477970948360982,0.07699776203299945,0.08595996163532675,0.1202667635791698,0.08358458635349766,0.08285823992111517,0.10528756345962637,0.10640401667705751,0.11454688564971745,0.11273904280882456,0.10470067160586574,0.07134084442039992,0.06701698977252349,0.0706816370469511,0.06610638457871884,0.06827891772075641,0.06656416105751511,0.07175913656533282,0.08323566787525984,0.06348285278161497,0.052268215943055786,0.06443611825382935,0.04137749661591839,0.04087008389462002,0.0348345105249718,0.03672548042593163,0.049803938760586405,0.07075041751795311,0.07554294021485851,0.06875884991507066,0.06224664764820141,0.07792271956090387
Value,0.06430366810706976,0.06857640100844688,0.04216444206507492,0.04652308397061248,0.03359904452825011,0.04101064208575567,0.04175469212451629,0.04801768487632518,0.05975935251225081,0.04580726065648496,0.06192998285567422,0.0641466919457762,0.06444605668881423,0.05037917358534902,0.0546170962449792,0.05280294118640338,0.05012282371402659,0.05639845273265687,0.05797828481265973,0.07678802119646945,0.07086638181280093,0.05862199527012865,0.06182244243598058,0.05177015307561169,0.0496799529144723,0.06632286161953939,0.04804583200891188,0.05524514108341627,0.05143362860704365,0.059776734338746196,0.05874775114991194,0.04882312967143787
Finance,0.04052364159054664,0.045131319274688685,0.07834405218447857,0.03423229321062408,0.06096465660322009,0.08125090214120581,0.05440725634558008,0.049558738442349815,0.04313694081887367,0.06097023029777809,0.05689276565579398,0.052014622727349205,0.058464824925543946,0.059226475390715606,0.051911401483407664,0.045964165898267816,0.04719181733339457,0.0397503428533384,0.039761009690695244,0.05151924165879572,0.0562035785095007,0.059145028094933896,0.07831280482127026,0.07786271372658105,0.09831426587894741,0.07786596138050111,0.08018328525681215,0.07095015971078782,0.05574405774504471,0.06274170545769042,0.06131335600093569,0.07431276721644056
