,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.10509586674331584,0.0788721480494033,0.1202862811204128,0.12193041010005914,0.08883184626576954,0.0742645264835545,0.07313675270891494,0.06396736753916994,0.04884271831669265,0.07719760958112129,0.06333854569653669,0.04077685601014735,0.07211414952167079,0.06465220973204229,0.041689028834837695,0.049575844566641054,0.08194942527000136,0.0505432644990715,0.0207449165321224,0.03477636719238029,0.04683401481503336,0.03862648986470458,0.06959320277838565,0.04703754854936115,0.05080566239150002,0.07281679239970196,0.02462982627839465,0.04443161185642238,0.06999710532488916,0.05465494393370343,0.05708533374595881,0.05678847053423375
유동비율,0.10857043211207616,0.12384571600180574,0.11654936813817182,0.11992073458043995,0.11328764199252885,0.10058592952129364,0.13363449500711902,0.08462372320942194,0.04757483729379842,0.05066369318058177,0.06866740501404442,0.05042372334409638,0.05030145700919113,0.053442546674954926,0.06908290706048799,0.05238045230473068,0.06570278420027025,0.03446951081056585,0.0683806598337526,0.10426076087886907,0.10262388843368647,0.1090799101059334,0.07732660210056212,0.03966164645575629,0.1056640930217778,0.0840702586602255,0.10290266281156016,0.044158271711817666,0.05136123192161431,0.06615372000731305,0.06659795448316927,0.04541748676820005
부채비율,0.07959487086235714,0.09567520648991666,0.06718618615196048,0.13605696664656275,0.11890505679059207,0.177511107638846,0.15703676677091197,0.03648696748802088,0.030636412233083263,0.030630265512518826,0.04001165234463545,0.04847313630279978,0.0444975519614723,0.03027552922333679,0.07177875755870665,0.04550627393257429,0.06853500243592428,0.053857167886311015,0.056344044786003036,0.07708794792126215,0.06437741215223639,0.044111201705524315,0.0666799008602246,0.06962280024251066,0.1113687958870812,0.08755314834866518,0.04110714407876512,0.07195246030963239,0.04445960034236228,0.045047317281216526,0.06124089418849898,0.09068200479806933
매출액증가율,0.049259713435279816,0.07418196385681658,0.053610546908981885,0.1056125634488287,0.049650574812897766,0.06340001089777145,0.08070024561570417,0.1361433192696293,0.08985259562804812,0.03488868925280364,0.08144761408346847,0.10387637765778514,0.07709387134323402,0.060191178507237486,0.06409967349108417,0.09190615133898336,0.07999261518946701,0.10208578961244452,0.07818147809905415,0.07403712044057853,0.1233533470202634,0.1053595547084684,0.10241879427808324,0.28539349728139884,0.2409137616241657,0.20915797437830635,0.21910808016799588,0.19498255593034136,0.23957307814875395,0.2547270456031302,0.14348766265795526,0.14913857922761367
IPO_PER,0.1367566146948074,0.09599219453078384,0.13278103256733825,0.0966319589564544,0.10552810751182344,0.1136768932127478,0.10851770406747432,0.17946079974002227,0.15301737355071887,0.20919159491059572,0.16857396546508055,0.1863409152899975,0.1540690193843676,0.1697325009306628,0.15356481156342325,0.12860122976559685,0.08690919557877687,0.15151102789822748,0.17318978008972466,0.18743917698012166,0.1835291957743556,0.17955086352864907,0.12450558964606286,0.11586800058805898,0.039669656567460215,0.0907757274935852,0.07919479506200175,0.07551974366952417,0.08949969137281352,0.12088938335103125,0.10746515149604713,0.10538454021411424
IPO_PBR,0.07629181214155767,0.09606430161034156,0.11076297923402516,0.05719388795572033,0.061785634710350826,0.09239557756393273,0.06500399420961442,0.1625052308705522,0.17503579323883284,0.18060405890802106,0.19241564491191387,0.1903798660857592,0.22176950417428126,0.19404413637550308,0.18799193367108524,0.17772557674693698,0.2040795405215459,0.1892229299463924,0.19281471735004949,0.13243442870741198,0.14582244833535654,0.14632148112345328,0.1391010799073329,0.11869464276695035,0.17060170481594858,0.18745019272395647,0.2248331029998399,0.1771685725226982,0.17243532097057612,0.1578485893360325,0.18138547490988316,0.1266204155077252
IPO_EV/EBITDA,0.10906263736290192,0.0642472321342602,0.08359558219674444,0.07624034052941484,0.10691910503268792,0.0762876582330418,0.09223528480486673,0.11547616417928867,0.11965209260325164,0.08267775213126873,0.10245497598200874,0.08163074831239825,0.08726835589044704,0.1051688241189049,0.09626908922941722,0.06348126619396817,0.08937117525611807,0.0851841878273002,0.09555297603488827,0.09447528112829104,0.0655319325877627,0.07733957868918613,0.06990707878299307,0.09212510264525003,0.07343123327538692,0.10460209844399443,0.13154022430753548,0.12669307112130596,0.139339571188982,0.1375776084801808,0.1165039054102064,0.1306251299553249
1년 전 대비 시장수익률,0.20928515845588044,0.15837629749599244,0.07704077054189866,0.09870786615707673,0.1200207680955166,0.1048816503818648,0.12501419906696465,0.05578521943685275,0.06571279305879553,0.14804085966688885,0.07534249724503582,0.05583703611547762,0.08461795523547291,0.08103620023606091,0.07884813642586748,0.07055642686757366,0.10461338883463912,0.07883394043109157,0.09063860622193086,0.05214542256512671,0.04296249998168132,0.08163296467393866,0.06626915824223809,0.08558485603270125,0.04962525972808817,0.06908219314400962,0.037351576611690314,0.06182315789101815,0.061956947098733235,0.04818562512320238,0.08280904015610115,0.10200206197369928
1년 전 대비 고객예탁금 증감률,0.04552669994187415,0.058454507419222035,0.08163641286984008,0.05935697313426533,0.0734207370037266,0.05678646223391218,0.02423800490653885,0.04084244372678047,0.08517286165129209,0.07806102251604302,0.07257681136741874,0.06924522268123523,0.0819799201318725,0.09387646316439582,0.08985821696769218,0.0750105277967224,0.06033482370631023,0.0755096606791179,0.0745560407896004,0.0821414063737851,0.0555670049372932,0.062056711542657475,0.07946090439342568,0.06653904641112776,0.05801446471388224,0.04170473795800659,0.06771020503104455,0.1011349071911263,0.05182803169591636,0.07319719002987253,0.07321353771038093,0.12436925316215636
상장일 기준 국고3년시장금리,0.08055619424994924,0.1542904324114577,0.15655084027062666,0.12834829849117785,0.16165052778410635,0.14021018383303516,0.14048255284189098,0.12470876454026165,0.18450252242548654,0.10804445434015708,0.13517088788985726,0.17301611820030366,0.12628821534799034,0.14758041103690095,0.1468174451973983,0.24525625048627264,0.15851204900694707,0.1787825204094775,0.1495967802628741,0.16120208781217354,0.16939825596233105,0.1559212440574847,0.20473768901069184,0.0794728590268847,0.09990536797470906,0.052786876449548686,0.0716223826511721,0.10213564779611346,0.07954942193535902,0.04171857685431739,0.11021104524179896,0.06897205785886318
