,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.06348659913638469,0.06495958073322593,0.10076588204922277,0.06071915642862846,0.09332332041569524,0.09920900540275962,0.11727295131415295,0.10228565418027448,0.06810591001021901,0.04354071115764673,0.07011090453981557,0.06882543302281087,0.1094328506611498,0.08635412432317886,0.09079990972310673,0.091452501212798,0.07168621016845714,0.04241490287664716,0.07976334067506223,0.05796916283815205,0.04666649487881623,0.05785692378437505,0.08610041666829032,0.05780017914586524,0.04145484346838201,0.054745747368197734,0.08735255012814491,0.04286841652960485,0.055134055716334236,0.08068082005774678,0.07303857549619812,0.11051951501007674
유동비율,0.15832999360322705,0.15672845502483687,0.14224924181432486,0.11506998428400173,0.12412346224111748,0.07359339041599658,0.1151388607027743,0.06590078473849308,0.07022451051950479,0.036036176158281114,0.06655598320098707,0.061414981147180865,0.029632866401184142,0.06554501932893297,0.049393513852083036,0.05696988499340129,0.08908597269686112,0.09463546786852173,0.11171531522589974,0.07828890551901435,0.08268339985416827,0.055152160243364494,0.08374997560872945,0.10340403247842997,0.11460059762730145,0.11147388876061852,0.15110093111376266,0.09941175831147987,0.1448076812206888,0.11264499391031353,0.12596356471453127,0.1530735358533258
부채비율,0.14079420678360746,0.0881221413463225,0.10279763011464407,0.06605139626578573,0.08147936307446345,0.11482175252333295,0.051743128887226736,0.07902431298344367,0.09035029653798934,0.06456912409990803,0.08683955380024933,0.08024146192578399,0.09258039031351704,0.0953664892341447,0.11494496347500055,0.1212896354298966,0.1351457083768254,0.1392987534627731,0.10881797503435436,0.09785670328874416,0.09157331008800892,0.09382651338384446,0.13958678045182274,0.1450881875341196,0.10287402547356428,0.07793294845223794,0.09170597683330203,0.10643942085360007,0.08885876827965303,0.1122713155421806,0.08587878814063862,0.1124724113927097
매출액증가율,0.07379836300226596,0.1381879219566182,0.11717138232529915,0.05691412192011783,0.05827395694520863,0.0669112734052159,0.07239459755611755,0.0424168848148398,0.07009933357611459,0.059476139065589226,0.04116221727160351,0.0752184857472248,0.08484844329894256,0.032691008019584834,0.053575943907654924,0.057587609892798,0.06803099403402472,0.08010544105364123,0.06711890073117814,0.0606235301340408,0.06172406910365349,0.06186538885034942,0.07778561148692263,0.053847331022146436,0.08478892146082448,0.056545286782142275,0.05908209022962142,0.05326291718958513,0.05349286053798402,0.07328656038543875,0.059000476360877824,0.07849797222991127
1년 전 대비 시장수익률,0.08219918939193094,0.05948454923466821,0.07489978504935065,0.09743520458969487,0.08379364090897454,0.08616432951319097,0.10401643283410636,0.0963706094142832,0.07613883750330983,0.14648702083223386,0.08238951269776383,0.1365696613262374,0.1478459486839985,0.1399285132960439,0.10767946842571767,0.12119598038883425,0.1394351793742345,0.07007476967032378,0.08901619452973443,0.08167317024610135,0.12374470990119214,0.1480033005472958,0.08946593021729747,0.06266917637015616,0.09570988991540363,0.11654458860310975,0.04847645352193212,0.014359829941563663,0.08576058365527338,0.09085440919472157,0.10715610147555324,0.1008316031012939
1년 전 대비 고객예탁금 증감률,0.06707205684691328,0.056243790737658214,0.022784894056582104,0.12112602262662282,0.10971914738599167,0.1753676271051999,0.18399078527943974,0.1822473310422296,0.16088563661798186,0.1556873888264975,0.2316030289140419,0.12470360817252073,0.12426471416930215,0.09034723839079906,0.14217466923347472,0.09583611383789578,0.05033498353097171,0.04958366889711542,0.06496114720464109,0.09406906691224944,0.07844759454061219,0.08112331940017746,0.03550910493164548,0.03652133665788145,0.041983813043554086,0.04956050243145112,0.06161014159899723,0.040066058883624085,0.05187783786933353,0.04690563268436772,0.07081801432617296,0.027363765586646882
상장일 기준 국고3년시장금리,0.07883783597951745,0.12049934355917725,0.08790080368281286,0.11020157524476196,0.14208177029528749,0.10543983692673838,0.1382364890404338,0.2491642852365817,0.31049365535065004,0.2315724178625297,0.26166522194434483,0.2084515815349494,0.1811043991084852,0.1125491457510858,0.19331971691803984,0.1843294578313896,0.10167778243080358,0.1438892320538135,0.1735124747479481,0.17903133903297694,0.20513356314619208,0.16408400958693306,0.12707206029908572,0.06211700074615292,0.03478716737199713,0.05741927216902669,0.12786042415950252,0.09105061324785907,0.038899519190300866,0.0559679101928862,0.04322429056118428,0.054085702450053945
종가_PER,0.07107025653012236,0.05887232203429055,0.06082234711006679,0.07591171125047007,0.06038447064416488,0.062468622158996415,0.03187628271819877,0.04963570819760185,0.04022793612574256,0.1020156949714322,0.059143658262028685,0.09504259490469373,0.06288215200803011,0.13304848143972076,0.1116990606196363,0.0965468118830556,0.1380478455007481,0.13983064214813026,0.1314581617218427,0.09832273995364428,0.11264902917875205,0.1062959243174156,0.1345601857735935,0.2262398808293677,0.22323055803563507,0.22669391162393746,0.11794386454537233,0.2410937913373356,0.19995496719992092,0.17026578294039202,0.21860285427579712,0.22003998074734524
종가_PBR,0.12176950436914827,0.0927652996736504,0.08817037204981136,0.13298433047731373,0.12349655019985036,0.08297644455914269,0.07947092138362602,0.056487926748143465,0.03901530059906769,0.04637178310600972,0.034481099749394784,0.05368499159767698,0.05491312572754407,0.05663191881337532,0.0398415913245589,0.08812072489076264,0.08218312702690503,0.117663203371745,0.0800065944692014,0.1374428390630033,0.11868743588776284,0.1150402929700111,0.11445709801261013,0.13477892105166478,0.12474953002023766,0.1050676771406336,0.12325954602344324,0.0993988405859415,0.0901575772976823,0.07813688861062054,0.032457972387095045,0.03381211143511214
종가_EV/EBITDA,0.14264199435688255,0.16413659569955188,0.2024376617478854,0.1635864969126028,0.12332431788924632,0.13304771798942655,0.10585955028392367,0.07646650264410908,0.07445858315942029,0.11424354391987207,0.06604881961977029,0.0958472006209212,0.11249510962784644,0.18753806140313384,0.09657116252072742,0.0866712796391683,0.12437219686016868,0.12250391859728882,0.09362989566013774,0.11472254301207332,0.07869039342084166,0.11675216691623365,0.11171283655000244,0.11753395416421585,0.13582065358310005,0.1440161766686449,0.1316080218459216,0.21204835311940615,0.1910561490328289,0.17898568648133234,0.1838593622619515,0.10930340219352444
