,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.08513035625219345,0.08224990963935852,0.06890952587127686,0.0852183923125267,0.09361003339290619,0.09618576616048813,0.08921360224485397,0.08892804384231567,0.09523533284664154,0.11250586062669754,0.1058679074048996,0.10125423222780228,0.1254795491695404,0.10820875316858292,0.1115657240152359,0.08386451005935669,0.08271360397338867,0.08523935824632645,0.07546784728765488,0.06639284640550613,0.06754330545663834,0.06331445276737213,0.07072249054908752,0.08560115844011307,0.09055645763874054,0.08092163503170013,0.07392946630716324,0.07216259092092514,0.07037660479545593,0.09241368621587753,0.10591951012611389,0.09972945600748062
유동비율,0.06026478856801987,0.08983054757118225,0.09686775505542755,0.09942813217639923,0.12501472234725952,0.10836222767829895,0.10853392630815506,0.10639625787734985,0.10464990884065628,0.09084495157003403,0.10146007686853409,0.07847967743873596,0.06940364092588425,0.06054256483912468,0.065288245677948,0.07857628911733627,0.09192296117544174,0.07441739737987518,0.07770538330078125,0.07471011579036713,0.058779485523700714,0.0786135196685791,0.06605447828769684,0.09256765246391296,0.09283727407455444,0.08742648363113403,0.08391779661178589,0.06510350108146667,0.07220546156167984,0.07558684051036835,0.08151847124099731,0.09139149636030197
부채비율,0.09361673891544342,0.07263301312923431,0.11188901215791702,0.0825936570763588,0.09908509999513626,0.10362187027931213,0.08735282719135284,0.078816719353199,0.06868236511945724,0.0861523449420929,0.060437485575675964,0.09091750532388687,0.0655682384967804,0.06531591713428497,0.08028730005025864,0.09718360751867294,0.09592136740684509,0.09602702409029007,0.09122645109891891,0.09639950841665268,0.0924091786146164,0.09626013040542603,0.0833088755607605,0.09751147776842117,0.08637719601392746,0.09263771027326584,0.09737572818994522,0.09095143526792526,0.11329195648431778,0.08866594731807709,0.09132246673107147,0.09965605288743973
매출액증가율,0.07306727766990662,0.08448485285043716,0.08645563572645187,0.09614438563585281,0.07718207687139511,0.10121514648199081,0.08015123754739761,0.08612024039030075,0.103187195956707,0.09353071451187134,0.10946915298700333,0.09871774911880493,0.10393357276916504,0.09290705621242523,0.10486023128032684,0.08506682515144348,0.09106249362230301,0.09300750494003296,0.06628163158893585,0.07213637232780457,0.08181867748498917,0.06110329553484917,0.08337946236133575,0.07226797193288803,0.08440268039703369,0.09420900791883469,0.08669131994247437,0.10442424565553665,0.08919485658407211,0.09696739166975021,0.08496084064245224,0.07739945501089096
IPO_PER,0.0789397656917572,0.06968890130519867,0.060407597571611404,0.08701106160879135,0.06644060462713242,0.08856456726789474,0.08499280363321304,0.08551785349845886,0.07883106172084808,0.10376732796430588,0.12030191719532013,0.114955373108387,0.11613654345273972,0.10515553504228592,0.0961083173751831,0.09647384285926819,0.08948974311351776,0.09182488918304443,0.10113145411014557,0.09879174083471298,0.09581536054611206,0.08930817246437073,0.09013829380273819,0.11607088148593903,0.12171947956085205,0.11695671081542969,0.11906305700540543,0.1005767434835434,0.10836981981992722,0.10815949738025665,0.09222182631492615,0.08237385004758835
IPO_PBR,0.08964376151561737,0.09894286096096039,0.08625541627407074,0.0741458535194397,0.07724054157733917,0.07676851749420166,0.07250101119279861,0.07447217404842377,0.0779045969247818,0.08618094027042389,0.08894379436969757,0.11372478306293488,0.09723995625972748,0.1142626404762268,0.06325818598270416,0.10351824760437012,0.0954011082649231,0.11042630672454834,0.11751527339220047,0.1185576468706131,0.11662735044956207,0.1327129304409027,0.13345706462860107,0.13748764991760254,0.1477479487657547,0.15831881761550903,0.11504095792770386,0.0922388806939125,0.11559095233678818,0.11101077497005463,0.10429193824529648,0.09884339570999146
IPO_EV/EBITDA,0.11557197570800781,0.10618449747562408,0.10404013097286224,0.08871063590049744,0.09310633689165115,0.11781957000494003,0.1420314610004425,0.11627877503633499,0.1268889307975769,0.09703414142131805,0.10277513414621353,0.0680031105875969,0.06599796563386917,0.06878197938203812,0.08159057050943375,0.06971900165081024,0.07249252498149872,0.060027509927749634,0.06656023859977722,0.06487885117530823,0.0636906623840332,0.09080273658037186,0.08753735572099686,0.09475627541542053,0.08110637962818146,0.07301610708236694,0.09470050036907196,0.09922914206981659,0.08901318907737732,0.09356078505516052,0.10352262109518051,0.10320017486810684
1년전 대비 시장 회전율,0.09877572953701019,0.12025170773267746,0.10141351819038391,0.10516568273305893,0.0733007937669754,0.07936777919530869,0.09390350431203842,0.09453416615724564,0.09639978408813477,0.06258108466863632,0.059141963720321655,0.07923201471567154,0.06277395039796829,0.0904226005077362,0.09558761864900589,0.09402921795845032,0.1056479960680008,0.10314075648784637,0.11285343766212463,0.12238053232431412,0.10735447704792023,0.09956692159175873,0.12210705876350403,0.07311589270830154,0.07711085677146912,0.08377186954021454,0.08767745643854141,0.07478101551532745,0.06981933861970901,0.06484033167362213,0.08940652012825012,0.08416344970464706
1년 전 대비 시장수익률,0.09701491892337799,0.09194150567054749,0.08899690210819244,0.08297054469585419,0.06200641766190529,0.055822327733039856,0.08288048207759857,0.08093215525150299,0.08473099023103714,0.07245315611362457,0.08762074261903763,0.07359530031681061,0.09667646884918213,0.09212496131658554,0.08351898193359375,0.08858229219913483,0.0755719393491745,0.08535442501306534,0.09339781850576401,0.0904289036989212,0.09500791877508163,0.1060861125588417,0.11342068761587143,0.07373795658349991,0.06711748987436295,0.04587443172931671,0.061345625668764114,0.1176319345831871,0.09413453936576843,0.08140645176172256,0.06706194579601288,0.08168772608041763
1년 전 대비 고객예탁금 증감률,0.08708114176988602,0.08300527185201645,0.07001270353794098,0.09638332575559616,0.1180625930428505,0.08070918172597885,0.08580313622951508,0.08089805394411087,0.06873083114624023,0.09205333143472672,0.08269751071929932,0.08252020925283432,0.10211379081010818,0.08971095085144043,0.09997094422578812,0.08478059619665146,0.08503922820091248,0.08839502185583115,0.06845249235630035,0.0970606729388237,0.09316252917051315,0.09869582951068878,0.07417942583560944,0.07903572171926498,0.07372348010540009,0.09654977917671204,0.0987345427274704,0.09801533073186874,0.08293329924345016,0.10349658131599426,0.08572479337453842,0.10467031598091125
