,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.04771394655108452,0.05002257972955704,0.046598561108112335,0.024945322424173355,0.04366455599665642,0.05109311640262604,0.05187149718403816,0.06723172217607498,0.08326905220746994,0.07805635780096054,0.05314354598522186,0.06912804394960403,0.07285541296005249,0.08251823484897614,0.09004926681518555,0.06415268778800964,0.05019867792725563,0.04613262042403221,0.05721965432167053,0.051187045872211456,0.06201998144388199,0.052295248955488205,0.05533994361758232,0.04437926039099693,0.04128134623169899,0.04765263572335243,0.03952106460928917,0.05104311555624008,0.05670726299285889,0.061518438160419464,0.060243215411901474,0.056122031062841415
유동비율,0.05079292505979538,0.05448758229613304,0.05805845558643341,0.07375601679086685,0.05156828835606575,0.06484031677246094,0.08176549524068832,0.04630620405077934,0.06062810495495796,0.0663951113820076,0.06477805972099304,0.0707150399684906,0.061655133962631226,0.05615021288394928,0.05381227657198906,0.06572191417217255,0.07394876331090927,0.06330716609954834,0.0706200897693634,0.0671493336558342,0.04774061590433121,0.0445089265704155,0.04959387704730034,0.05785556137561798,0.06143328547477722,0.050974246114492416,0.054944735020399094,0.02637322247028351,0.026234421879053116,0.027393078431487083,0.02959752269089222,0.03693104535341263
부채비율,0.06866748631000519,0.05315249413251877,0.06525053828954697,0.061990536749362946,0.07563905417919159,0.08534052222967148,0.06954744458198547,0.06044233962893486,0.07007861137390137,0.05463073402643204,0.08052783459424973,0.04794909805059433,0.036462172865867615,0.04035741463303566,0.049971502274274826,0.036633774638175964,0.040916088968515396,0.020696617662906647,0.05761291831731796,0.05435790494084358,0.06741572916507721,0.05337712541222572,0.06486285477876663,0.06876620650291443,0.05123354122042656,0.04966721683740616,0.05502671003341675,0.04498250409960747,0.039629705250263214,0.037910960614681244,0.046918924897909164,0.06600426882505417
매출액증가율,0.05576737970113754,0.09313611686229706,0.08486579358577728,0.060664672404527664,0.05214731767773628,0.049768995493650436,0.05964645743370056,0.07233263552188873,0.05780923366546631,0.0840342566370964,0.07182566076517105,0.04642261564731598,0.05654420703649521,0.05544816330075264,0.05748075991868973,0.08883091062307358,0.08425392210483551,0.07760070264339447,0.06839779019355774,0.04641024023294449,0.06334716081619263,0.05375933647155762,0.05262644961476326,0.061785582453012466,0.06374487280845642,0.051419373601675034,0.05345844477415085,0.07149564474821091,0.057849571108818054,0.06248896196484566,0.04915948957204819,0.06696288287639618
3개월 후 PER,0.06615326553583145,0.018275119364261627,0.031958289444446564,0.03510141000151634,0.07492724806070328,0.0630592480301857,0.08736303448677063,0.07582802325487137,0.07473570108413696,0.08168788999319077,0.05494120717048645,0.07278061658143997,0.07171736657619476,0.06429339200258255,0.0529317706823349,0.06312370300292969,0.05905357375741005,0.05462527647614479,0.06004323810338974,0.059740740805864334,0.04640612378716469,0.049923647195100784,0.04639188200235367,0.051255963742733,0.04925857111811638,0.053344279527664185,0.08897671848535538,0.06498638540506363,0.07126650214195251,0.06350506097078323,0.05045287311077118,0.05834219604730606
3개월 후 PBR,0.060425907373428345,0.05452834442257881,0.06543683260679245,0.06209971383213997,0.07617392390966415,0.07737834006547928,0.07018791139125824,0.06456400454044342,0.0631406307220459,0.05863427370786667,0.060923684388399124,0.08338405936956406,0.09323375672101974,0.08674658089876175,0.07962626218795776,0.06578905135393143,0.061636172235012054,0.04834438115358353,0.04987997189164162,0.0680229589343071,0.09541445225477219,0.0875522717833519,0.08549027889966965,0.08487378805875778,0.083950936794281,0.07638148963451385,0.07992624491453171,0.07644636183977127,0.09576664865016937,0.09077754616737366,0.08660341799259186,0.08317669481039047
3개월 후 EV/EBITDA,0.09455522149801254,0.1158287301659584,0.1208646222949028,0.10631712526082993,0.08416149765253067,0.09001056104898453,0.06934548169374466,0.0504666268825531,0.04201935976743698,0.05757077410817146,0.058357976377010345,0.046706754714250565,0.04524296894669533,0.039829641580581665,0.032734356820583344,0.021201500669121742,0.03555724769830704,0.032843973487615585,0.041653651744127274,0.038185231387615204,0.040256086736917496,0.03602830693125725,0.03653101623058319,0.030845146626234055,0.023775536566972733,0.04086698591709137,0.03078545071184635,0.07036352902650833,0.07888846099376678,0.07946941256523132,0.09492887556552887,0.08257666975259781
3개월 평균 거래량회전율,0.08084665983915329,0.08166362345218658,0.0851680189371109,0.07542172819375992,0.07511045038700104,0.08493953198194504,0.05471549928188324,0.09029467403888702,0.06831406056880951,0.005249705631285906,0.0837203711271286,0.09275899827480316,0.08122387528419495,0.07945692539215088,0.10179956257343292,0.07795334607362747,0.10404782742261887,0.125669464468956,0.07486169040203094,0.08022455871105194,0.1310504972934723,0.10540496557950974,0.14583443105220795,0.1367638260126114,0.1360122114419937,0.1101270243525505,0.08884842693805695,0.05481746420264244,0.07585985213518143,0.058543384075164795,0.0711100623011589,0.06910772621631622
3개월 평균 일중변동률,0.07654744386672974,0.05949016660451889,0.059455860406160355,0.07015631347894669,0.021993277594447136,0.03539746627211571,0.011319458484649658,0.05179272219538689,0.07863269746303558,0.09456629306077957,0.022085605189204216,0.06257797032594681,0.060942720621824265,0.06999323517084122,0.08562073111534119,0.12621426582336426,0.10454616695642471,0.09600482136011124,0.09065404534339905,0.07620051503181458,0.07013389468193054,0.06686969101428986,0.06464263796806335,0.09596596658229828,0.07617390155792236,0.07960521429777145,0.06864650547504425,0.07994808256626129,0.07159614562988281,0.07789544016122818,0.0752628967165947,0.06597627699375153
3개월 시가총액회전율,0.0625036209821701,0.07831700891256332,0.0805380791425705,0.061472561210393906,0.09857933968305588,0.09326611459255219,0.07808465510606766,0.08602724224328995,0.04917626827955246,0.07270108163356781,0.09703977406024933,0.09034238010644913,0.0807894915342331,0.09227447956800461,0.09405466914176941,0.08604355901479721,0.06805370002985,0.06897835433483124,0.12996119260787964,0.15912222862243652,0.06710068881511688,0.16473454236984253,0.15107059478759766,0.10963349044322968,0.16343966126441956,0.1441248655319214,0.13469280302524567,0.1720191389322281,0.11177553981542587,0.11309690028429031,0.1222129687666893,0.08799738436937332
3달 후 시장 회전율,0.08205018937587738,0.10270185023546219,0.09870634973049164,0.1418047547340393,0.1418534517288208,0.14647744596004486,0.12817984819412231,0.12448540329933167,0.12397006154060364,0.10807877779006958,0.12405865639448166,0.09090171754360199,0.06974342465400696,0.06890836358070374,0.08030934631824493,0.0943504050374031,0.07005742937326431,0.07570990920066833,0.10226493328809738,0.08220554888248444,0.07229943573474884,0.06512171775102615,0.05803887918591499,0.02904548868536949,0.02581772394478321,0.03883923217654228,0.05715730041265488,0.07013341039419174,0.07743006199598312,0.07861543446779251,0.04297078400850296,0.04443151503801346
3달 후 시장수익률,0.07208060473203659,0.04221991077065468,0.045523498207330704,0.05696117877960205,0.05768025666475296,0.05614596605300903,0.06192716956138611,0.061747558414936066,0.027771592140197754,0.009819653816521168,0.020298589020967484,0.028827443718910217,0.06441599875688553,0.06263348460197449,0.05302640423178673,0.061518967151641846,0.05715379863977432,0.07031521201133728,0.045148979872465134,0.05612507089972496,0.0683712586760521,0.0524979904294014,0.04592433199286461,0.05616864934563637,0.056908637285232544,0.057697754353284836,0.0750407949090004,0.04394862800836563,0.060036446899175644,0.07027853280305862,0.07134795933961868,0.0767604261636734
3달 후 고객예탁금 증감률,0.06169000267982483,0.07486939430236816,0.06292176246643066,0.05225479602813721,0.029695898294448853,0.029110049828886986,0.032438214868307114,0.03840188682079315,0.04082711786031723,0.03559136390686035,0.020738840103149414,0.026302119717001915,0.05067586153745651,0.0652303397655487,0.05630873516201973,0.0573652982711792,0.0888453871011734,0.08619794994592667,0.04855162650346756,0.058151427656412125,0.04421286657452583,0.03707299381494522,0.047276921570301056,0.047070108354091644,0.04957551136612892,0.06216362863779068,0.061528682708740234,0.041410915553569794,0.0351392924785614,0.038287676870822906,0.04017718508839607,0.056626126170158386
상장일 기준 국고3년시장금리,0.05805882811546326,0.05345873162150383,0.0250110886991024,0.05002757906913757,0.04655739292502403,0.032368943095207214,0.06646104156970978,0.06269162148237228,0.09637290984392166,0.11288037896156311,0.13857318460941315,0.09838775545358658,0.07957587391138077,0.07660632580518723,0.06498320400714874,0.05596620962023735,0.04641968011856079,0.06674697995185852,0.06054672226309776,0.0627078041434288,0.06366733461618423,0.08398725837469101,0.04922494664788246,0.0720769539475441,0.06580900400876999,0.07843110710382462,0.052367400377988815,0.06326411664485931,0.0609239786863327,0.06656070053577423,0.08196727186441422,0.08983651548624039
개인거래비중,0.06214651092886925,0.06784830242395401,0.06964226812124252,0.06702623516321182,0.07024801522493362,0.04080342873930931,0.07714688777923584,0.04738727957010269,0.0632547065615654,0.0801033079624176,0.048987120389938354,0.07281531393527985,0.07492171972990036,0.05955316498875618,0.047291211783885956,0.035134389996528625,0.05531160905957222,0.06682657450437546,0.042583584785461426,0.040209390223026276,0.060563940554857254,0.0468660369515419,0.04715093970298767,0.05351392552256584,0.05158528685569763,0.058704931288957596,0.05907871946692467,0.0687674731016159,0.08089607954025269,0.0736585259437561,0.07704658061265945,0.05914824455976486
