,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
매출총이익률,0.10691826045513153,0.08939579874277115,0.08531291782855988,0.07806450128555298,0.0722154974937439,0.08095381408929825,0.05640373378992081,0.06897486001253128,0.07636796683073044,0.0981224849820137,0.0835503488779068,0.0744968056678772,0.08878877013921738,0.077312171459198,0.07355235517024994,0.06056676059961319,0.062341008335351944,0.07925547659397125,0.06785093247890472,0.07284600287675858,0.08765842020511627,0.06456545740365982,0.08184447884559631,0.10163191705942154,0.0955781638622284,0.08643363416194916,0.06380508840084076,0.09107482433319092,0.06661442667245865,0.07941941916942596,0.06062621250748634,0.04002523794770241
유동비율,0.07385997474193573,0.08882484585046768,0.09445038437843323,0.08874311298131943,0.12120082974433899,0.10442349314689636,0.1003580167889595,0.07300182431936264,0.05340281128883362,0.050279807299375534,0.06023353338241577,0.051354438066482544,0.06114112213253975,0.058400709182024,0.04718981310725212,0.07906022667884827,0.0776260644197464,0.07749560475349426,0.07431674003601074,0.058965034782886505,0.06568153202533722,0.06567475944757462,0.06571749597787857,0.0685456246137619,0.07532799988985062,0.07670538872480392,0.0711110457777977,0.056586459279060364,0.06370232999324799,0.07293455302715302,0.06688413769006729,0.07085414975881577
부채비율,0.11613098531961441,0.10086590051651001,0.08261789381504059,0.07501929253339767,0.08743283897638321,0.08756459504365921,0.09883371740579605,0.0666130930185318,0.06676725298166275,0.05930473655462265,0.08798468112945557,0.06787727773189545,0.06756151467561722,0.06832863390445709,0.07445432990789413,0.08342380076646805,0.10916489362716675,0.08717714250087738,0.08025012165307999,0.09294825792312622,0.09937579929828644,0.09284543246030807,0.0832059308886528,0.08666454255580902,0.08694157004356384,0.08494965732097626,0.07806399464607239,0.05974786728620529,0.07004349678754807,0.0669456198811531,0.0489848256111145,0.07037859410047531
매출액증가율,0.13403582572937012,0.1204807236790657,0.12288300693035126,0.08775124698877335,0.13589249551296234,0.10777861624956131,0.093710757791996,0.12155823409557343,0.11972841620445251,0.11795181035995483,0.10650251060724258,0.09381664544343948,0.08414846658706665,0.09238646179437637,0.10360824316740036,0.0872393473982811,0.08538393676280975,0.0925254076719284,0.09410732984542847,0.08865819126367569,0.08094118535518646,0.07661542296409607,0.09299638867378235,0.09341807663440704,0.0793023407459259,0.09317447990179062,0.1301233321428299,0.08362922072410583,0.10155593603849411,0.09594709426164627,0.10615944862365723,0.09725146740674973
1년전 대비 시장 회전율,0.08685236424207687,0.08481054753065109,0.09275699406862259,0.11759515106678009,0.10720103234052658,0.07740693539381027,0.1117735281586647,0.09091142565011978,0.08717434853315353,0.09037018567323685,0.08904950320720673,0.10163497179746628,0.10748757421970367,0.10588032007217407,0.10114148259162903,0.11556849628686905,0.11274104565382004,0.10589585453271866,0.09012656658887863,0.11126764118671417,0.09821949154138565,0.08528781682252884,0.07344092428684235,0.06280892342329025,0.07047703117132187,0.06824614852666855,0.07021135091781616,0.06627892702817917,0.0627073422074318,0.07100780308246613,0.08853411674499512,0.08389214426279068
1년 전 대비 시장수익률,0.07401449233293533,0.06413527578115463,0.06367003917694092,0.06616541743278503,0.08999928086996078,0.09997233748435974,0.08432670682668686,0.10236591845750809,0.09584272652864456,0.0738600566983223,0.07611637562513351,0.08576246351003647,0.09227915853261948,0.09530533105134964,0.090660959482193,0.08998219668865204,0.10468501597642899,0.09825421124696732,0.09257835894823074,0.08635784685611725,0.08453689515590668,0.08580340445041656,0.07856252789497375,0.08654174208641052,0.08928512036800385,0.08639300614595413,0.08558548986911774,0.09919197112321854,0.09422911703586578,0.08027298748493195,0.06882943212985992,0.07724419236183167
1년 전 대비 고객예탁금 증감률,0.08960364013910294,0.12481194734573364,0.09445200115442276,0.09538699686527252,0.08272656053304672,0.07988102734088898,0.06270558387041092,0.07150835543870926,0.08128127455711365,0.09165681898593903,0.07933822274208069,0.08733203262090683,0.08043485134840012,0.09021887183189392,0.08546701073646545,0.07896779477596283,0.07468879967927933,0.08623276650905609,0.09780421108007431,0.09521166235208511,0.08929096162319183,0.10641280561685562,0.07050006091594696,0.07779958099126816,0.07471460849046707,0.06175518408417702,0.06756207346916199,0.08111748099327087,0.09065539389848709,0.08691980689764023,0.0686134546995163,0.09629262238740921
상장일 기준 국고3년시장금리,0.08889922499656677,0.07721519470214844,0.06910029798746109,0.0667218565940857,0.08304449915885925,0.10411757975816727,0.10474607348442078,0.10412387549877167,0.08880367875099182,0.08251801878213882,0.07078535854816437,0.07688833028078079,0.09541130065917969,0.09928076714277267,0.09909866005182266,0.08882733434438705,0.0582396537065506,0.07433116436004639,0.08898763358592987,0.07932785153388977,0.10727124661207199,0.10734029114246368,0.0883275493979454,0.0795399621129036,0.08002821356058121,0.09255849570035934,0.09365220367908478,0.0851186215877533,0.08718941360712051,0.06745238602161407,0.0760536789894104,0.06632664054632187
종가_PER,0.054825715720653534,0.04405970126390457,0.07690193504095078,0.07042472809553146,0.05411268025636673,0.07087118178606033,0.051177628338336945,0.09033393859863281,0.10924773663282394,0.11165390908718109,0.11406479775905609,0.12271241098642349,0.11540059745311737,0.10914213210344315,0.10928399860858917,0.1027890294790268,0.09687230736017227,0.09199503809213638,0.0788194090127945,0.11264332383871078,0.08236593008041382,0.1031876727938652,0.10787344723939896,0.09531635791063309,0.10652529448270798,0.101848304271698,0.09915031492710114,0.09828737378120422,0.1093943789601326,0.10884115844964981,0.10589141398668289,0.11449764668941498
종가_PBR,0.07662012428045273,0.10395994037389755,0.10352834314107895,0.11258846521377563,0.07220793515443802,0.09666697680950165,0.13619664311408997,0.12467598170042038,0.13374781608581543,0.12684765458106995,0.12177810072898865,0.13671758770942688,0.13605044782161713,0.13488255441188812,0.15210697054862976,0.152031809091568,0.14194409549236298,0.16304048895835876,0.14783357083797455,0.1409994512796402,0.1400834023952484,0.13319766521453857,0.16487249732017517,0.1175134927034378,0.13242267072200775,0.10961160808801651,0.10720451176166534,0.1147969588637352,0.15904895961284637,0.1544189602136612,0.13507987558841705,0.1371518224477768
